fecha,region,categoria,numero_ordenes,ticket_promedio,ventas_totales
2025-11-01,Centro,Electrodomesticos,64,165616,10599424
2024-02-03,Sur,Vestuario,110,45031,4953410
2025-02-15,Sur,Hogar,83,71102,5901466
2023-09-24,Sur,Vestuario,163,52764,8600532
2024-08-22,Sur,Hogar,98,101964,9992472
2024-10-28,Sur,Electrodomesticos,65,124046,8062990
2024-04-24,Norte,Vestuario,134,53690,7194460
2025-12-11,Sur,Hogar,82,94217,7725794
2023-06-24,Norte,Electrodomesticos,14,162054,2268756
2025-07-27,Norte,Deportes,74,84293,6237682
2023-08-24,Sur,Electrodomesticos,72,154039,11090808
2025-03-02,Centro,Hogar,75,101357,7601775
2024-08-08,Centro,Deportes,120,41462,4975440
2025-02-04,Centro,Vestuario,186,41605,7738530
2023-06-04,Sur,Deportes,63,56835,3580605
2023-04-17,Centro,Tecnologia,100,240140,24014000
2025-01-11,Norte,Tecnologia,75,238724,17904300
2024-05-13,Sur,Hogar,104,95073,9887592
2025-10-28,Norte,Tecnologia,85,179410,15249850
2023-03-12,Centro,Hogar,137,108235,14828195
2024-07-09,Centro,Electrodomesticos,73,137839,10062247
2025-08-02,Centro,Tecnologia,123,165896,20405208
2024-06-23,Sur,Tecnologia,103,232095,23905785
2024-07-29,Norte,Hogar,91,110417,10047947
2023-05-15,Sur,Vestuario,154,46335,7135590
2024-05-14,Sur,Deportes,47,71522,3361534
2023-07-31,Sur,Vestuario,170,40722,6922740
2025-04-03,Sur,Electrodomesticos,43,176323,7581889
2025-09-23,Sur,Hogar,100,80198,8019800
2025-01-07,Norte,Vestuario,131,48803,6393193
2024-10-08,Sur,Electrodomesticos,77,145331,11190487
2024-02-09,Norte,Deportes,56,57117,3198552
2025-02-01,Centro,Electrodomesticos,68,160627,10922636
2024-11-29,Norte,Tecnologia,116,177521,20592436
2025-06-12,Norte,Deportes,56,64173,3593688
2024-12-01,Sur,Tecnologia,110,188783,20766130
2023-11-28,Sur,Vestuario,135,44335,5985225
2025-11-17,Sur,Electrodomesticos,90,151499,13634910
2024-06-14,Centro,Hogar,106,91214,9668684
2024-04-30,Sur,Deportes,45,72231,3250395
2023-10-24,Norte,Deportes,50,69181,3459050
2023-04-25,Sur,Deportes,126,66669,8400294
2023-08-21,Sur,Hogar,122,120765,14733330
2024-10-06,Sur,Deportes,41,47958,1966278
2025-02-04,Norte,Vestuario,97,43774,4246078
2023-04-17,Norte,Electrodomesticos,30,116221,3486630
2023-11-05,Norte,Deportes,69,60841,4198029
2023-05-03,Centro,Hogar,134,88741,11891294
2025-05-25,Centro,Electrodomesticos,120,142841,17140920
2023-03-07,Centro,Tecnologia,147,207564,30511908
2024-02-14,Sur,Hogar,104,89756,9334624
2024-07-19,Sur,Vestuario,144,49259,7093296
2025-10-17,Centro,Tecnologia,140,168796,23631440
2025-12-10,Centro,Tecnologia,193,212404,40993972
2023-01-21,Sur,Vestuario,120,49051,5886120
2025-10-28,Centro,Vestuario,196,46808,9174368
2023-09-19,Centro,Tecnologia,167,162515,27140005
2025-11-28,Sur,Vestuario,183,39997,7319451
2025-06-17,Centro,Vestuario,177,42943,7600911
2024-09-25,Sur,Tecnologia,124,130441,16174684
2023-11-05,Norte,Hogar,64,99758,6384512
2023-04-09,Norte,Tecnologia,95,151489,14391455
2024-12-02,Norte,Vestuario,118,46345,5468710
2025-12-14,Sur,Vestuario,158,54527,8615266
2025-10-03,Sur,Vestuario,128,46764,5985792
2025-10-15,Centro,Electrodomesticos,72,212110,15271920
2024-12-07,Centro,Deportes,125,58845,7355625
2025-02-18,Sur,Vestuario,139,49500,6880500
2025-10-21,Centro,Hogar,124,94747,11748628
2023-11-27,Centro,Hogar,133,90060,11977980
2023-03-19,Norte,Hogar,70,107465,7522550
2025-01-14,Centro,Tecnologia,198,171759,34008282
2024-02-28,Centro,Tecnologia,128,168804,21606912
2025-05-01,Centro,Hogar,93,90270,8395110
2023-06-07,Norte,Tecnologia,78,177522,13846716
2024-09-05,Centro,Tecnologia,135,144615,19523025
2025-10-30,Centro,Vestuario,155,51434,7972270
2023-01-03,Norte,Tecnologia,111,181642,20162262
2023-03-22,Norte,Deportes,59,64525,3806975
2023-09-23,Norte,Vestuario,128,41106,5261568
2025-11-15,Centro,Deportes,117,67428,7889076
2024-06-25,Centro,Hogar,92,84732,7795344
2023-10-15,Sur,Deportes,95,50220,4770900
2024-10-25,Sur,Tecnologia,146,116429,16998634
2023-10-19,Centro,Deportes,32,64048,2049536
2025-10-27,Centro,Electrodomesticos,127,175321,22265767
2025-01-09,Norte,Deportes,61,67016,4087976
2023-06-12,Centro,Electrodomesticos,110,177482,19523020
2024-01-19,Centro,Electrodomesticos,66,154074,10168884
2025-12-09,Norte,Deportes,76,54915,4173540
2025-03-02,Centro,Tecnologia,148,161490,23900520
2024-12-13,Sur,Hogar,106,99645,10562370
2025-07-31,Centro,Vestuario,127,52818,6707886
2024-05-24,Sur,Tecnologia,129,238485,30764565
2024-12-07,Sur,Tecnologia,150,192183,28827450
2025-06-26,Centro,Hogar,104,79125,8229000
2023-04-21,Norte,Vestuario,110,49550,5450500
2025-05-12,Sur,Electrodomesticos,29,157428,4565412
2023-07-29,Sur,Hogar,85,76520,6504200
2023-09-22,Norte,Electrodomesticos,48,180023,8641104
2025-12-31,Sur,Tecnologia,125,155408,19426000
2025-09-17,Centro,Tecnologia,178,112844,20086232
2025-12-26,Norte,Hogar,65,93940,6106100
2025-05-16,Centro,Tecnologia,142,209939,29811338
2025-08-05,Norte,Hogar,72,88796,6393312
2023-06-06,Norte,Tecnologia,91,153015,13924365
2024-04-12,Sur,Vestuario,131,46023,6029013
2025-03-01,Centro,Tecnologia,184,211057,38834488
2024-01-13,Norte,Deportes,61,61223,3734603
2023-03-27,Centro,Hogar,101,120599,12180499
2023-04-30,Norte,Hogar,94,102687,9652578
2023-05-20,Norte,Hogar,84,88863,7464492
2025-05-10,Norte,Hogar,74,103292,7643608
2024-09-05,Norte,Tecnologia,125,163529,20441125
2025-12-10,Norte,Electrodomesticos,36,138016,4968576
2023-04-27,Norte,Deportes,55,76305,4196775
2023-08-17,Centro,Hogar,119,87842,10453198
2024-03-11,Centro,Tecnologia,112,191569,21455728
2025-04-07,Norte,Tecnologia,89,204413,18192757
2024-04-13,Centro,Vestuario,183,50194,9185502
2024-12-27,Norte,Hogar,92,83937,7722204
2023-10-16,Centro,Vestuario,202,50158,10131916
2025-11-23,Sur,Deportes,97,76078,7379566
2025-02-07,Sur,Tecnologia,114,155396,17715144
2025-10-17,Norte,Deportes,36,69067,2486412
2023-01-30,Sur,Tecnologia,103,131929,13588687
2023-06-18,Centro,Vestuario,204,42568,8683872
2025-05-19,Norte,Electrodomesticos,76,149583,11368308
2025-10-07,Norte,Tecnologia,101,190621,19252721
2023-03-12,Centro,Vestuario,191,40355,7707805
2025-12-23,Norte,Vestuario,131,50626,6632006
2023-01-11,Sur,Tecnologia,114,195654,22304556
2024-08-22,Centro,Tecnologia,101,150225,15172725
2023-07-23,Centro,Vestuario,181,51720,9361320
2025-05-15,Centro,Hogar,153,77794,11902482
2024-05-01,Centro,Vestuario,158,43459,6866522
2024-07-23,Norte,Deportes,69,66356,4578564
2023-05-27,Centro,Deportes,105,77847,8173935
2023-06-27,Sur,Vestuario,137,46363,6351731
2024-05-01,Centro,Deportes,85,50536,4295560
2025-10-24,Centro,Deportes,84,68991,5795244
2024-09-10,Sur,Vestuario,149,51232,7633568
2025-12-13,Centro,Hogar,126,105373,13276998
2025-05-14,Centro,Electrodomesticos,54,133943,7232922
2025-11-28,Centro,Hogar,134,87247,11691098
2023-01-22,Norte,Electrodomesticos,70,164390,11507300
2024-06-17,Sur,Electrodomesticos,83,165163,13708529
2023-03-18,Sur,Vestuario,146,49538,7232548
2025-08-11,Sur,Tecnologia,80,156132,12490560
2024-08-18,Centro,Deportes,42,70712,2969904
2025-06-07,Norte,Electrodomesticos,36,175699,6325164
2025-06-01,Norte,Electrodomesticos,57,169333,9651981
2023-11-30,Norte,Electrodomesticos,52,128729,6693908
2025-07-04,Norte,Tecnologia,113,177221,20025973
2023-10-31,Norte,Electrodomesticos,63,153798,9689274
2023-10-18,Norte,Vestuario,99,53866,5332734
2023-10-22,Sur,Deportes,53,75503,4001659
2025-04-22,Norte,Deportes,32,71463,2286816
2025-10-17,Centro,Hogar,58,91442,5303636
2024-05-30,Norte,Hogar,51,92274,4705974
2023-04-14,Centro,Electrodomesticos,65,147052,9558380
2024-06-24,Norte,Tecnologia,104,145925,15176200
2024-06-29,Centro,Electrodomesticos,15,169527,2542905
2024-05-18,Sur,Hogar,84,81945,6883380
2023-09-07,Sur,Electrodomesticos,66,171887,11344542
2023-07-30,Centro,Electrodomesticos,101,165811,16746911
2023-04-06,Sur,Deportes,71,70947,5037237
2024-07-16,Norte,Tecnologia,84,147772,12412848
2024-11-13,Sur,Electrodomesticos,59,163631,9654229
2024-10-22,Norte,Tecnologia,67,197517,13233639
2023-12-19,Sur,Electrodomesticos,54,152914,8257356
2023-06-07,Sur,Tecnologia,133,184461,24533313
2025-03-31,Sur,Electrodomesticos,66,168002,11088132
2025-02-17,Centro,Deportes,108,76834,8298072
2024-07-05,Centro,Hogar,78,109191,8516898
2024-08-04,Sur,Hogar,72,93416,6725952
2025-05-20,Centro,Deportes,81,72997,5912757
2023-09-09,Sur,Electrodomesticos,8,166675,1333400
2025-10-21,Sur,Tecnologia,107,184935,19788045
2023-01-18,Centro,Vestuario,180,30320,5457600
2023-06-09,Centro,Vestuario,202,33536,6774272
2024-04-01,Centro,Tecnologia,104,204129,21229416
2025-07-24,Norte,Deportes,98,47735,4678030
2024-04-10,Centro,Tecnologia,141,140624,19827984
2023-05-31,Sur,Deportes,88,68759,6050792
2025-07-11,Centro,Electrodomesticos,87,164079,14274873
2023-10-28,Centro,Electrodomesticos,73,159519,11644887
2023-09-28,Centro,Vestuario,175,40402,7070350
2025-01-09,Norte,Electrodomesticos,48,150393,7218864
2024-06-07,Norte,Vestuario,138,44973,6206274
2025-08-31,Centro,Vestuario,162,44615,7227630
2023-02-01,Sur,Electrodomesticos,30,141491,4244730
2025-10-03,Sur,Tecnologia,137,169371,23203827
2024-06-26,Sur,Hogar,99,114111,11296989
2023-03-21,Sur,Hogar,65,107672,6998680
2025-01-17,Norte,Vestuario,110,42263,4648930
2023-03-12,Sur,Vestuario,117,47955,5610735
2023-11-12,Sur,Tecnologia,121,173188,20955748
2024-10-07,Centro,Electrodomesticos,60,185575,11134500
2025-09-27,Sur,Hogar,129,93865,12108585
2024-09-15,Sur,Electrodomesticos,50,154348,7717400
2024-08-24,Norte,Vestuario,113,39570,4471410
2024-05-23,Norte,Hogar,108,118419,12789252
2025-09-01,Centro,Hogar,100,79010,7901000
2023-02-02,Sur,Deportes,58,60214,3492412
2023-11-10,Centro,Deportes,76,60453,4594428
2023-12-24,Sur,Vestuario,134,38121,5108214
2025-01-02,Centro,Tecnologia,109,175086,19084374
2023-09-25,Centro,Deportes,78,50789,3961542
2023-12-04,Sur,Tecnologia,113,201497,22769161
2024-03-26,Sur,Electrodomesticos,61,161614,9858454
2024-01-05,Norte,Deportes,51,82015,4182765
2025-03-22,Norte,Electrodomesticos,37,163803,6060711
2024-10-14,Sur,Hogar,43,118151,5080493
2024-07-27,Sur,Vestuario,148,45678,6760344
2023-03-14,Norte,Hogar,40,86165,3446600
2023-05-17,Sur,Tecnologia,122,236751,28883622
2023-07-20,Sur,Electrodomesticos,44,189378,8332632
2023-02-12,Centro,Tecnologia,137,165597,22686789
2024-12-25,Sur,Tecnologia,151,122490,18495990
2023-02-10,Sur,Vestuario,160,39220,6275200
2023-12-12,Sur,Vestuario,167,48208,8050736
2025-02-04,Sur,Deportes,55,62286,3425730
2023-03-07,Norte,Electrodomesticos,64,181025,11585600
2024-01-08,Norte,Vestuario,106,37240,3947440
2025-12-01,Norte,Deportes,73,70169,5122337
2024-04-08,Centro,Tecnologia,178,159494,28389932
2024-07-27,Sur,Tecnologia,107,215573,23066311
2025-09-05,Norte,Hogar,80,109922,8793760
2023-09-06,Sur,Vestuario,118,61524,7259832
2024-09-26,Norte,Deportes,79,55036,4347844
2023-07-29,Centro,Hogar,154,91888,14150752
2023-11-14,Sur,Deportes,83,75832,6294056
2024-12-16,Norte,Electrodomesticos,91,191343,17412213
2024-07-04,Norte,Vestuario,128,49004,6272512
2025-04-08,Norte,Deportes,56,64717,3624152
2024-07-31,Sur,Electrodomesticos,22,206397,4540734
2023-11-06,Centro,Deportes,49,70268,3443132
2023-09-29,Norte,Deportes,90,94242,8481780
2025-11-27,Centro,Deportes,129,46692,6023268
2024-12-07,Centro,Tecnologia,162,186465,30207330
2023-11-16,Sur,Deportes,80,58407,4672560
2024-03-16,Sur,Vestuario,111,33303,3696633
2024-06-29,Norte,Electrodomesticos,36,161446,5812056
2023-06-01,Centro,Deportes,106,53497,5670682
2023-05-08,Sur,Electrodomesticos,18,126507,2277126
2024-10-20,Norte,Tecnologia,62,168697,10459214
2024-06-26,Centro,Tecnologia,144,185641,26732304
2025-06-19,Norte,Vestuario,128,37367,4782976
2025-08-01,Norte,Deportes,53,56890,3015170
2023-08-05,Sur,Hogar,55,100071,5503905
2025-11-06,Norte,Hogar,92,102993,9475356
2024-08-24,Sur,Vestuario,149,37744,5623856
2024-04-28,Norte,Vestuario,128,40343,5163904
2025-05-12,Norte,Electrodomesticos,59,159095,9386605
2024-04-28,Sur,Hogar,74,69434,5138116
2025-06-26,Norte,Electrodomesticos,53,118758,6294174
2025-09-25,Centro,Vestuario,196,46389,9092244
2024-11-10,Norte,Deportes,67,68497,4589299
2023-07-08,Centro,Deportes,51,40827,2082177
2023-06-10,Centro,Tecnologia,194,130103,25239982
2024-11-11,Centro,Deportes,121,55526,6718646
2025-11-27,Sur,Electrodomesticos,79,157182,12417378
2024-10-09,Centro,Vestuario,199,59617,11863783
2023-07-15,Norte,Electrodomesticos,36,147791,5320476
2024-02-25,Centro,Vestuario,184,55743,10256712
2024-06-21,Norte,Hogar,84,117730,9889320
2024-01-11,Norte,Deportes,48,61002,2928096
2023-07-24,Centro,Vestuario,190,44630,8479700
2023-11-19,Centro,Deportes,88,62962,5540656
2024-03-25,Centro,Deportes,95,78129,7422255
2025-03-11,Centro,Vestuario,197,53606,10560382
2025-09-12,Norte,Vestuario,127,50625,6429375
2023-07-26,Centro,Hogar,129,76260,9837540
2024-04-26,Centro,Hogar,150,91242,13686300
2025-05-04,Sur,Tecnologia,103,179098,18447094
2023-10-04,Centro,Electrodomesticos,111,148505,16484055
2024-11-08,Norte,Tecnologia,129,191426,24693954
2023-03-13,Norte,Vestuario,113,30366,3431358
2025-12-06,Norte,Electrodomesticos,32,185102,5923264
2025-11-26,Sur,Deportes,90,67467,6072030
2025-06-19,Sur,Deportes,88,63730,5608240
2024-02-10,Norte,Vestuario,114,38207,4355598
2025-12-04,Centro,Electrodomesticos,56,151922,8507632
2023-12-24,Centro,Deportes,138,72731,10036878
2025-12-20,Sur,Vestuario,154,32711,5037494
2024-06-25,Norte,Deportes,66,56138,3705108
2025-05-15,Norte,Hogar,62,94880,5882560
2023-11-07,Sur,Tecnologia,118,197409,23294262
2025-03-23,Centro,Hogar,114,101214,11538396
2024-06-09,Norte,Deportes,46,59328,2729088
2024-03-05,Sur,Vestuario,169,37715,6373835
2025-08-28,Sur,Vestuario,169,32103,5425407
2023-05-07,Centro,Tecnologia,121,189554,22936034
2023-06-14,Sur,Electrodomesticos,74,116987,8657038
2025-12-19,Norte,Vestuario,106,48396,5129976
2024-07-08,Norte,Deportes,64,67204,4301056
2023-12-02,Sur,Deportes,77,67115,5167855
2025-02-01,Norte,Hogar,69,72126,4976694
2023-05-31,Norte,Vestuario,126,47576,5994576
2025-08-14,Centro,Electrodomesticos,98,182163,17851974
2023-10-17,Sur,Electrodomesticos,13,159643,2075359
2023-02-27,Norte,Vestuario,112,53798,6025376
2024-10-05,Centro,Hogar,85,90751,7713835
2023-05-24,Norte,Deportes,69,66302,4574838
2023-11-26,Sur,Vestuario,169,29674,5014906
2024-08-26,Norte,Deportes,65,51443,3343795
2024-12-29,Norte,Tecnologia,100,171280,17128000
2025-11-02,Centro,Hogar,116,86207,10000012
2024-10-19,Norte,Hogar,84,96134,8075256
2024-12-03,Norte,Deportes,79,59516,4701764
2023-07-21,Centro,Vestuario,165,47975,7915875
2024-01-28,Norte,Deportes,46,60164,2767544
2023-09-14,Norte,Electrodomesticos,39,133132,5192148
2024-02-16,Sur,Deportes,69,75211,5189559
2025-02-07,Centro,Tecnologia,138,148582,20504316
2025-11-30,Norte,Deportes,83,87311,7246813
2024-01-26,Norte,Tecnologia,105,153923,16161915
2025-03-16,Norte,Vestuario,104,51061,5310344
2025-10-08,Sur,Tecnologia,134,172486,23113124
2023-10-15,Sur,Vestuario,152,48091,7309832
2023-03-02,Sur,Electrodomesticos,82,183892,15079144
2023-12-14,Centro,Tecnologia,139,202402,28133878
2023-09-24,Norte,Electrodomesticos,25,179079,4476975
2025-07-19,Sur,Tecnologia,93,166629,15496497
2024-03-29,Sur,Deportes,94,53901,5066694
2025-03-18,Sur,Deportes,66,67378,4446948
2023-06-19,Centro,Tecnologia,167,171188,28588396
2024-02-15,Sur,Hogar,72,101996,7343712
2025-05-25,Sur,Electrodomesticos,67,126237,8457879
2024-08-04,Norte,Hogar,94,87608,8235152
2025-06-22,Sur,Deportes,69,59008,4071552
2024-03-27,Centro,Deportes,94,73912,6947728
2024-03-21,Centro,Tecnologia,123,182307,22423761
2025-09-04,Sur,Deportes,85,72018,6121530
2025-02-10,Sur,Vestuario,155,38480,5964400
2024-07-05,Norte,Hogar,66,88947,5870502
2024-06-21,Centro,Deportes,45,45479,2046555
2023-05-19,Sur,Tecnologia,93,205267,19089831
2023-07-27,Norte,Hogar,73,90398,6599054
2024-06-21,Centro,Vestuario,177,38867,6879459
2023-03-20,Norte,Electrodomesticos,26,165263,4296838
2023-07-01,Norte,Electrodomesticos,42,200639,8426838
2025-04-26,Norte,Deportes,68,67246,4572728
2025-11-30,Sur,Tecnologia,162,217952,35308224
2024-02-08,Norte,Hogar,75,98629,7397175
2024-04-27,Centro,Hogar,121,79272,9591912
2024-05-22,Sur,Vestuario,131,40278,5276418
2023-04-12,Centro,Vestuario,160,46687,7469920
2025-09-12,Centro,Vestuario,156,38431,5995236
2023-03-15,Norte,Deportes,59,63993,3775587
2025-12-23,Centro,Electrodomesticos,87,142366,12385842
2023-06-12,Sur,Hogar,62,98806,6125972
2024-10-06,Norte,Tecnologia,106,193013,20459378
2023-11-22,Centro,Vestuario,243,48522,11790846
2025-11-03,Centro,Vestuario,206,42769,8810414
2025-12-20,Norte,Hogar,70,89634,6274380
2024-04-26,Norte,Hogar,67,114756,7688652
2023-06-21,Centro,Vestuario,176,38675,6806800
2025-02-27,Centro,Deportes,96,52718,5060928
2023-01-08,Sur,Vestuario,174,44172,7685928
2023-10-04,Norte,Hogar,89,96957,8629173
2023-10-15,Norte,Vestuario,112,49345,5526640
2023-10-31,Norte,Hogar,65,105558,6861270
2025-03-20,Centro,Tecnologia,112,199900,22388800
2024-02-02,Sur,Vestuario,138,53137,7332906
2024-11-05,Centro,Hogar,124,81825,10146300
2024-08-21,Norte,Vestuario,125,55916,6989500
2024-04-11,Sur,Electrodomesticos,80,159934,12794720
2025-02-01,Norte,Vestuario,116,47524,5512784
2024-03-02,Centro,Electrodomesticos,76,174172,13237072
2025-12-31,Centro,Vestuario,214,48202,10315228
2025-09-10,Sur,Deportes,121,81703,9886063
2025-08-16,Norte,Vestuario,95,40622,3859090
2024-09-04,Centro,Tecnologia,145,165909,24056805
2024-11-12,Norte,Deportes,61,59729,3643469
2023-08-14,Sur,Electrodomesticos,69,163467,11279223
2025-05-19,Centro,Deportes,124,88620,10988880
2023-10-15,Norte,Deportes,36,57497,2069892
2023-05-23,Centro,Electrodomesticos,49,182654,8950046
2024-11-02,Centro,Electrodomesticos,163,157838,25727594
2023-09-14,Norte,Tecnologia,123,180175,22161525
2023-09-06,Norte,Vestuario,139,56738,7886582
2023-07-03,Centro,Tecnologia,166,189220,31410520
2024-10-20,Norte,Tecnologia,109,215165,23452985
2025-08-11,Norte,Tecnologia,78,206252,16087656
2025-06-08,Centro,Tecnologia,103,175307,18056621
2025-08-08,Norte,Tecnologia,85,220840,18771400
2023-02-05,Sur,Tecnologia,108,191872,20722176
2023-01-26,Norte,Deportes,63,78141,4922883
2025-05-21,Sur,Electrodomesticos,41,134208,5502528
2024-07-28,Norte,Vestuario,119,52456,6242264
2023-03-12,Sur,Electrodomesticos,49,178996,8770804
2025-09-02,Centro,Tecnologia,177,166982,29555814
2025-05-10,Centro,Electrodomesticos,95,159347,15137965
2025-05-27,Sur,Vestuario,145,43573,6318085
2023-03-20,Norte,Electrodomesticos,64,144662,9258368
2025-07-31,Sur,Hogar,64,105315,6740160
2025-09-16,Norte,Vestuario,115,51292,5898580
2025-04-17,Centro,Tecnologia,167,190238,31769746
2023-10-09,Centro,Electrodomesticos,87,131527,11442849
2024-11-06,Norte,Electrodomesticos,72,157169,11316168
2025-06-27,Sur,Vestuario,160,50487,8077920
2024-06-06,Sur,Deportes,78,52681,4109118
2025-09-23,Sur,Vestuario,163,52929,8627427
2025-05-12,Norte,Deportes,61,58226,3551786
2024-04-02,Centro,Electrodomesticos,71,163313,11595223
2023-02-20,Centro,Tecnologia,132,174223,22997436
2023-01-28,Norte,Hogar,61,101068,6165148
2025-11-10,Centro,Deportes,152,51916,7891232
2025-04-30,Centro,Hogar,96,64976,6237696
2025-05-17,Norte,Deportes,47,63290,2974630
2023-04-18,Sur,Hogar,68,98584,6703712
2025-05-22,Sur,Deportes,60,52682,3160920
2025-06-23,Norte,Hogar,61,111300,6789300
2024-05-08,Sur,Deportes,57,91066,5190762
2024-02-26,Sur,Tecnologia,127,159005,20193635
2023-07-09,Norte,Vestuario,116,41580,4823280
2024-12-12,Centro,Vestuario,186,39357,7320402
2025-02-23,Centro,Hogar,93,99823,9283539
2023-11-23,Norte,Vestuario,144,28521,4107024
2024-10-14,Centro,Vestuario,191,50873,9716743
2023-09-19,Norte,Vestuario,110,47023,5172530
2025-01-10,Centro,Vestuario,112,48676,5451712
2024-01-29,Sur,Vestuario,132,41229,5442228
2023-09-17,Sur,Deportes,77,67914,5229378
2023-10-24,Sur,Tecnologia,129,188389,24302181
2024-05-04,Norte,Deportes,98,69831,6843438
2024-02-27,Centro,Deportes,109,56068,6111412
2024-01-07,Sur,Tecnologia,108,179628,19399824
2024-09-11,Sur,Electrodomesticos,72,138333,9959976
2024-05-15,Norte,Tecnologia,64,169190,10828160
2024-02-03,Sur,Electrodomesticos,55,155242,8538310
2025-03-18,Centro,Electrodomesticos,83,204553,16977899
2025-11-15,Sur,Deportes,68,48320,3285760
2024-08-20,Norte,Hogar,45,85112,3830040
2024-04-06,Norte,Vestuario,138,42344,5843472
2024-09-01,Sur,Electrodomesticos,37,171980,6363260
2024-12-19,Centro,Hogar,77,102264,7874328
2023-03-23,Sur,Vestuario,122,43523,5309806
2023-11-25,Sur,Hogar,117,101221,11842857
2024-11-21,Sur,Deportes,105,65579,6885795
2024-07-07,Sur,Deportes,67,68411,4583537
2023-11-18,Centro,Hogar,118,90790,10713220
2023-10-25,Norte,Tecnologia,50,180617,9030850
2025-08-15,Sur,Hogar,73,117939,8609547
2023-04-22,Norte,Vestuario,127,49518,6288786
2025-06-30,Centro,Hogar,79,81703,6454537
2023-11-22,Sur,Tecnologia,101,146719,14818619
2024-09-14,Norte,Tecnologia,114,201754,22999956
2024-12-31,Norte,Hogar,86,83364,7169304
2023-03-23,Norte,Tecnologia,116,183044,21233104
2024-04-10,Centro,Tecnologia,178,189863,33795614
2023-09-10,Centro,Deportes,108,54949,5934492
2025-07-26,Centro,Deportes,129,74934,9666486
2024-08-03,Centro,Vestuario,144,29817,4293648
2023-06-28,Sur,Deportes,111,78708,8736588
2023-02-26,Sur,Vestuario,173,57121,9881933
2023-02-25,Norte,Electrodomesticos,20,125815,2516300
2024-08-19,Sur,Electrodomesticos,26,160507,4173182
2023-03-14,Norte,Hogar,67,57669,3863823
2024-03-15,Sur,Vestuario,157,43645,6852265
2025-01-17,Sur,Vestuario,137,45955,6295835
2024-09-25,Norte,Electrodomesticos,57,142357,8114349
2025-01-15,Norte,Deportes,10,69098,690980
2023-04-07,Centro,Hogar,132,101551,13404732
2025-10-08,Sur,Electrodomesticos,47,160050,7522350
2024-10-28,Centro,Hogar,92,71126,6543592
2024-11-29,Centro,Vestuario,229,39976,9154504
2025-06-09,Centro,Tecnologia,143,200740,28705820
2025-03-25,Sur,Vestuario,160,38316,6130560
2025-12-31,Sur,Hogar,107,105750,11315250
2023-10-27,Sur,Hogar,100,85076,8507600
2024-07-18,Sur,Electrodomesticos,81,139399,11291319
2024-10-19,Norte,Tecnologia,97,185207,17965079
2024-07-11,Centro,Vestuario,185,38512,7124720
2025-02-14,Norte,Hogar,80,92954,7436320
2023-09-22,Centro,Tecnologia,139,164927,22924853
2025-07-24,Norte,Deportes,73,51236,3740228
2025-10-06,Centro,Vestuario,163,50096,8165648
2025-09-24,Sur,Hogar,103,67189,6920467
2023-10-23,Norte,Deportes,38,52401,1991238
2024-10-02,Centro,Vestuario,150,47487,7123050
2025-12-20,Sur,Hogar,98,77111,7556878
2025-05-08,Sur,Vestuario,136,40871,5558456
2023-05-03,Sur,Hogar,90,88285,7945650
2023-01-20,Sur,Hogar,101,102736,10376336
2024-08-01,Centro,Vestuario,205,40748,8353340
2023-07-09,Norte,Electrodomesticos,46,146814,6753444
2025-12-02,Centro,Hogar,166,95641,15876406
2024-05-17,Sur,Hogar,78,113157,8826246
2025-06-27,Norte,Vestuario,118,46561,5494198
2023-10-06,Norte,Electrodomesticos,76,125005,9500380
2023-10-24,Norte,Vestuario,136,39927,5430072
2023-07-31,Norte,Vestuario,101,46950,4741950
2023-07-07,Norte,Vestuario,119,43756,5206964
2023-10-25,Centro,Vestuario,189,41888,7916832
2023-10-20,Centro,Electrodomesticos,68,119327,8114236
2025-04-27,Sur,Deportes,79,74498,5885342
2023-01-20,Centro,Deportes,89,67764,6030996
2025-02-23,Centro,Hogar,99,76581,7581519
2023-12-25,Sur,Vestuario,161,44110,7101710
2025-01-24,Norte,Electrodomesticos,67,141618,9488406
2025-04-15,Sur,Tecnologia,102,129292,13187784
2025-04-24,Sur,Tecnologia,99,185778,18392022
2023-08-30,Centro,Deportes,95,76246,7243370
2023-04-22,Sur,Electrodomesticos,43,125378,5391254
2025-02-25,Norte,Vestuario,126,49733,6266358
2023-06-27,Centro,Vestuario,194,45341,8796154
2025-02-07,Centro,Tecnologia,153,120209,18391977
2023-08-07,Norte,Deportes,88,64904,5711552
2023-12-22,Norte,Hogar,70,101905,7133350
2023-01-02,Norte,Vestuario,111,58237,6464307
2023-12-13,Centro,Hogar,125,87478,10934750
2024-01-03,Sur,Vestuario,142,44959,6384178
2025-12-20,Norte,Vestuario,137,52974,7257438
2025-02-28,Norte,Electrodomesticos,5,157642,788210
2024-01-19,Norte,Tecnologia,88,169602,14924976
2024-09-07,Sur,Electrodomesticos,23,156143,3591289
2025-12-12,Centro,Deportes,111,69638,7729818
2023-04-26,Sur,Vestuario,172,37106,6382232
2023-03-18,Norte,Tecnologia,83,161957,13442431
2023-01-04,Centro,Deportes,99,53206,5267394
2025-04-29,Norte,Deportes,87,69757,6068859
2023-07-24,Centro,Electrodomesticos,60,177750,10665000
2023-01-26,Sur,Deportes,84,84032,7058688
2025-11-18,Norte,Tecnologia,71,209832,14898072
2024-07-15,Centro,Vestuario,205,41233,8452765
2025-08-10,Sur,Hogar,58,84577,4905466
2023-05-21,Norte,Hogar,78,94238,7350564
