fecha_venta,categoria_producto,producto,region,tipo_cliente,unidades_vendidas,precio_unitario,monto_total
2023-11-20,Electrodomesticos,Refrigerador,Norte,Minorista,1,231870,231870
2023-08-28,Electrodomesticos,Lavadora,Norte,Mayorista,6,279230,1675380
2023-09-18,Tecnologia,Smartphone,Centro,Mayorista,11,128731,1416041
2023-10-10,Tecnologia,Tablet,Norte,Mayorista,13,463718,6028334
2023-02-10,Electrodomesticos,Microondas,Sur,Minorista,7,222878,1560146
2023-09-02,Vestuario,Zapatillas,Centro,Minorista,11,273172,3004892
2023-07-21,Tecnologia,Monitor,Sur,Minorista,6,474422,2846532
2023-08-15,Electrodomesticos,Aspiradora,Norte,Mayorista,11,364205,4006255
2023-07-28,Deportes,Pesas,Norte,Minorista,15,90362,1355430
2023-09-10,Vestuario,Chaqueta,Norte,Minorista,18,94221,1695978
2023-09-25,Electrodomesticos,Lavadora,Norte,Minorista,17,335236,5699012
2023-07-05,Vestuario,Polera,Sur,Mayorista,7,238231,1667617
2023-08-08,Tecnologia,Tablet,Norte,Mayorista,2,391368,782736
2023-05-23,Hogar,Sofa,Sur,Mayorista,1,145312,145312
2023-09-13,Deportes,Pesas,Centro,Minorista,3,95255,285765
2023-05-30,Hogar,Mesa,Norte,Mayorista,11,242675,2669425
2023-03-18,Tecnologia,Smartphone,Centro,Minorista,3,31584,94752
2023-02-08,Vestuario,Pantalon,Centro,Mayorista,3,333553,1000659
2023-06-28,Deportes,Balon,Norte,Mayorista,18,340487,6128766
2023-11-30,Deportes,Raqueta,Sur,Minorista,1,78942,78942
2023-02-04,Electrodomesticos,Microondas,Sur,Minorista,3,428980,1286940
2023-06-03,Electrodomesticos,Aspiradora,Norte,Mayorista,6,202193,1213158
2023-10-18,Electrodomesticos,Microondas,Centro,Minorista,12,294166,3529992
2023-09-04,Vestuario,Polera,Norte,Mayorista,3,133894,401682
2023-11-18,Tecnologia,Tablet,Centro,Mayorista,5,254666,1273330
2023-12-02,Electrodomesticos,Refrigerador,Centro,Mayorista,13,395927,5147051
2023-03-15,Vestuario,Zapatillas,Sur,Mayorista,20,418344,8366880
2023-10-05,Deportes,Bicicleta,Norte,Mayorista,1,296035,296035
2023-06-07,Hogar,Mesa,Centro,Mayorista,12,75562,906744
2023-08-26,Deportes,Pesas,Norte,Minorista,14,457539,6405546
2023-03-08,Tecnologia,Tablet,Centro,Mayorista,13,88727,1153451
2023-06-07,Deportes,Bicicleta,Centro,Mayorista,3,473311,1419933
2023-06-03,Hogar,Sofa,Norte,Minorista,19,288097,5473843
2023-06-13,Deportes,Raqueta,Centro,Mayorista,9,15551,139959
2023-01-22,Vestuario,Pantalon,Sur,Minorista,5,146691,733455
2023-02-09,Hogar,Lampara,Norte,Minorista,12,149173,1790076
2023-03-10,Tecnologia,Notebook,Norte,Minorista,2,462693,925386
2023-02-04,Deportes,Bicicleta,Sur,Minorista,4,232619,930476
2023-09-04,Deportes,Pesas,Sur,Minorista,12,10816,129792
2023-05-09,Vestuario,Zapatillas,Centro,Minorista,19,421937,8016803
2023-06-21,Tecnologia,Smartphone,Norte,Mayorista,11,394387,4338257
2023-08-21,Tecnologia,Monitor,Norte,Minorista,19,441173,8382287
2023-09-10,Hogar,Silla,Centro,Mayorista,3,16177,48531
2023-04-03,Tecnologia,Tablet,Sur,Mayorista,17,495109,8416853
2023-08-21,Deportes,Raqueta,Centro,Minorista,1,14551,14551
2023-06-06,Deportes,Bicicleta,Centro,Minorista,17,212172,3606924
2023-06-15,Tecnologia,Tablet,Sur,Minorista,9,353175,3178575
2023-12-08,Hogar,Mesa,Norte,Minorista,18,319058,5743044
2023-09-05,Vestuario,Polera,Sur,Minorista,18,40219,723942
2023-01-20,Electrodomesticos,Aspiradora,Norte,Minorista,7,11365,79555
2023-10-05,Electrodomesticos,Aspiradora,Norte,Mayorista,13,400947,5212311
2023-09-01,Electrodomesticos,Lavadora,Centro,Mayorista,10,218431,2184310
2023-09-12,Deportes,Raqueta,Norte,Mayorista,16,102535,1640560
2023-11-28,Tecnologia,Notebook,Centro,Minorista,5,236433,1182165
2023-11-17,Deportes,Balon,Norte,Mayorista,5,122035,610175
2023-04-01,Electrodomesticos,Lavadora,Sur,Minorista,7,400925,2806475
2023-12-19,Vestuario,Pantalon,Sur,Mayorista,6,374145,2244870
2023-02-23,Electrodomesticos,Microondas,Centro,Mayorista,8,127053,1016424
2023-07-25,Vestuario,Chaqueta,Centro,Minorista,15,116020,1740300
2023-12-11,Deportes,Bicicleta,Sur,Mayorista,14,203158,2844212
2023-10-29,Hogar,Silla,Norte,Minorista,2,353565,707130
2023-01-04,Vestuario,Polera,Centro,Mayorista,10,21051,210510
2023-11-05,Deportes,Pesas,Norte,Minorista,14,476039,6664546
2023-01-05,Deportes,Raqueta,Sur,Mayorista,13,17024,221312
2023-03-06,Hogar,Lampara,Sur,Mayorista,4,328347,1313388
2023-05-18,Hogar,Lampara,Norte,Minorista,13,175692,2283996
2023-03-14,Hogar,Silla,Sur,Mayorista,18,299904,5398272
2023-07-12,Tecnologia,Tablet,Centro,Mayorista,4,36446,145784
2023-07-31,Hogar,Sofa,Centro,Mayorista,10,111233,1112330
2023-04-02,Deportes,Raqueta,Norte,Minorista,6,130526,783156
2023-11-13,Tecnologia,Smartphone,Norte,Minorista,15,424415,6366225
2023-06-26,Hogar,Silla,Sur,Minorista,12,484712,5816544
2023-03-22,Vestuario,Pantalon,Centro,Minorista,8,13104,104832
2023-08-28,Deportes,Bicicleta,Sur,Mayorista,18,31172,561096
2023-03-07,Vestuario,Chaqueta,Centro,Minorista,14,23478,328692
2023-12-02,Hogar,Silla,Centro,Mayorista,4,105091,420364
2023-02-21,Tecnologia,Notebook,Sur,Mayorista,10,59731,597310
2023-04-04,Hogar,Mesa,Centro,Mayorista,9,179684,1617156
2023-05-28,Vestuario,Pantalon,Sur,Mayorista,14,275535,3857490
2023-04-27,Hogar,Silla,Norte,Minorista,10,139647,1396470
2023-05-13,Electrodomesticos,Microondas,Norte,Mayorista,9,373711,3363399
2023-06-27,Electrodomesticos,Microondas,Centro,Mayorista,16,248765,3980240
2023-06-18,Deportes,Balon,Centro,Mayorista,2,496723,993446
2023-04-25,Tecnologia,Smartphone,Norte,Mayorista,6,75019,450114
2023-05-30,Hogar,Mesa,Centro,Minorista,5,99534,497670
2023-06-30,Deportes,Raqueta,Centro,Minorista,6,297444,1784664
2023-05-12,Vestuario,Pantalon,Norte,Mayorista,4,353601,1414404
2023-11-30,Hogar,Silla,Centro,Minorista,7,402985,2820895
2023-10-30,Electrodomesticos,Aspiradora,Sur,Mayorista,17,467959,7955303
2023-12-19,Deportes,Bicicleta,Norte,Mayorista,9,174218,1567962
2023-02-10,Hogar,Sofa,Norte,Mayorista,2,267638,535276
2023-06-04,Tecnologia,Tablet,Centro,Minorista,8,368574,2948592
2023-01-13,Tecnologia,Tablet,Centro,Minorista,17,241318,4102406
2023-09-20,Vestuario,Chaqueta,Centro,Minorista,15,490342,7355130
2023-05-12,Vestuario,Chaqueta,Sur,Minorista,14,388537,5439518
2023-12-05,Deportes,Bicicleta,Sur,Mayorista,19,101347,1925593
2023-05-17,Deportes,Pesas,Sur,Minorista,4,67258,269032
2023-01-31,Vestuario,Chaqueta,Norte,Mayorista,14,326018,4564252
2023-09-29,Deportes,Pesas,Sur,Minorista,13,479002,6227026
2023-03-15,Deportes,Balon,Centro,Minorista,12,496327,5955924
2023-07-04,Hogar,Sofa,Sur,Mayorista,9,79571,716139
2023-04-19,Vestuario,Zapatillas,Sur,Minorista,12,496050,5952600
2023-09-29,Hogar,Silla,Norte,Mayorista,18,318779,5738022
2023-01-13,Deportes,Balon,Sur,Mayorista,2,445865,891730
2023-09-21,Deportes,Raqueta,Centro,Mayorista,7,163440,1144080
2023-10-17,Electrodomesticos,Refrigerador,Sur,Mayorista,19,197041,3743779
2023-09-23,Tecnologia,Smartphone,Norte,Minorista,10,328343,3283430
2023-05-22,Hogar,Mesa,Centro,Mayorista,10,185652,1856520
2023-08-09,Vestuario,Polera,Norte,Minorista,8,304848,2438784
2023-03-25,Electrodomesticos,Refrigerador,Sur,Minorista,6,109653,657918
2023-12-08,Electrodomesticos,Microondas,Norte,Minorista,1,446383,446383
2023-10-28,Hogar,Silla,Centro,Mayorista,17,292007,4964119
2023-08-18,Electrodomesticos,Refrigerador,Sur,Minorista,9,412114,3709026
2023-10-23,Hogar,Sofa,Sur,Minorista,14,33978,475692
2023-07-07,Deportes,Pesas,Sur,Mayorista,12,474500,5694000
2023-11-27,Vestuario,Chaqueta,Centro,Mayorista,6,327831,1966986
2023-10-21,Tecnologia,Monitor,Sur,Minorista,11,151608,1667688
2023-06-18,Electrodomesticos,Aspiradora,Norte,Mayorista,20,115898,2317960
2023-12-27,Deportes,Balon,Centro,Mayorista,12,455572,5466864
2023-08-31,Deportes,Bicicleta,Centro,Minorista,2,54075,108150
2023-12-26,Vestuario,Pantalon,Centro,Mayorista,3,218719,656157
2023-07-09,Deportes,Raqueta,Sur,Mayorista,4,413328,1653312
2023-11-29,Vestuario,Pantalon,Norte,Minorista,3,456923,1370769
2023-03-12,Deportes,Balon,Centro,Mayorista,5,330281,1651405
2023-09-08,Hogar,Lampara,Centro,Mayorista,15,345635,5184525
2023-01-24,Vestuario,Chaqueta,Norte,Mayorista,7,434830,3043810
2023-05-06,Tecnologia,Notebook,Norte,Minorista,6,436929,2621574
2023-07-11,Hogar,Lampara,Sur,Minorista,9,129796,1168164
2023-03-18,Electrodomesticos,Lavadora,Sur,Mayorista,2,370328,740656
2023-06-04,Electrodomesticos,Lavadora,Norte,Mayorista,20,196690,3933800
2023-05-31,Deportes,Pesas,Centro,Mayorista,18,355787,6404166
2023-10-17,Tecnologia,Tablet,Norte,Minorista,10,170371,1703710
2023-11-22,Vestuario,Polera,Sur,Mayorista,7,336768,2357376
2023-11-12,Electrodomesticos,Lavadora,Norte,Minorista,15,314444,4716660
2023-12-22,Vestuario,Zapatillas,Centro,Minorista,10,202274,2022740
2023-02-19,Electrodomesticos,Refrigerador,Sur,Mayorista,13,185554,2412202
2023-03-06,Tecnologia,Smartphone,Sur,Minorista,16,486683,7786928
2023-08-03,Vestuario,Polera,Sur,Minorista,9,22560,203040
2023-09-07,Electrodomesticos,Microondas,Centro,Minorista,12,379766,4557192
2023-04-07,Deportes,Raqueta,Sur,Minorista,19,210915,4007385
2023-12-20,Deportes,Pesas,Sur,Mayorista,19,437849,8319131
2023-04-06,Vestuario,Chaqueta,Norte,Minorista,14,389720,5456080
2023-11-05,Vestuario,Chaqueta,Centro,Mayorista,16,172213,2755408
2023-07-20,Deportes,Pesas,Norte,Mayorista,15,244544,3668160
2023-09-11,Deportes,Pesas,Norte,Mayorista,18,308251,5548518
2023-02-23,Hogar,Sofa,Norte,Mayorista,19,491263,9333997
2023-06-21,Deportes,Balon,Sur,Mayorista,6,62431,374586
2023-10-13,Hogar,Lampara,Norte,Mayorista,15,493197,7397955
2023-02-12,Electrodomesticos,Microondas,Norte,Minorista,13,189092,2458196
2023-12-10,Tecnologia,Monitor,Centro,Mayorista,17,156543,2661231
2023-07-08,Deportes,Bicicleta,Norte,Minorista,7,467230,3270610
2023-08-04,Deportes,Pesas,Sur,Mayorista,8,230842,1846736
2023-07-30,Tecnologia,Monitor,Centro,Minorista,3,232058,696174
2023-08-14,Tecnologia,Smartphone,Norte,Mayorista,12,213007,2556084
2023-09-11,Deportes,Bicicleta,Norte,Minorista,18,413495,7442910
2023-09-05,Electrodomesticos,Lavadora,Sur,Minorista,14,308605,4320470
2023-07-02,Electrodomesticos,Aspiradora,Norte,Mayorista,10,263285,2632850
2023-11-01,Electrodomesticos,Microondas,Centro,Mayorista,10,240396,2403960
2023-04-25,Deportes,Pesas,Sur,Minorista,4,129597,518388
2023-05-07,Vestuario,Polera,Centro,Mayorista,5,68941,344705
2023-03-19,Deportes,Raqueta,Norte,Minorista,20,163348,3266960
2023-08-01,Deportes,Balon,Sur,Mayorista,4,145274,581096
2023-11-14,Electrodomesticos,Microondas,Norte,Mayorista,7,209636,1467452
2023-11-07,Hogar,Lampara,Norte,Mayorista,9,451583,4064247
2023-09-27,Tecnologia,Notebook,Centro,Minorista,16,31270,500320
2023-10-05,Vestuario,Zapatillas,Sur,Minorista,15,130706,1960590
2023-09-04,Deportes,Raqueta,Centro,Minorista,3,447478,1342434
2023-06-15,Tecnologia,Notebook,Sur,Mayorista,20,88014,1760280
2023-09-25,Vestuario,Chaqueta,Norte,Mayorista,4,291285,1165140
2023-01-23,Deportes,Raqueta,Centro,Mayorista,1,357273,357273
2023-08-10,Vestuario,Zapatillas,Norte,Mayorista,9,153155,1378395
2023-10-20,Electrodomesticos,Aspiradora,Sur,Minorista,5,446317,2231585
2023-11-05,Hogar,Mesa,Sur,Minorista,10,311707,3117070
2023-11-20,Tecnologia,Monitor,Sur,Minorista,12,333660,4003920
2023-03-22,Deportes,Pesas,Norte,Mayorista,20,377117,7542340
2023-09-21,Hogar,Sofa,Norte,Minorista,15,244672,3670080
2023-06-17,Electrodomesticos,Lavadora,Sur,Minorista,20,55098,1101960
2023-07-02,Tecnologia,Monitor,Centro,Minorista,6,445696,2674176
2023-11-09,Tecnologia,Tablet,Sur,Mayorista,4,129669,518676
2023-03-05,Deportes,Pesas,Sur,Mayorista,16,373496,5975936
2023-07-17,Vestuario,Pantalon,Centro,Mayorista,7,141846,992922
2023-03-13,Deportes,Bicicleta,Centro,Minorista,18,213158,3836844
2023-04-10,Vestuario,Chaqueta,Centro,Minorista,20,194649,3892980
2023-05-06,Tecnologia,Tablet,Centro,Mayorista,3,402380,1207140
2023-10-14,Hogar,Sofa,Centro,Mayorista,1,444163,444163
2023-08-02,Electrodomesticos,Microondas,Norte,Minorista,2,235481,470962
2023-04-14,Tecnologia,Smartphone,Centro,Mayorista,18,404254,7276572
2023-08-21,Deportes,Balon,Centro,Minorista,7,492655,3448585
2023-12-21,Tecnologia,Monitor,Centro,Minorista,8,253719,2029752
2023-03-22,Electrodomesticos,Refrigerador,Centro,Mayorista,12,87590,1051080
2023-10-31,Hogar,Silla,Sur,Mayorista,6,115442,692652
2023-07-08,Deportes,Pesas,Centro,Mayorista,5,256043,1280215
2023-12-19,Tecnologia,Monitor,Sur,Minorista,13,419989,5459857
2023-08-05,Hogar,Mesa,Centro,Minorista,1,307199,307199
2023-08-23,Tecnologia,Smartphone,Centro,Minorista,13,174339,2266407
2023-07-23,Tecnologia,Smartphone,Centro,Mayorista,8,297854,2382832
2023-11-27,Deportes,Raqueta,Centro,Minorista,7,98820,691740
2023-06-24,Hogar,Mesa,Norte,Mayorista,20,467400,9348000
2023-01-12,Deportes,Raqueta,Norte,Mayorista,8,158009,1264072
2023-11-06,Electrodomesticos,Microondas,Norte,Minorista,15,244898,3673470
2023-12-16,Deportes,Bicicleta,Sur,Mayorista,13,21277,276601
2023-11-20,Vestuario,Chaqueta,Norte,Minorista,14,414325,5800550
2023-09-15,Hogar,Silla,Norte,Minorista,4,136689,546756
2023-12-21,Vestuario,Zapatillas,Norte,Mayorista,7,99262,694834
2023-02-20,Hogar,Sofa,Centro,Mayorista,7,25321,177247
2023-04-11,Vestuario,Chaqueta,Centro,Mayorista,12,386791,4641492
2023-08-23,Electrodomesticos,Refrigerador,Sur,Minorista,19,473658,8999502
2023-11-19,Hogar,Silla,Centro,Minorista,18,474965,8549370
2023-07-30,Vestuario,Pantalon,Norte,Minorista,19,342591,6509229
2023-08-27,Vestuario,Zapatillas,Centro,Mayorista,20,363328,7266560
2023-03-12,Vestuario,Chaqueta,Centro,Minorista,5,330003,1650015
2023-12-08,Vestuario,Zapatillas,Sur,Minorista,6,190025,1140150
2023-07-24,Hogar,Silla,Norte,Mayorista,13,202281,2629653
2023-02-15,Electrodomesticos,Lavadora,Centro,Minorista,20,266588,5331760
2023-08-04,Electrodomesticos,Lavadora,Centro,Mayorista,17,109667,1864339
2023-10-09,Deportes,Raqueta,Sur,Mayorista,11,211190,2323090
2023-02-17,Electrodomesticos,Microondas,Sur,Mayorista,4,244545,978180
2023-10-26,Vestuario,Pantalon,Sur,Minorista,2,49406,98812
2023-07-08,Hogar,Silla,Centro,Mayorista,17,137202,2332434
2023-08-25,Vestuario,Polera,Norte,Minorista,1,471322,471322
2023-01-18,Tecnologia,Tablet,Sur,Minorista,14,401178,5616492
2023-03-15,Deportes,Raqueta,Norte,Mayorista,15,135180,2027700
2023-05-13,Electrodomesticos,Microondas,Norte,Mayorista,3,392508,1177524
2023-07-12,Hogar,Lampara,Centro,Mayorista,19,178128,3384432
2023-07-03,Deportes,Pesas,Centro,Minorista,7,18881,132167
2023-03-14,Hogar,Lampara,Norte,Minorista,18,208079,3745422
2023-10-05,Tecnologia,Tablet,Norte,Mayorista,5,86091,430455
2023-06-08,Tecnologia,Notebook,Centro,Minorista,17,215133,3657261
2023-09-12,Vestuario,Pantalon,Norte,Mayorista,9,271521,2443689
2023-03-13,Hogar,Sofa,Centro,Minorista,16,323110,5169760
2023-09-16,Vestuario,Chaqueta,Sur,Mayorista,1,94598,94598
2023-03-25,Hogar,Silla,Centro,Minorista,16,267115,4273840
2023-07-07,Tecnologia,Notebook,Norte,Mayorista,16,287003,4592048
2023-11-20,Deportes,Bicicleta,Centro,Minorista,7,375926,2631482
2023-08-24,Hogar,Silla,Sur,Minorista,4,178699,714796
2023-10-10,Tecnologia,Monitor,Norte,Minorista,10,163231,1632310
2023-05-01,Deportes,Bicicleta,Norte,Minorista,9,253040,2277360
2023-12-03,Vestuario,Zapatillas,Norte,Minorista,14,391460,5480440
2023-05-20,Tecnologia,Notebook,Centro,Minorista,6,455671,2734026
2023-06-29,Electrodomesticos,Lavadora,Norte,Minorista,16,276086,4417376
2023-12-01,Tecnologia,Tablet,Norte,Minorista,6,125832,754992
2023-02-08,Vestuario,Pantalon,Centro,Mayorista,9,8066,72594
2023-12-09,Vestuario,Chaqueta,Centro,Mayorista,5,125067,625335
2023-11-15,Vestuario,Zapatillas,Sur,Mayorista,8,217456,1739648
2023-02-03,Hogar,Mesa,Norte,Mayorista,18,469625,8453250
2023-08-11,Tecnologia,Smartphone,Centro,Mayorista,9,237909,2141181
2023-05-17,Electrodomesticos,Lavadora,Centro,Minorista,5,198651,993255
2023-07-01,Deportes,Raqueta,Norte,Minorista,12,65229,782748
2023-05-15,Vestuario,Zapatillas,Centro,Mayorista,16,60030,960480
2023-10-10,Vestuario,Polera,Norte,Mayorista,4,211797,847188
2023-10-03,Deportes,Pesas,Sur,Minorista,12,285671,3428052
