fecha,categoria,region,ventas,beneficio
2024-08-22,Deportes,Sur,53745,20208
2023-11-07,Hogar,Sur,139811,44590
2024-05-26,Hogar,Sur,59291,18054
2022-02-04,Deportes,Sur,114161,38376
2024-12-03,Deportes,Sur,91426,33248
2023-10-07,Tecnologia,Norte,190736,48309
2022-02-17,Tecnologia,Norte,119271,30759
2023-07-19,Deportes,Sur,96886,32214
2024-10-02,Hogar,Norte,168441,51600
2023-03-14,Deportes,Sur,83609,23435
2023-05-02,Tecnologia,Norte,90861,19340
2023-06-30,Hogar,Norte,108611,32961
2024-08-25,Deportes,Sur,122062,39029
2023-08-27,Deportes,Norte,62159,16196
2024-07-06,Electrodomesticos,Sur,122561,26524
2022-09-18,Tecnologia,Centro,196891,52109
2024-01-19,Vestuario,Centro,68723,28137
2024-05-11,Hogar,Norte,111603,33753
2023-05-09,Vestuario,Sur,48311,19007
2023-09-30,Deportes,Sur,59778,19328
2023-01-04,Deportes,Sur,102754,31172
2024-08-28,Tecnologia,Centro,210368,56685
2022-07-31,Deportes,Centro,79503,24456
2023-04-08,Vestuario,Sur,87563,29026
2022-08-03,Electrodomesticos,Sur,107436,21409
2024-10-13,Vestuario,Norte,52506,18040
2022-02-10,Tecnologia,Centro,255839,65822
2024-02-24,Hogar,Norte,73306,22000
2023-12-23,Deportes,Sur,67613,24269
2022-09-30,Vestuario,Sur,69637,31075
2022-03-22,Vestuario,Sur,34019,12802
2024-11-22,Hogar,Centro,146689,41135
2024-07-01,Hogar,Sur,163879,56062
2022-01-10,Deportes,Centro,45648,13490
2024-02-23,Electrodomesticos,Sur,180986,26627
2023-02-19,Deportes,Centro,72912,23259
2024-11-03,Vestuario,Centro,62949,19974
2024-02-23,Deportes,Centro,38973,9835
2022-07-06,Tecnologia,Norte,199352,52978
2024-12-25,Deportes,Centro,61383,15730
2024-02-27,Hogar,Norte,145901,36376
2023-10-06,Hogar,Norte,83556,30940
2024-08-05,Electrodomesticos,Sur,176292,34049
2022-09-16,Vestuario,Centro,46346,18629
2022-05-14,Hogar,Sur,106151,31814
2022-08-12,Vestuario,Sur,88467,29671
2023-10-25,Electrodomesticos,Centro,214149,41166
2022-02-10,Electrodomesticos,Norte,196317,35102
2022-02-01,Vestuario,Norte,54796,18526
2023-08-28,Electrodomesticos,Sur,207040,52894
2022-12-14,Vestuario,Sur,71552,26066
2024-11-20,Electrodomesticos,Centro,142617,27388
2022-01-19,Electrodomesticos,Norte,168123,32755
2023-11-10,Vestuario,Sur,60689,25903
2022-12-13,Hogar,Sur,107648,31509
2022-07-25,Tecnologia,Centro,290670,62688
2022-11-11,Deportes,Sur,45894,15004
2022-03-30,Electrodomesticos,Sur,97925,22348
2023-03-26,Electrodomesticos,Centro,328935,68080
2022-11-13,Hogar,Centro,69219,17998
2024-03-01,Tecnologia,Norte,60211,14492
2023-08-24,Vestuario,Sur,64088,16925
2022-05-16,Electrodomesticos,Sur,239023,59371
2024-06-04,Deportes,Norte,58708,18592
2024-09-27,Tecnologia,Sur,135788,29789
2023-05-02,Electrodomesticos,Sur,304764,58418
2023-10-20,Vestuario,Norte,59179,21169
2024-03-25,Hogar,Centro,106409,28743
2022-10-29,Deportes,Norte,70214,23391
2022-12-22,Electrodomesticos,Sur,259963,58894
2024-09-04,Tecnologia,Centro,150641,40717
2023-11-22,Electrodomesticos,Sur,145489,26454
2023-06-17,Electrodomesticos,Centro,253829,56571
2023-09-08,Electrodomesticos,Norte,56861,11206
2024-11-27,Vestuario,Sur,80187,30558
2022-05-10,Electrodomesticos,Centro,197983,40812
2023-03-30,Vestuario,Centro,63397,22289
2023-02-18,Tecnologia,Sur,267033,76401
2023-09-05,Electrodomesticos,Sur,108571,22438
2022-07-28,Vestuario,Sur,57369,19579
2023-07-21,Deportes,Centro,64657,21824
2023-12-27,Tecnologia,Centro,196509,53112
2024-03-01,Deportes,Centro,69337,22250
2023-06-26,Tecnologia,Centro,221730,56151
2022-12-06,Deportes,Centro,94895,29601
2024-07-02,Electrodomesticos,Sur,190409,36539
2022-02-17,Deportes,Centro,63688,21097
2023-12-08,Deportes,Norte,42895,12844
2022-11-12,Electrodomesticos,Norte,121317,27761
2022-12-13,Electrodomesticos,Sur,104495,17421
2024-02-01,Tecnologia,Norte,88446,21366
2023-06-23,Electrodomesticos,Norte,222321,55569
2023-06-29,Vestuario,Centro,15000,6776
2023-04-02,Hogar,Sur,140564,52594
2023-06-09,Tecnologia,Sur,207936,53289
2023-08-16,Vestuario,Norte,52800,23341
2024-08-02,Vestuario,Centro,31094,11572
2023-05-19,Tecnologia,Norte,182021,44534
2022-03-03,Hogar,Norte,122087,39522
2024-03-01,Vestuario,Sur,44873,20001
2023-10-30,Vestuario,Centro,64952,24763
2023-09-29,Hogar,Sur,95341,18708
2023-01-16,Tecnologia,Sur,255184,64226
2022-10-29,Vestuario,Centro,39628,15768
2023-04-07,Tecnologia,Centro,251713,60157
2024-03-15,Electrodomesticos,Centro,120634,22804
2023-01-01,Electrodomesticos,Norte,76181,15340
2024-03-11,Hogar,Centro,207105,76179
2023-04-27,Vestuario,Centro,46108,16182
2022-03-06,Hogar,Norte,145732,42784
2024-08-01,Hogar,Sur,99824,30214
2022-11-17,Electrodomesticos,Centro,20346,4732
2022-01-30,Vestuario,Centro,30418,12636
2023-09-06,Hogar,Norte,124075,40157
2024-02-29,Electrodomesticos,Norte,285598,54394
2023-09-29,Electrodomesticos,Sur,263588,53139
2024-12-25,Electrodomesticos,Norte,78086,16825
2022-09-27,Deportes,Sur,24463,8014
2023-02-24,Electrodomesticos,Norte,94844,12904
2024-09-08,Hogar,Sur,80579,25287
2022-06-19,Deportes,Norte,95966,34487
2024-11-24,Deportes,Centro,68124,24217
2024-06-29,Deportes,Centro,95979,23668
2022-02-09,Deportes,Centro,41037,12992
2023-11-09,Electrodomesticos,Sur,291905,73496
2023-04-25,Vestuario,Norte,79848,31215
2023-04-30,Deportes,Sur,128163,32747
2023-07-17,Vestuario,Sur,65963,23998
2024-11-19,Tecnologia,Norte,183565,42067
2023-07-24,Hogar,Norte,82422,26293
2022-10-25,Tecnologia,Centro,181254,40067
2023-02-19,Vestuario,Centro,48192,19905
2022-07-16,Electrodomesticos,Sur,200610,43645
2022-12-23,Vestuario,Norte,57671,23813
2023-01-28,Deportes,Centro,26793,5791
2024-11-26,Vestuario,Centro,48935,19827
2022-07-13,Electrodomesticos,Centro,187535,37768
2023-02-12,Electrodomesticos,Norte,256210,53683
2023-03-25,Electrodomesticos,Centro,162325,31543
2024-05-21,Hogar,Norte,118099,27369
2022-12-25,Hogar,Norte,128831,40403
2023-04-19,Deportes,Centro,64111,23784
2023-08-30,Deportes,Norte,68058,22709
2022-08-10,Electrodomesticos,Centro,184662,32169
2024-07-23,Electrodomesticos,Sur,262070,70399
2022-10-01,Vestuario,Centro,29778,12088
2022-10-20,Hogar,Sur,103292,34802
2024-08-27,Deportes,Sur,52633,18085
2022-01-13,Tecnologia,Centro,220171,52949
2022-09-29,Hogar,Norte,105530,34332
2022-11-16,Deportes,Norte,64680,20531
2024-05-04,Hogar,Norte,54814,16759
2022-09-26,Tecnologia,Centro,254060,67622
2024-07-22,Vestuario,Centro,43290,18203
2022-02-21,Hogar,Centro,74786,24610
2024-07-30,Deportes,Centro,70621,22492
2024-09-16,Hogar,Centro,130696,45413
2022-05-03,Vestuario,Centro,53956,19081
2022-11-02,Vestuario,Centro,67601,23692
2023-07-13,Tecnologia,Norte,233075,53900
2023-03-30,Hogar,Norte,83547,23978
2024-08-16,Hogar,Sur,91074,24297
2022-05-17,Tecnologia,Sur,258563,62820
2022-08-06,Vestuario,Norte,59901,24815
2024-03-18,Deportes,Sur,71906,24762
2024-11-21,Hogar,Centro,150203,39732
2024-05-06,Tecnologia,Centro,210780,56882
2022-12-10,Vestuario,Centro,44831,17415
2022-03-15,Hogar,Sur,53984,16334
2022-11-29,Hogar,Norte,118506,36574
2022-05-03,Tecnologia,Sur,246651,61371
2024-05-12,Tecnologia,Centro,193564,43221
2023-10-09,Deportes,Sur,64718,19761
2023-02-13,Electrodomesticos,Centro,198334,40426
2024-04-02,Deportes,Sur,72575,26886
2022-11-27,Deportes,Centro,113107,40880
2022-09-29,Hogar,Norte,141736,44221
2024-01-09,Vestuario,Centro,70036,31424
2023-01-14,Electrodomesticos,Sur,97813,16646
2022-12-25,Vestuario,Sur,52967,21028
2023-09-18,Vestuario,Centro,53463,22654
2022-03-24,Deportes,Norte,64741,22557
2022-11-28,Hogar,Sur,142032,43583
2022-04-05,Hogar,Sur,124307,35728
2022-05-23,Vestuario,Norte,38816,13311
2022-05-23,Vestuario,Centro,94055,32541
2023-11-13,Vestuario,Norte,73403,25262
2024-03-01,Tecnologia,Norte,140860,26552
2022-11-02,Hogar,Centro,118389,34101
2022-05-21,Hogar,Norte,97395,22426
2024-01-27,Deportes,Centro,66325,20012
2024-03-12,Hogar,Sur,92958,31264
2022-11-27,Electrodomesticos,Centro,206277,40987
2024-01-23,Hogar,Sur,60119,16632
2022-08-14,Hogar,Norte,120894,32049
2023-03-02,Tecnologia,Norte,206482,37464
2022-11-30,Deportes,Centro,119757,33604
2022-02-09,Tecnologia,Sur,169039,27766
2022-11-05,Deportes,Sur,70783,20417
2024-05-02,Tecnologia,Norte,138706,39873
2024-09-02,Vestuario,Sur,68550,25615
2024-07-11,Deportes,Norte,54470,15830
2024-02-09,Tecnologia,Norte,234241,57503
2024-04-17,Vestuario,Sur,87147,23387
2022-01-20,Vestuario,Centro,74660,27410
2024-05-04,Electrodomesticos,Norte,174728,42892
2023-11-07,Electrodomesticos,Norte,173099,35473
2024-09-16,Deportes,Norte,72345,23983
2023-08-20,Vestuario,Sur,51350,22476
2023-02-15,Hogar,Centro,127614,43284
2023-05-16,Electrodomesticos,Norte,199538,31170
2022-02-07,Hogar,Sur,130019,33044
2024-07-04,Tecnologia,Norte,96455,25802
2022-12-22,Vestuario,Sur,89730,35392
2023-05-28,Hogar,Norte,62637,20727
2022-07-24,Electrodomesticos,Norte,200116,40762
2024-05-19,Tecnologia,Norte,128822,34366
2023-04-13,Vestuario,Sur,19464,8558
2022-11-19,Hogar,Centro,93018,31551
2024-04-15,Tecnologia,Sur,356940,77958
2022-11-03,Vestuario,Centro,72070,33098
2022-01-28,Tecnologia,Sur,23235,5712
2023-03-16,Hogar,Norte,123932,38939
2023-07-03,Vestuario,Centro,15000,6187
2022-03-02,Hogar,Norte,122505,34945
2022-11-22,Electrodomesticos,Norte,262473,44183
2024-03-12,Deportes,Sur,81442,27361
2022-04-28,Hogar,Norte,60131,18031
2023-07-08,Hogar,Centro,87664,21126
2023-11-04,Tecnologia,Centro,161874,42157
2023-03-11,Electrodomesticos,Centro,195801,37897
2024-05-12,Hogar,Centro,116873,39168
2024-07-22,Tecnologia,Centro,170469,41462
2023-10-06,Vestuario,Norte,60909,26166
2024-11-14,Deportes,Centro,28675,7857
2022-04-21,Deportes,Centro,85495,28953
2023-04-01,Electrodomesticos,Centro,166313,26061
2023-06-12,Vestuario,Norte,29999,11169
2023-12-19,Tecnologia,Norte,170137,53217
2023-07-23,Vestuario,Norte,51309,18481
2022-06-24,Vestuario,Sur,52592,20900
2023-09-24,Deportes,Sur,103378,29359
2024-05-23,Vestuario,Centro,52390,18718
2023-07-21,Deportes,Centro,70011,21637
2024-11-29,Deportes,Norte,66050,17407
2023-12-22,Hogar,Centro,141752,43193
2022-07-19,Electrodomesticos,Sur,120530,22089
2024-05-01,Tecnologia,Norte,132412,32980
2022-02-27,Electrodomesticos,Norte,221905,45273
2023-04-23,Electrodomesticos,Centro,145217,32125
2024-06-17,Vestuario,Sur,60315,27014
2024-01-04,Hogar,Norte,132314,27521
2024-05-20,Hogar,Norte,177077,50378
2024-12-09,Electrodomesticos,Centro,106935,19075
2023-05-31,Hogar,Centro,81052,24554
2023-01-04,Tecnologia,Sur,226571,39932
2024-11-01,Deportes,Sur,112240,31820
2024-06-01,Vestuario,Sur,73640,22533
2024-06-17,Electrodomesticos,Sur,87145,16462
2022-02-16,Tecnologia,Centro,238911,52800
2024-01-22,Deportes,Sur,83121,22215
2023-06-15,Vestuario,Norte,38625,13238
2024-11-15,Deportes,Sur,51110,15920
2024-01-24,Hogar,Norte,155204,38706
2023-01-12,Tecnologia,Sur,118162,31304
2023-10-02,Tecnologia,Sur,270114,71587
2024-04-21,Deportes,Centro,93242,28016
2024-08-23,Vestuario,Sur,58093,19693
2022-04-09,Hogar,Norte,120409,40166
2023-10-09,Vestuario,Centro,50039,16296
2024-04-29,Deportes,Centro,80081,24885
2023-05-01,Tecnologia,Sur,130235,34794
2022-04-09,Electrodomesticos,Centro,193758,41808
2024-03-17,Vestuario,Centro,55666,23149
2024-07-15,Vestuario,Norte,42799,15259
2024-09-09,Vestuario,Norte,49850,19735
2023-03-11,Hogar,Sur,86144,26449
2024-02-26,Electrodomesticos,Centro,152847,27271
2024-06-02,Vestuario,Norte,72958,23659
2024-01-26,Electrodomesticos,Centro,163200,31602
2023-12-24,Tecnologia,Norte,214548,50922
2022-07-27,Electrodomesticos,Centro,133138,21764
2022-08-26,Electrodomesticos,Centro,74205,13754
2022-06-16,Tecnologia,Norte,202162,51953
2023-09-14,Tecnologia,Sur,163307,44587
2023-04-12,Electrodomesticos,Norte,189084,37189
2024-09-24,Deportes,Norte,99143,35015
2023-04-03,Vestuario,Sur,56861,24313
2024-06-11,Deportes,Norte,72702,19451
2023-02-03,Electrodomesticos,Sur,173342,31252
2024-05-14,Electrodomesticos,Norte,287053,58988
2023-01-22,Tecnologia,Sur,180383,42029
2024-06-10,Vestuario,Centro,24948,9635
2024-07-09,Vestuario,Sur,90516,32191
2023-11-19,Hogar,Sur,75001,23352
2023-02-14,Vestuario,Sur,64294,24571
2024-05-25,Tecnologia,Norte,141356,34808
2022-10-06,Electrodomesticos,Sur,155035,25571
2024-01-24,Tecnologia,Norte,259135,66101
2023-11-02,Tecnologia,Centro,150336,40516
2022-12-27,Electrodomesticos,Sur,89608,16562
2024-11-14,Deportes,Sur,70457,19514
2024-04-22,Electrodomesticos,Sur,75573,17047
2023-01-30,Tecnologia,Sur,250850,64975
2022-02-18,Deportes,Centro,98522,29379
2023-10-30,Vestuario,Centro,64407,23453
2022-06-08,Deportes,Sur,66011,22359
2022-06-07,Tecnologia,Centro,146115,47580
2024-04-20,Electrodomesticos,Sur,193476,44536
2023-05-31,Hogar,Norte,97600,26401
2024-03-22,Hogar,Sur,135397,50464
2023-07-18,Deportes,Centro,99357,34361
2024-11-16,Hogar,Norte,112508,34454
2023-12-14,Electrodomesticos,Sur,191231,44175
2023-07-20,Vestuario,Norte,41215,14706
2024-01-30,Electrodomesticos,Sur,200593,43474
2023-08-08,Tecnologia,Centro,171966,45991
2023-09-10,Hogar,Centro,111814,36714
2022-05-08,Electrodomesticos,Norte,163597,31732
2023-09-09,Deportes,Centro,83390,22397
2024-12-11,Hogar,Norte,119449,35215
2024-11-15,Tecnologia,Norte,168733,39852
2024-09-12,Hogar,Sur,85286,22826
2023-04-16,Deportes,Sur,89894,34440
2022-01-11,Electrodomesticos,Sur,160127,30883
2024-08-14,Electrodomesticos,Sur,167426,35442
2024-07-31,Electrodomesticos,Norte,241682,57749
2023-03-05,Electrodomesticos,Norte,141519,24603
2023-01-30,Hogar,Sur,153927,45243
2023-11-22,Deportes,Centro,41455,13130
2023-06-23,Electrodomesticos,Sur,255363,49836
2023-10-04,Electrodomesticos,Centro,104576,16452
2023-03-04,Electrodomesticos,Norte,195611,32656
2023-04-22,Hogar,Norte,116501,33685
2022-04-16,Hogar,Norte,135067,40636
2022-02-07,Electrodomesticos,Norte,127163,26649
2023-06-16,Vestuario,Sur,31634,9150
2024-05-09,Deportes,Centro,87931,28182
2023-12-15,Deportes,Centro,67007,22473
2024-01-26,Deportes,Sur,123362,37374
2023-03-14,Hogar,Centro,128367,45359
2022-01-11,Deportes,Norte,94286,29674
2022-06-19,Electrodomesticos,Centro,95063,20698
2024-09-21,Electrodomesticos,Centro,217860,42645
2022-06-19,Deportes,Sur,58400,17775
2023-08-21,Electrodomesticos,Centro,242690,49250
2023-11-27,Deportes,Norte,65779,22490
2023-09-06,Deportes,Centro,87706,28241
2022-03-04,Electrodomesticos,Norte,218565,43742
2022-02-18,Vestuario,Centro,45394,18560
2023-04-03,Electrodomesticos,Norte,239432,45816
2024-03-25,Hogar,Sur,130378,41336
2024-05-10,Vestuario,Norte,61378,21250
2022-10-10,Vestuario,Norte,69723,26508
2023-12-06,Hogar,Norte,81171,21476
2023-09-27,Deportes,Norte,68235,19969
2024-09-28,Electrodomesticos,Norte,130786,25172
2023-09-02,Electrodomesticos,Centro,143807,27090
2023-07-06,Hogar,Centro,90772,24415
2022-04-18,Tecnologia,Centro,238272,51538
2024-11-20,Electrodomesticos,Centro,167176,34064
2022-07-29,Deportes,Centro,83671,32286
2024-12-21,Vestuario,Centro,60216,23225
2022-03-29,Vestuario,Centro,82986,39315
2024-07-31,Vestuario,Sur,36331,12477
2023-12-10,Deportes,Norte,115136,33654
2023-10-25,Hogar,Sur,116822,35815
2022-02-28,Deportes,Centro,78674,27461
2022-05-21,Deportes,Sur,49695,14359
2024-01-15,Hogar,Centro,113855,39784
2024-10-15,Hogar,Norte,104476,26535
2023-11-14,Deportes,Norte,84610,28605
2024-07-23,Hogar,Sur,107893,37026
2022-09-15,Deportes,Centro,96239,33067
2022-11-08,Deportes,Norte,48992,15489
2023-11-11,Hogar,Sur,168712,53153
2022-09-14,Vestuario,Sur,41332,14307
2022-09-13,Hogar,Norte,157683,48077
2022-12-08,Hogar,Sur,125344,39543
2024-11-22,Electrodomesticos,Centro,116378,19549
2022-07-16,Deportes,Norte,66182,23231
2024-08-18,Electrodomesticos,Norte,229219,35963
2023-12-15,Deportes,Sur,111847,41550
2022-12-03,Tecnologia,Centro,195570,55482
2022-01-22,Electrodomesticos,Centro,117565,20710
2022-05-15,Tecnologia,Sur,248085,67241
2024-03-27,Deportes,Centro,43773,14775
2022-10-08,Vestuario,Sur,39562,10738
2023-06-17,Hogar,Norte,117150,31599
2023-05-06,Vestuario,Centro,50351,18742
2022-07-06,Hogar,Norte,130204,48528
2022-07-26,Electrodomesticos,Centro,98277,20455
2022-01-26,Tecnologia,Sur,249264,51520
2023-04-19,Tecnologia,Sur,115361,29931
2022-03-19,Tecnologia,Norte,234824,61736
2022-02-02,Vestuario,Norte,50324,17638
2022-05-08,Vestuario,Sur,83077,27407
2022-10-19,Hogar,Norte,68268,17315
2022-05-13,Electrodomesticos,Norte,96591,20212
2023-04-16,Electrodomesticos,Norte,157041,35873
2024-09-21,Vestuario,Sur,54212,20614
2023-05-24,Electrodomesticos,Norte,189187,31640
2024-04-15,Deportes,Centro,64626,23484
2023-08-25,Hogar,Norte,117465,36533
2024-04-06,Deportes,Norte,46091,14940
2024-01-02,Hogar,Norte,154260,43718
2023-03-27,Hogar,Norte,86413,23549
2024-03-25,Vestuario,Centro,69447,26214
2024-03-15,Tecnologia,Sur,204668,46995
2023-03-21,Tecnologia,Sur,166842,48625
2023-06-03,Hogar,Norte,117429,33212
2022-10-13,Vestuario,Centro,67911,23460
2023-01-20,Hogar,Centro,188320,64627
2024-02-08,Vestuario,Norte,70751,27421
2023-05-09,Electrodomesticos,Centro,158328,34240
2024-12-07,Vestuario,Norte,104186,37899
2022-01-09,Electrodomesticos,Norte,173440,41513
2022-11-26,Tecnologia,Norte,261976,69045
2022-04-10,Hogar,Norte,122389,29445
2022-08-31,Hogar,Sur,145951,54730
2022-10-24,Electrodomesticos,Norte,209278,34688
2022-11-05,Vestuario,Norte,32949,13978
2022-10-10,Hogar,Norte,104554,34996
2023-11-09,Vestuario,Norte,40639,15501
2022-05-18,Deportes,Centro,65891,21050
2024-06-06,Electrodomesticos,Sur,178166,27641
2022-06-17,Tecnologia,Norte,292766,62368
2022-06-08,Electrodomesticos,Centro,187898,37979
2023-06-25,Electrodomesticos,Centro,76839,13216
2022-01-17,Electrodomesticos,Sur,187106,36899
2023-07-01,Deportes,Norte,75116,28223
2024-07-27,Vestuario,Centro,27469,9219
2024-08-13,Hogar,Centro,141106,37310
2022-01-24,Hogar,Norte,110750,33941
2022-04-27,Hogar,Sur,134644,41486
2022-10-09,Electrodomesticos,Sur,145303,18825
2024-07-31,Deportes,Sur,49806,17363
2024-08-04,Vestuario,Sur,49646,18029
2024-07-05,Tecnologia,Centro,77116,20511
2023-09-27,Deportes,Centro,42324,14411
2023-03-18,Hogar,Centro,133030,36983
2024-01-14,Deportes,Norte,59896,17807
2023-03-13,Deportes,Sur,64449,16599
2022-08-20,Hogar,Centro,196124,53694
2024-02-13,Deportes,Sur,87301,30894
2022-06-02,Vestuario,Norte,49169,18159
2022-09-10,Electrodomesticos,Centro,170638,26138
2024-06-15,Deportes,Norte,66020,24232
2024-06-11,Hogar,Centro,109798,40979
2022-07-03,Vestuario,Centro,61846,24084
2024-01-11,Hogar,Sur,101420,32419
2023-12-09,Vestuario,Norte,48741,17612
2023-03-20,Electrodomesticos,Centro,195280,32826
2023-08-12,Deportes,Sur,49644,16167
2022-10-26,Hogar,Norte,89366,24726
2022-06-28,Deportes,Sur,73056,23759
2023-04-21,Electrodomesticos,Sur,227294,58555
2022-12-08,Electrodomesticos,Norte,293788,60519
2024-10-07,Tecnologia,Sur,189566,47443
2023-12-21,Deportes,Norte,76080,25563
2024-06-04,Vestuario,Norte,41892,17980
2022-12-28,Vestuario,Centro,64013,25278
2022-11-22,Hogar,Centro,128081,35849
2023-04-02,Electrodomesticos,Sur,123026,26282
2022-06-18,Hogar,Sur,198582,57547
2023-06-11,Tecnologia,Sur,214394,57682
2024-12-16,Electrodomesticos,Norte,122525,25185
2024-10-10,Deportes,Sur,55291,20492
2023-12-06,Electrodomesticos,Sur,239614,40475
2023-05-18,Tecnologia,Centro,68896,21222
2024-03-19,Tecnologia,Sur,203737,41803
2022-07-07,Deportes,Norte,72648,22886
2024-12-27,Hogar,Sur,97815,33118
2023-03-24,Vestuario,Centro,56865,25797
2022-11-10,Tecnologia,Sur,85431,19715
2024-09-11,Electrodomesticos,Centro,248771,51761
2022-09-20,Tecnologia,Centro,137717,34412
2023-08-18,Vestuario,Norte,48644,19691
2023-09-13,Hogar,Norte,106355,33826
2024-08-06,Electrodomesticos,Sur,212527,39520
2024-08-05,Electrodomesticos,Sur,287459,74162
2022-05-22,Hogar,Centro,143439,47355
2023-06-11,Electrodomesticos,Sur,197601,42136
2024-10-18,Tecnologia,Sur,246936,71119
2023-10-12,Tecnologia,Sur,178251,38269
2022-04-28,Tecnologia,Norte,220166,38054
2024-05-21,Electrodomesticos,Norte,228208,44524
2022-04-17,Electrodomesticos,Norte,146130,23273
2024-08-22,Vestuario,Sur,46339,15488
2023-04-25,Tecnologia,Centro,201208,61197
2022-11-25,Deportes,Sur,68201,12802
2023-03-07,Vestuario,Sur,53590,22560
2023-07-02,Vestuario,Sur,85791,33826
2024-11-03,Hogar,Norte,113713,33662
2022-09-07,Deportes,Centro,87850,31715
2024-07-25,Deportes,Sur,71996,22610
2022-01-26,Hogar,Norte,156839,51715
2023-01-15,Electrodomesticos,Norte,208517,46169
2024-05-19,Tecnologia,Centro,151748,35089
2024-07-17,Hogar,Norte,122421,34618
2022-08-26,Electrodomesticos,Norte,184003,43158
2023-03-25,Tecnologia,Norte,204071,50280
2022-12-27,Tecnologia,Sur,188241,51873
2022-01-27,Electrodomesticos,Sur,160035,25350
2022-04-27,Vestuario,Centro,59295,21945
2022-08-01,Deportes,Norte,100205,36123
2024-01-16,Deportes,Norte,105824,31171
2022-11-21,Vestuario,Norte,51635,22218
2024-09-19,Hogar,Centro,150755,45667
2024-04-11,Vestuario,Norte,45305,19380
2023-07-13,Vestuario,Norte,68408,28386
2024-05-13,Hogar,Sur,67694,20048
2023-08-18,Hogar,Centro,129851,39740
2023-05-28,Vestuario,Sur,76035,28930
2024-10-17,Hogar,Sur,52053,15423
2024-03-01,Vestuario,Centro,29131,10604
2023-12-23,Tecnologia,Norte,248642,78892
2023-02-05,Hogar,Sur,122115,34599
2023-11-03,Tecnologia,Centro,243098,59227
2022-05-19,Hogar,Sur,44353,10306
2024-02-22,Deportes,Sur,102989,29132
2023-08-21,Electrodomesticos,Norte,220209,39177
2023-04-03,Vestuario,Centro,44592,16462
2022-02-18,Vestuario,Centro,65708,30139
2024-06-15,Vestuario,Centro,35066,11411
2023-05-31,Tecnologia,Centro,184155,46851
2023-08-12,Tecnologia,Centro,202035,55871
2024-11-01,Deportes,Norte,35922,9789
2022-02-15,Hogar,Norte,79484,28129
2024-02-24,Vestuario,Centro,53291,17558
2024-04-19,Deportes,Sur,45532,12838
2023-11-09,Hogar,Sur,114023,36124
2024-10-16,Deportes,Sur,56753,18974
2023-04-23,Hogar,Sur,184016,54917
2022-05-11,Electrodomesticos,Sur,223518,47616
2023-04-22,Deportes,Sur,95647,26332
2023-08-09,Electrodomesticos,Sur,212926,49828
2023-01-24,Electrodomesticos,Centro,316149,62841
2023-04-08,Deportes,Sur,52802,14586
2024-10-23,Electrodomesticos,Sur,161854,28480
2023-04-18,Electrodomesticos,Norte,213303,45955
2024-09-02,Hogar,Sur,111146,33978
2024-07-19,Hogar,Centro,132437,37957
2023-12-10,Hogar,Sur,128839,42113
2024-11-24,Deportes,Norte,100578,25653
2022-11-02,Tecnologia,Sur,330060,77822
2024-04-08,Electrodomesticos,Centro,190608,39739
2023-09-22,Deportes,Norte,92571,23674
2022-11-06,Tecnologia,Norte,214568,53173
2024-05-20,Hogar,Sur,99098,30652
2022-01-07,Tecnologia,Norte,182770,53557
2022-10-21,Vestuario,Norte,68555,25870
2022-11-07,Vestuario,Sur,59729,23143
2022-05-28,Vestuario,Norte,58293,23220
2024-07-30,Vestuario,Norte,67361,26034
2022-08-02,Tecnologia,Centro,148925,34424
2022-03-28,Electrodomesticos,Norte,158715,35122
2022-03-09,Hogar,Norte,105598,32568
2024-05-04,Deportes,Norte,79521,26031
2022-08-30,Tecnologia,Norte,198674,47916
2023-02-18,Electrodomesticos,Centro,139749,23580
2024-12-16,Deportes,Centro,72096,23507
2023-04-23,Vestuario,Centro,35440,11435
2023-08-17,Electrodomesticos,Sur,202960,39754
2023-04-13,Electrodomesticos,Centro,321483,68272
2023-08-30,Hogar,Sur,93221,24368
2023-10-09,Hogar,Norte,89373,20937
2024-07-20,Deportes,Sur,125671,44149
2023-09-16,Vestuario,Centro,42884,18289
2024-07-01,Electrodomesticos,Sur,179629,36913
2024-01-07,Vestuario,Norte,37914,13948
2022-03-31,Tecnologia,Sur,148973,43921
2023-07-08,Electrodomesticos,Sur,175264,33980
2022-08-25,Electrodomesticos,Sur,123806,26558
2023-07-24,Tecnologia,Norte,211056,46343
2022-02-14,Electrodomesticos,Sur,213662,38831
2024-08-31,Hogar,Centro,59160,18452
2022-09-19,Deportes,Centro,77801,22441
2022-09-24,Electrodomesticos,Centro,246568,46636
2023-10-21,Electrodomesticos,Centro,194711,47628
2022-11-05,Tecnologia,Sur,65680,15815
2024-08-16,Deportes,Norte,68150,22291
2024-05-11,Vestuario,Centro,64391,27490
2022-10-19,Deportes,Norte,104787,27449
2023-08-29,Deportes,Sur,99473,29213
2023-12-25,Electrodomesticos,Centro,158314,40440
2022-03-08,Hogar,Norte,111147,33916
2022-09-29,Tecnologia,Centro,232464,73072
2023-05-09,Electrodomesticos,Sur,222451,53515
2024-04-01,Deportes,Norte,93523,31279
2022-03-27,Vestuario,Centro,34184,14079
2024-02-11,Electrodomesticos,Centro,106702,24652
2023-08-01,Vestuario,Centro,41906,15750
2023-09-30,Deportes,Centro,79487,22339
2022-05-22,Deportes,Norte,41664,14645
2023-02-18,Vestuario,Norte,75115,29645
2023-08-27,Hogar,Norte,50724,14149
