id_compra,cliente,fecha_compra,categoria,producto,unidades,ventas,beneficio
9222,1018,2023-10-26,Electrodomesticos,Aspiradora,2,335138,69729
9224,1018,2023-11-29,Vestuario,Calcetines,1,28672,10960
9221,1018,2023-12-22,Tecnologia,Router,1,113284,20842
9225,1018,2024-02-10,Tecnologia,Smartwatch,2,563776,116205
9226,1019,2023-06-11,Vestuario,Calcetines,2,147610,59830
9232,1019,2023-06-27,Tecnologia,Router,2,357519,87383
9237,1019,2023-07-06,Vestuario,Polera,1,46576,14777
9236,1019,2023-07-21,Electrodomesticos,Microondas,2,390592,67390
9231,1019,2023-08-02,Electrodomesticos,Cocina,2,428704,80132
9233,1019,2023-08-31,Electrodomesticos,Refrigerador,1,187024,39238
9230,1019,2023-10-11,Deportes,Raqueta,1,97970,28700
9228,1019,2023-11-19,Deportes,Short,1,79102,19533
9235,1019,2023-11-28,Deportes,Bicicleta,2,197237,47704
9238,1019,2024-01-12,Vestuario,Zapatillas,4,71452,27407
9227,1019,2024-02-27,Tecnologia,Smartwatch,1,240711,48229
9239,1019,2024-03-25,Vestuario,Jeans,1,48492,15972
9234,1019,2024-08-06,Hogar,Cortinas,1,118039,29382
9240,1019,2024-10-21,Vestuario,Camisa,1,25395,8538
9229,1019,2024-12-25,Vestuario,Chaqueta,3,136123,46667
9241,1020,2023-10-27,Electrodomesticos,Plancha,1,222227,40895
9243,1020,2023-12-07,Vestuario,Chaqueta,5,225191,83220
9244,1020,2023-12-12,Tecnologia,Teclado,3,810357,156843
9245,1020,2024-02-14,Deportes,Botella,1,44849,14463
9242,1020,2024-06-20,Electrodomesticos,Cocina,1,135646,30223
9246,1020,2024-07-18,Deportes,Short,2,107614,42175
9247,1021,2024-08-21,Deportes,Short,2,139171,42017
9250,1021,2024-09-18,Tecnologia,Smartwatch,1,323633,51894
9249,1021,2024-09-29,Electrodomesticos,Horno,3,480640,87359
9251,1021,2024-10-10,Tecnologia,Smartphone,4,957988,140133
9255,1021,2024-10-11,Hogar,Lampara,1,63803,17188
9252,1021,2024-11-01,Deportes,Balon,2,162061,47773
9253,1021,2024-11-02,Vestuario,Chaqueta,1,29235,10381
9248,1021,2024-11-30,Deportes,Short,1,118180,33580
9254,1021,2024-12-23,Hogar,Alfombra,2,232810,65467
9256,1022,2022-01-17,Electrodomesticos,Secadora,1,63000,7938
9257,1022,2022-02-20,Electrodomesticos,Aspiradora,1,88010,13953
9263,1022,2022-03-16,Tecnologia,Audifonos,1,325374,66112
9262,1022,2022-03-28,Vestuario,Vestido,5,238045,77536
9260,1022,2022-04-19,Deportes,Colchoneta,3,378728,113099
9258,1022,2022-07-15,Vestuario,Chaqueta,3,136340,40317
9259,1022,2022-08-31,Tecnologia,Impresora,1,236687,54526
9261,1022,2022-09-04,Tecnologia,Smartwatch,3,447812,88623
9264,1023,2023-04-21,Deportes,Bicicleta,2,182452,53292
9265,1023,2023-05-13,Vestuario,Vestido,3,133335,39678
9266,1023,2023-05-19,Deportes,Balon,1,79549,28364
9270,1023,2023-05-28,Electrodomesticos,Refrigerador,1,221978,40504
9271,1023,2023-06-12,Hogar,Silla,3,199893,50907
9272,1023,2023-06-30,Deportes,Casco,1,80910,25552
9268,1023,2023-08-04,Hogar,Silla,2,182092,49895
9267,1023,2023-10-24,Tecnologia,Tablet,3,500436,97979
9269,1023,2024-02-24,Electrodomesticos,Lavadora,4,1137535,199663
9273,1024,2023-05-03,Hogar,Sofa,2,236075,64720
9274,1024,2023-07-03,Vestuario,Chaqueta,2,93758,34400
9276,1024,2023-07-16,Electrodomesticos,Purificador,2,273440,40967
9279,1024,2023-08-09,Electrodomesticos,Cocina,1,134043,28126
9278,1024,2023-09-25,Tecnologia,Impresora,1,194074,33717
9275,1024,2023-10-02,Hogar,Lampara,3,94500,21904
9277,1024,2023-12-04,Deportes,Pesas,1,77847,21271
9280,1024,2024-07-28,Vestuario,Zapatillas,1,47410,17500
9281,1025,2023-01-31,Deportes,Raqueta,1,86730,28754
9285,1025,2023-02-05,Vestuario,Camisa,1,63921,19733
9282,1025,2023-02-09,Vestuario,Camisa,3,209551,69672
9283,1025,2023-02-13,Electrodomesticos,Plancha,1,199470,41872
9287,1025,2023-04-26,Electrodomesticos,Secadora,1,157724,25900
9286,1025,2023-06-09,Hogar,Hervidor,2,287345,76190
9284,1025,2023-07-20,Deportes,Poleron,2,95891,31849
9288,1026,2023-02-19,Deportes,Casco,2,62239,21494
9292,1026,2023-03-19,Tecnologia,Router,1,143943,25416
9291,1026,2023-04-01,Deportes,Raqueta,1,24956,6631
9290,1026,2023-04-22,Deportes,Raqueta,1,42746,13967
9293,1026,2023-07-07,Vestuario,Buzo,1,46007,18616
9294,1026,2023-09-13,Hogar,Termo,2,190141,55967
9289,1026,2024-07-23,Electrodomesticos,Horno,2,284610,59237
9295,1027,2023-08-22,Electrodomesticos,Licuadora,1,105856,18133
9302,1027,2023-09-22,Deportes,Short,2,179105,67288
9297,1027,2023-09-28,Deportes,Balon,1,82713,30536
9300,1027,2023-10-06,Electrodomesticos,Licuadora,1,199166,34914
9301,1027,2024-01-02,Deportes,Poleron,1,70797,19411
9298,1027,2024-02-16,Tecnologia,Impresora,3,748507,168528
9296,1027,2024-03-24,Electrodomesticos,Microondas,1,202320,38044
9303,1027,2024-03-26,Hogar,Lampara,1,106088,29610
9299,1027,2024-04-24,Tecnologia,Audifonos,1,341324,63688
9304,1028,2023-01-25,Hogar,Sofa,1,31500,9292
9309,1028,2023-02-10,Deportes,Pesas,1,78831,22942
9311,1028,2023-03-23,Electrodomesticos,Secadora,1,151866,27038
9308,1028,2023-03-27,Vestuario,Pantalon,1,56137,18930
9307,1028,2023-05-26,Vestuario,Camisa,5,113845,40281
9305,1028,2023-07-05,Tecnologia,Impresora,1,213371,46728
9310,1028,2023-10-28,Vestuario,Vestido,2,53892,22803
9306,1028,2023-10-29,Hogar,Cafetera,5,157500,45310
9312,1029,2024-08-13,Vestuario,Buzo,1,34448,13332
9321,1029,2024-08-21,Tecnologia,Smartwatch,4,447871,87002
9318,1029,2024-09-13,Deportes,Casco,3,236974,70890
9316,1029,2024-10-12,Vestuario,Calcetines,4,201859,67840
9315,1029,2024-11-01,Vestuario,Camisa,1,33107,10962
9319,1029,2024-11-03,Hogar,Organizador,2,180385,44130
9322,1029,2024-12-15,Deportes,Guantes,4,256053,75389
9313,1029,2024-12-17,Tecnologia,Tablet,2,409577,76538
9323,1029,2024-12-22,Vestuario,Zapatillas,3,102674,31310
9320,1029,2024-12-25,Vestuario,Camisa,4,152497,55279
9314,1029,2024-12-26,Vestuario,Buzo,1,24125,9389
9317,1029,2024-12-29,Hogar,Lampara,2,160098,41791
9324,1030,2023-08-29,Tecnologia,Teclado,1,274869,48405
9328,1030,2023-09-20,Tecnologia,Notebook,1,327759,69354
9334,1030,2023-10-06,Deportes,Guantes,1,44177,10959
9332,1030,2023-10-15,Vestuario,Camisa,1,54182,17606
9331,1030,2023-10-17,Tecnologia,Router,2,594503,117656
9325,1030,2023-11-26,Electrodomesticos,Horno,1,170201,25103
9333,1030,2023-12-13,Tecnologia,Smartwatch,1,181736,29366
9330,1030,2024-01-14,Deportes,Raqueta,3,73500,20995
9327,1030,2024-01-26,Hogar,Mesa,2,156734,40307
9326,1030,2024-05-19,Electrodomesticos,Aspiradora,1,128455,22358
9329,1030,2024-07-14,Vestuario,Calcetines,1,12234,4050
9335,1030,2024-09-25,Deportes,Balon,3,327397,90259
9336,1031,2023-02-17,Electrodomesticos,Cocina,1,81850,13995
9339,1031,2023-02-27,Hogar,Silla,5,474277,110440
9340,1031,2023-03-10,Hogar,Cafetera,2,277315,69659
9345,1031,2023-03-21,Deportes,Colchoneta,2,148805,41401
9342,1031,2023-03-22,Tecnologia,Mouse,1,415006,66551
9344,1031,2023-03-27,Tecnologia,Impresora,2,640636,159874
9341,1031,2023-05-25,Tecnologia,Impresora,2,477343,114439
9343,1031,2023-08-01,Tecnologia,Mouse,1,115733,22987
9337,1031,2023-08-10,Tecnologia,Mouse,2,537346,122273
9338,1031,2024-02-29,Electrodomesticos,Plancha,6,1585873,229127
9346,1032,2024-02-17,Hogar,Alfombra,1,82088,19242
9353,1032,2024-03-04,Hogar,Alfombra,3,180309,37810
9347,1032,2024-03-21,Tecnologia,Smartwatch,3,494907,98220
9350,1032,2024-05-17,Electrodomesticos,Microondas,1,135046,30789
9351,1032,2024-05-30,Deportes,Poleron,1,82812,26448
9352,1032,2024-08-09,Hogar,Alfombra,1,45660,12706
9348,1032,2024-10-03,Vestuario,Gorro,1,94885,31448
9349,1032,2024-12-23,Deportes,Poleron,2,128396,30518
9354,1033,2022-05-03,Vestuario,Vestido,2,74666,26617
9363,1033,2022-05-07,Deportes,Casco,1,61956,19305
9358,1033,2022-05-12,Electrodomesticos,Secadora,2,470597,67186
9359,1033,2022-06-17,Tecnologia,Router,5,1078086,236393
9362,1033,2022-06-18,Electrodomesticos,Secadora,5,739609,134772
9360,1033,2022-06-27,Electrodomesticos,Secadora,1,114482,22939
9355,1033,2022-08-28,Tecnologia,Tablet,1,227334,35722
9361,1033,2022-09-13,Vestuario,Buzo,1,39502,15578
9357,1033,2022-09-16,Tecnologia,Tablet,1,233087,39494
9356,1033,2023-01-28,Electrodomesticos,Lavadora,2,229229,42676
9364,1034,2023-07-20,Tecnologia,Smartphone,1,118380,24093
9368,1034,2023-08-05,Hogar,Termo,1,107126,25700
9369,1034,2023-08-11,Deportes,Raqueta,1,34486,10878
9373,1034,2023-08-15,Tecnologia,Tablet,3,554588,83622
9372,1034,2023-09-14,Electrodomesticos,Cocina,1,219326,43650
9367,1034,2023-09-28,Tecnologia,Impresora,2,589281,120175
9370,1034,2023-09-28,Tecnologia,Router,1,296687,80105
9366,1034,2023-11-04,Electrodomesticos,Purificador,2,262975,49180
9374,1034,2023-11-25,Hogar,Hervidor,2,202583,58136
9371,1034,2024-01-04,Hogar,Mesa,1,158433,37860
9365,1034,2024-04-27,Vestuario,Polera,2,108317,30534
9375,1035,2023-07-26,Electrodomesticos,Microondas,1,260190,48018
9378,1035,2023-07-28,Electrodomesticos,Secadora,2,399220,71943
9379,1035,2023-10-10,Deportes,Poleron,1,67691,26068
9377,1035,2024-01-14,Deportes,Colchoneta,1,54091,13846
9376,1035,2024-01-24,Deportes,Short,2,157364,47292
9380,1036,2024-11-16,Electrodomesticos,Lavadora,2,389762,70811
9381,1036,2024-12-12,Tecnologia,Audifonos,1,221555,39400
9383,1036,2024-12-21,Hogar,Cafetera,2,256391,81593
9382,1036,2024-12-23,Vestuario,Camisa,2,81830,25970
9384,1036,2024-12-24,Electrodomesticos,Plancha,1,142324,21905
9385,1037,2024-11-17,Electrodomesticos,Licuadora,2,126000,20691
9391,1037,2024-11-17,Deportes,Raqueta,2,206136,51415
9387,1037,2024-12-06,Hogar,Sofa,1,101998,27131
9388,1037,2024-12-23,Electrodomesticos,Refrigerador,1,224753,34072
9390,1037,2024-12-24,Tecnologia,Smartwatch,5,1239585,266790
9389,1037,2024-12-30,Electrodomesticos,Licuadora,3,479905,67828
9386,1037,2024-12-31,Electrodomesticos,Purificador,2,210098,35936
9392,1038,2022-03-01,Electrodomesticos,Refrigerador,1,98268,18350
9395,1038,2022-03-16,Deportes,Short,1,54783,16906
9398,1038,2022-03-24,Hogar,Organizador,4,464587,171635
9396,1038,2022-03-26,Hogar,Silla,5,447234,130616
9399,1038,2022-04-10,Hogar,Mesa,1,95303,24621
9394,1038,2022-05-15,Hogar,Organizador,1,35847,9894
9393,1038,2022-06-07,Deportes,Pesas,1,98326,25702
9397,1038,2022-08-29,Tecnologia,Impresora,3,688394,146498
9400,1039,2023-10-25,Tecnologia,Teclado,1,348055,66085
9403,1039,2023-11-06,Tecnologia,Router,1,217623,52322
9402,1039,2023-11-23,Deportes,Short,1,91849,26706
9405,1039,2024-02-29,Tecnologia,Teclado,4,1012392,213898
9401,1039,2024-03-11,Vestuario,Polera,2,70863,25508
9404,1039,2024-06-30,Hogar,Hervidor,1,67537,19217
9406,1040,2022-08-26,Tecnologia,Tablet,3,727737,144597
9412,1040,2022-08-27,Hogar,Lampara,2,165093,53814
9407,1040,2022-11-01,Hogar,Cortinas,1,91124,22092
9410,1040,2022-11-07,Tecnologia,Smartwatch,1,196132,31757
9409,1040,2022-11-21,Tecnologia,Smartphone,2,417632,83450
9411,1040,2023-04-02,Vestuario,Gorro,2,108535,28920
9408,1040,2024-01-01,Hogar,Sofa,2,165102,41447
9413,1041,2024-03-07,Tecnologia,Impresora,1,136948,24963
9414,1041,2024-03-11,Deportes,Colchoneta,3,277758,101794
9418,1041,2024-03-14,Electrodomesticos,Plancha,1,281194,48065
9417,1041,2024-04-02,Tecnologia,Impresora,3,435319,91204
9421,1041,2024-04-11,Electrodomesticos,Plancha,2,478540,70271
9416,1041,2024-04-27,Tecnologia,Smartwatch,4,933297,182097
9415,1041,2024-08-16,Tecnologia,Smartphone,1,204075,36346
9419,1041,2024-10-04,Electrodomesticos,Licuadora,1,131733,25034
9420,1041,2024-11-17,Tecnologia,Teclado,1,231558,48591
9422,1042,2023-02-23,Tecnologia,Tablet,3,626897,137194
9424,1042,2023-03-22,Tecnologia,Impresora,3,667281,146207
9426,1042,2023-05-27,Vestuario,Zapatillas,1,47970,17519
9425,1042,2023-06-20,Deportes,Colchoneta,2,140960,43047
9423,1042,2023-08-14,Vestuario,Calcetines,2,54212,20070
9427,1042,2024-02-18,Deportes,Guantes,1,101365,36982
9428,1042,2024-02-20,Vestuario,Pantalon,1,36092,14330
9429,1043,2024-04-08,Electrodomesticos,Licuadora,5,855077,131603
9432,1043,2024-04-27,Tecnologia,Impresora,1,234724,53205
9431,1043,2024-05-26,Electrodomesticos,Horno,1,122306,24059
9430,1043,2024-06-10,Electrodomesticos,Cocina,1,260888,46018
9433,1043,2024-06-17,Deportes,Raqueta,1,72777,25628
9434,1043,2024-07-19,Electrodomesticos,Refrigerador,3,296228,59217
9435,1044,2022-11-18,Hogar,Sofa,4,454724,131851
9436,1044,2022-11-29,Vestuario,Calcetines,3,96554,32583
9437,1044,2024-01-23,Electrodomesticos,Lavadora,1,266472,43993
9438,1045,2023-08-18,Hogar,Lampara,5,221515,62430
9443,1045,2023-08-25,Vestuario,Gorro,3,200016,59883
9444,1045,2023-10-06,Deportes,Bicicleta,1,63589,16102
9439,1045,2023-11-21,Tecnologia,Tablet,1,77000,16440
9440,1045,2023-11-29,Electrodomesticos,Refrigerador,1,246169,44394
9441,1045,2024-02-06,Vestuario,Chaqueta,1,21929,6069
9442,1045,2024-04-24,Vestuario,Buzo,1,24664,6501
9445,1046,2023-09-13,Hogar,Lampara,1,81893,20263
9448,1046,2023-09-20,Hogar,Mesa,2,182608,55204
9452,1046,2023-09-22,Vestuario,Polera,3,103189,38809
9451,1046,2023-11-07,Deportes,Casco,1,64269,16989
9453,1046,2023-11-13,Hogar,Lampara,1,117930,30535
9455,1046,2023-11-13,Electrodomesticos,Horno,4,540785,91273
9447,1046,2023-11-23,Deportes,Bicicleta,2,155173,44939
9449,1046,2023-11-26,Deportes,Raqueta,1,45148,12732
9454,1046,2023-12-04,Deportes,Botella,2,107810,27609
9450,1046,2024-01-07,Electrodomesticos,Refrigerador,2,458716,89605
9446,1046,2024-02-05,Hogar,Cortinas,1,48708,12905
9456,1047,2024-08-24,Hogar,Alfombra,1,95257,23567
9463,1047,2024-08-27,Tecnologia,Teclado,2,521343,105274
9457,1047,2024-09-05,Deportes,Botella,1,106156,28459
9466,1047,2024-09-30,Hogar,Sofa,1,134540,36301
9461,1047,2024-10-25,Vestuario,Polera,1,56045,19992
9464,1047,2024-11-01,Deportes,Botella,1,74909,22620
9460,1047,2024-11-19,Electrodomesticos,Lavadora,1,138172,21592
9458,1047,2024-12-17,Electrodomesticos,Microondas,1,145353,23312
9465,1047,2024-12-20,Deportes,Bicicleta,2,188383,50176
9467,1047,2024-12-21,Hogar,Mesa,1,92419,22557
9462,1047,2024-12-27,Deportes,Casco,3,229518,65806
9459,1047,2024-12-30,Electrodomesticos,Refrigerador,1,243177,44870
9468,1048,2022-04-26,Tecnologia,Smartphone,3,1039552,206105
9469,1048,2022-04-26,Electrodomesticos,Aspiradora,1,207044,40829
9472,1048,2022-04-28,Electrodomesticos,Purificador,1,139619,22507
9474,1048,2022-05-14,Vestuario,Polera,2,38390,15848
9473,1048,2022-06-15,Electrodomesticos,Microondas,1,189901,33455
9478,1048,2022-07-09,Hogar,Hervidor,1,120933,39173
9476,1048,2022-08-15,Hogar,Cortinas,3,149387,40795
9470,1048,2022-09-12,Deportes,Poleron,1,52723,15144
9475,1048,2022-12-21,Vestuario,Calcetines,2,75548,24590
9471,1048,2023-02-04,Vestuario,Pantalon,3,72422,26997
9477,1048,2023-02-24,Tecnologia,Tablet,2,497647,79962
9479,1049,2023-08-20,Vestuario,Buzo,2,81095,29799
9485,1049,2023-09-13,Hogar,Hervidor,1,83493,31560
9482,1049,2023-09-18,Electrodomesticos,Aspiradora,3,538316,104458
9480,1049,2023-11-23,Hogar,Hervidor,2,294054,72755
9484,1049,2024-01-31,Tecnologia,Audifonos,1,77000,16196
9481,1049,2024-02-19,Vestuario,Vestido,2,50463,19188
9483,1049,2024-04-06,Vestuario,Buzo,1,30394,11037
9486,1050,2022-08-04,Hogar,Hervidor,1,126178,33406
9487,1050,2022-08-15,Hogar,Mesa,2,122876,31553
9488,1050,2022-08-18,Vestuario,Gorro,1,38605,15270
9493,1050,2022-09-04,Electrodomesticos,Horno,1,114553,19422
9494,1050,2022-09-19,Electrodomesticos,Lavadora,2,267600,49249
9491,1050,2022-09-25,Deportes,Balon,1,51491,14853
9489,1050,2022-10-16,Electrodomesticos,Microondas,1,132458,23642
9495,1050,2023-01-27,Tecnologia,Smartwatch,2,798862,165555
9492,1050,2023-04-07,Vestuario,Jeans,1,46871,16418
9490,1050,2023-07-01,Hogar,Mesa,1,70516,15299
9496,1051,2024-08-29,Hogar,Sofa,1,31500,9520
9499,1051,2024-09-10,Hogar,Sofa,1,99843,29224
9501,1051,2024-12-21,Deportes,Short,1,98608,23683
9500,1051,2024-12-23,Deportes,Bicicleta,5,437301,109856
9497,1051,2024-12-25,Hogar,Alfombra,1,61149,13741
9498,1051,2024-12-29,Tecnologia,Impresora,1,224092,46329
9502,1051,2024-12-29,Hogar,Mesa,1,88811,22906
9503,1052,2023-07-28,Hogar,Silla,2,271526,91264
9508,1052,2023-08-15,Hogar,Cafetera,1,82468,21122
9506,1052,2023-08-17,Vestuario,Jeans,3,31396,10943
9509,1052,2023-09-13,Deportes,Raqueta,2,161713,45381
9510,1052,2023-12-01,Deportes,Botella,1,84933,23355
9507,1052,2023-12-08,Electrodomesticos,Lavadora,2,494737,102444
9504,1052,2024-01-07,Deportes,Guantes,3,197144,72306
9505,1052,2024-01-12,Electrodomesticos,Horno,2,389638,64979
9511,1053,2023-08-23,Tecnologia,Teclado,1,290700,63353
9518,1053,2023-10-16,Hogar,Cortinas,2,139134,34217
9512,1053,2023-10-23,Hogar,Cortinas,1,62218,21078
9515,1053,2023-12-05,Vestuario,Polera,1,23112,7820
9514,1053,2023-12-12,Tecnologia,Tablet,3,517882,72260
9517,1053,2024-01-07,Vestuario,Zapatillas,4,240330,70692
9516,1053,2024-02-08,Electrodomesticos,Microondas,1,175484,31461
9513,1053,2024-03-25,Deportes,Casco,1,92098,22911
9519,1053,2024-10-25,Electrodomesticos,Purificador,1,151523,26383
9520,1054,2023-11-23,Tecnologia,Teclado,1,212945,37146
9524,1054,2023-11-26,Vestuario,Jeans,1,36967,10871
9522,1054,2023-12-24,Hogar,Lampara,1,83795,23332
9525,1054,2024-02-19,Electrodomesticos,Refrigerador,3,831690,170740
9523,1054,2024-05-01,Electrodomesticos,Microondas,2,438992,76116
9521,1054,2024-07-24,Tecnologia,Smartphone,3,683967,153417
9526,1055,2024-11-30,Vestuario,Buzo,1,55233,20305
9527,1055,2024-12-17,Hogar,Cortinas,2,122615,29092
9528,1055,2024-12-23,Vestuario,Calcetines,2,55806,20473
9530,1055,2024-12-29,Deportes,Casco,3,337402,85707
9529,1055,2024-12-30,Vestuario,Polera,2,88773,36194
9531,1056,2024-03-11,Vestuario,Buzo,1,25917,7702
9532,1056,2024-03-12,Vestuario,Jeans,2,102845,30896
9537,1056,2024-04-11,Vestuario,Camisa,1,69670,27096
9538,1056,2024-05-09,Hogar,Silla,4,428928,85010
9533,1056,2024-06-02,Tecnologia,Router,1,254274,46735
9534,1056,2024-06-25,Deportes,Guantes,2,92427,29828
9535,1056,2024-08-05,Electrodomesticos,Secadora,1,154079,25470
9539,1056,2024-08-06,Tecnologia,Impresora,2,200887,35303
9536,1056,2024-12-25,Electrodomesticos,Refrigerador,1,194836,34750
9540,1057,2022-08-29,Vestuario,Camisa,1,30913,12309
9543,1057,2022-08-30,Deportes,Balon,1,74132,20930
9541,1057,2022-09-08,Electrodomesticos,Plancha,1,165962,31885
9550,1057,2022-10-15,Electrodomesticos,Secadora,2,331889,67370
9545,1057,2022-10-16,Electrodomesticos,Microondas,2,630982,120628
9548,1057,2022-10-18,Deportes,Botella,1,77795,23471
9549,1057,2022-10-22,Electrodomesticos,Licuadora,1,128845,26603
9542,1057,2022-11-16,Hogar,Hervidor,1,74901,20445
9544,1057,2023-07-01,Deportes,Raqueta,1,42397,12891
9546,1057,2023-07-14,Tecnologia,Mouse,1,175523,41103
9547,1057,2023-11-01,Electrodomesticos,Plancha,1,223101,43656
9551,1058,2023-07-15,Hogar,Termo,3,308014,105051
9558,1058,2023-07-16,Electrodomesticos,Lavadora,4,658464,125020
9560,1058,2023-07-16,Electrodomesticos,Secadora,1,161417,31896
9556,1058,2023-08-02,Hogar,Organizador,3,199228,53841
9553,1058,2023-08-26,Deportes,Bicicleta,1,78213,23029
9554,1058,2023-09-10,Tecnologia,Monitor,1,264729,54353
9555,1058,2023-10-19,Electrodomesticos,Purificador,1,199034,29458
9559,1058,2023-10-31,Vestuario,Chaqueta,1,55631,17811
9557,1058,2023-12-25,Deportes,Raqueta,1,59970,18238
9552,1058,2024-05-18,Hogar,Silla,5,476563,125160
9561,1059,2023-08-08,Electrodomesticos,Licuadora,3,464595,100197
9563,1059,2023-08-08,Vestuario,Chaqueta,1,70002,27323
9566,1059,2023-08-24,Deportes,Guantes,1,69917,21232
9567,1059,2023-08-25,Electrodomesticos,Aspiradora,2,315216,61500
9565,1059,2023-09-28,Deportes,Pesas,1,73316,20939
9562,1059,2023-10-26,Vestuario,Buzo,1,32069,9557
9571,1059,2023-11-25,Hogar,Mesa,4,371528,85068
9568,1059,2023-12-02,Tecnologia,Mouse,3,702026,130683
9569,1059,2023-12-14,Electrodomesticos,Microondas,2,262337,39156
9572,1059,2024-01-06,Vestuario,Zapatillas,3,186681,59659
9570,1059,2024-01-28,Hogar,Silla,2,157273,37300
9564,1059,2024-04-20,Tecnologia,Router,1,245476,47428
9573,1060,2024-04-01,Electrodomesticos,Horno,1,351459,62025
9575,1060,2024-04-28,Hogar,Termo,1,89308,27207
9580,1060,2024-05-16,Deportes,Pesas,1,112569,37561
9583,1060,2024-05-30,Hogar,Silla,1,104073,25790
9584,1060,2024-06-04,Vestuario,Chaqueta,1,19767,6966
9576,1060,2024-07-06,Hogar,Alfombra,5,650095,203954
9581,1060,2024-07-12,Deportes,Guantes,2,86203,31014
9578,1060,2024-07-23,Deportes,Botella,1,70711,18122
9574,1060,2024-12-06,Electrodomesticos,Secadora,1,283034,38037
9585,1060,2024-12-14,Vestuario,Vestido,2,68816,28187
9582,1060,2024-12-18,Hogar,Silla,2,212059,56551
9577,1060,2024-12-27,Deportes,Bicicleta,2,136240,35846
9579,1060,2024-12-27,Vestuario,Polera,1,20010,5914
9586,1061,2022-04-11,Hogar,Silla,4,387703,99999
9588,1061,2022-05-31,Deportes,Balon,4,223107,64630
9587,1061,2022-08-01,Vestuario,Pantalon,2,103119,37099
9589,1061,2022-09-06,Electrodomesticos,Refrigerador,2,429058,79318
9590,1062,2022-06-05,Tecnologia,Teclado,1,231539,53655
9595,1062,2022-09-29,Vestuario,Pantalon,1,24065,9285
9594,1062,2022-09-30,Hogar,Mesa,1,56694,13918
9596,1062,2022-10-13,Electrodomesticos,Horno,1,223004,36932
9591,1062,2023-01-08,Deportes,Colchoneta,3,91156,26894
9592,1062,2023-05-25,Vestuario,Buzo,1,15570,5834
9593,1062,2023-10-23,Deportes,Guantes,2,111407,28670
9597,1063,2023-04-30,Electrodomesticos,Purificador,1,205546,33358
9600,1063,2023-05-25,Tecnologia,Router,1,301070,57412
9598,1063,2023-06-18,Electrodomesticos,Horno,1,136877,26646
9604,1063,2023-07-19,Hogar,Alfombra,1,110870,25490
9605,1063,2023-07-19,Hogar,Alfombra,1,51069,16786
9603,1063,2023-09-12,Vestuario,Zapatillas,1,33904,12042
9601,1063,2023-11-06,Hogar,Cortinas,1,123426,30141
9602,1063,2023-12-19,Hogar,Mesa,2,133294,35335
9599,1063,2024-02-21,Hogar,Sofa,1,165531,37630
9606,1064,2022-11-27,Deportes,Colchoneta,3,309607,91956
9609,1064,2023-04-21,Electrodomesticos,Microondas,3,716932,122708
9610,1064,2023-04-23,Electrodomesticos,Lavadora,1,104879,18185
9607,1064,2023-05-03,Hogar,Silla,2,250293,62162
9608,1064,2023-12-26,Vestuario,Zapatillas,1,20576,6551
9611,1065,2023-05-03,Hogar,Hervidor,1,31500,10980
9616,1065,2023-05-10,Electrodomesticos,Plancha,1,157343,29744
9614,1065,2023-05-22,Hogar,Silla,1,42545,12516
9620,1065,2023-05-22,Tecnologia,Tablet,1,270123,50806
9619,1065,2023-06-22,Hogar,Alfombra,6,717162,205022
9612,1065,2023-06-25,Hogar,Organizador,3,255621,69307
9618,1065,2023-07-03,Electrodomesticos,Microondas,1,229741,34415
9617,1065,2023-07-28,Hogar,Alfombra,1,96034,26952
9621,1065,2023-10-10,Deportes,Poleron,2,217181,58726
9613,1065,2023-10-26,Deportes,Colchoneta,2,169911,56185
9615,1065,2023-10-29,Deportes,Casco,1,68980,27787
9622,1066,2023-09-03,Deportes,Casco,4,268632,79591
9626,1066,2023-09-09,Vestuario,Zapatillas,1,53295,14340
9623,1066,2023-09-17,Vestuario,Vestido,3,98924,31553
9625,1066,2024-02-14,Electrodomesticos,Aspiradora,2,148370,27828
9624,1066,2024-11-01,Hogar,Alfombra,2,166033,40078
9627,1066,2024-11-27,Vestuario,Pantalon,1,38459,10539
9628,1067,2022-04-07,Hogar,Organizador,1,123902,38319
9630,1067,2022-05-05,Deportes,Botella,2,140063,46843
9635,1067,2022-05-10,Tecnologia,Monitor,4,933571,168411
9633,1067,2022-05-30,Electrodomesticos,Secadora,1,116498,17393
9629,1067,2022-06-02,Electrodomesticos,Microondas,1,251083,38038
9631,1067,2022-06-16,Electrodomesticos,Horno,1,322223,53287
9637,1067,2022-08-13,Deportes,Colchoneta,1,121606,34328
9632,1067,2022-10-18,Tecnologia,Smartwatch,3,836091,171233
9634,1067,2022-11-18,Hogar,Termo,1,89297,16882
9636,1067,2023-02-28,Vestuario,Chaqueta,2,96134,38802
9638,1067,2024-01-17,Deportes,Balon,1,57634,16379
9639,1068,2023-12-24,Electrodomesticos,Horno,1,144120,21905
9643,1068,2024-01-09,Hogar,Silla,3,302764,92717
9646,1068,2024-02-10,Vestuario,Chaqueta,1,58047,17852
9641,1068,2024-05-14,Vestuario,Calcetines,2,106778,39895
9640,1068,2024-06-15,Hogar,Alfombra,7,440018,117405
9645,1068,2024-07-08,Hogar,Silla,3,171893,45656
9644,1068,2024-08-15,Deportes,Guantes,2,111820,35951
9647,1068,2024-12-22,Deportes,Pesas,1,86420,25622
9642,1068,2024-12-27,Deportes,Poleron,1,78129,21628
