id_venta,id_cliente,fecha,categoria,producto,unidades,ventas,margen
6905,1339,2023-12-18,Vestuario,Zapatillas,3,83235,29598
6906,105,2023-12-13,Vestuario,Chaqueta,3,288987,87065
6907,259,2023-03-11,Electrodomesticos,Lavadora,2,127174,30380
6908,8,2024-12-12,Deportes,Raqueta,1,101776,26574
6909,1212,2023-05-14,Vestuario,Zapatillas,3,354417,106383
6910,307,2023-12-07,Tecnologia,Monitor,1,36630,11598
6911,274,2023-05-01,Tecnologia,Monitor,1,124544,41985
6912,167,2024-01-11,Electrodomesticos,Aspiradora,3,340506,112637
6913,1093,2023-04-10,Vestuario,Chaqueta,2,175468,45136
6914,251,2023-07-14,Tecnologia,Notebook,2,30898,9699
6915,946,2023-06-30,Electrodomesticos,Refrigerador,3,267492,51732
6916,314,2023-11-22,Deportes,Raqueta,2,142850,27142
6917,126,2023-11-06,Deportes,Bicicleta,3,491295,129179
6918,223,2024-10-04,Vestuario,Polera,1,36867,11042
6919,318,2023-11-03,Vestuario,Zapatillas,3,183396,33460
6920,886,2024-12-27,Electrodomesticos,Microondas,3,303084,62726
6921,1370,2024-09-17,Vestuario,Pantalon,2,184874,49747
6922,1401,2023-11-03,Hogar,Lampara,1,137277,45432
6923,266,2023-11-03,Tecnologia,Tablet,1,70140,19763
6924,923,2024-07-05,Deportes,Balon,2,30092,8635
6925,1463,2023-09-30,Electrodomesticos,Lavadora,4,235388,67783
6926,1366,2024-11-10,Electrodomesticos,Microondas,1,67021,22440
6927,1052,2023-08-28,Vestuario,Chaqueta,1,24050,4478
6928,1189,2024-01-30,Deportes,Balon,4,599468,200059
6929,131,2024-01-04,Electrodomesticos,Refrigerador,3,185847,52969
6930,1013,2023-05-09,Hogar,Lampara,1,100854,37025
6931,1473,2024-01-26,Vestuario,Polera,3,62313,14386
6932,35,2024-11-15,Tecnologia,Notebook,1,90628,19951
6933,1285,2023-03-25,Tecnologia,Monitor,3,15000,3781
6934,504,2023-08-13,Deportes,Pesas,2,252602,77498
6935,71,2023-08-05,Hogar,Silla,1,84628,18969
6936,1159,2023-08-01,Electrodomesticos,Aspiradora,1,138158,26034
6937,196,2024-12-30,Hogar,Lampara,1,160530,42220
6938,912,2024-04-16,Hogar,Sofa,1,127411,26505
6939,58,2023-10-14,Tecnologia,Notebook,2,63480,12156
6940,109,2024-07-11,Hogar,Silla,5,413625,103498
6941,980,2023-12-18,Hogar,Mesa,3,306249,74108
6942,1084,2024-12-21,Deportes,Balon,4,353564,92595
6943,1336,2023-06-09,Hogar,Mesa,2,186654,51344
6944,101,2023-05-28,Vestuario,Polera,1,136926,32755
6945,407,2023-06-03,Hogar,Lampara,1,124516,42473
6946,992,2023-03-20,Deportes,Pesas,3,245154,52366
6947,1052,2024-01-10,Tecnologia,Smartphone,3,218250,63570
6948,1002,2024-10-29,Electrodomesticos,Aspiradora,9,249642,77702
6949,908,2023-05-11,Hogar,Silla,3,338226,97046
6950,863,2024-10-11,Tecnologia,Monitor,1,80505,27820
6951,1212,2024-05-04,Deportes,Pesas,1,77039,24815
6952,620,2023-05-27,Hogar,Mesa,3,327219,95892
6953,623,2024-09-03,Hogar,Sofa,1,118309,34023
6954,1353,2024-06-05,Deportes,Pesas,2,32678,6998
6955,1296,2023-08-31,Hogar,Sofa,2,330284,115815
6956,605,2024-06-01,Deportes,Pesas,6,302922,61747
6957,791,2023-02-18,Electrodomesticos,Lavadora,1,101729,37576
6958,625,2024-05-18,Electrodomesticos,Microondas,2,280066,97356
6959,590,2024-01-17,Hogar,Silla,2,239322,79227
6960,847,2024-11-18,Deportes,Balon,1,88251,32496
6961,354,2023-03-12,Deportes,Bicicleta,1,99651,33280
6962,512,2024-01-07,Vestuario,Polera,4,304964,55310
6963,1193,2023-04-14,Hogar,Lampara,7,590037,144266
6964,237,2024-11-02,Tecnologia,Tablet,2,195068,39123
6965,660,2023-04-29,Electrodomesticos,Refrigerador,5,510850,143162
6966,1342,2024-03-04,Electrodomesticos,Refrigerador,3,337188,120572
6967,81,2024-11-19,Electrodomesticos,Refrigerador,2,146266,37781
6968,259,2024-03-01,Deportes,Bicicleta,1,49093,11812
6969,532,2023-01-02,Vestuario,Chaqueta,3,227412,52237
6970,172,2024-10-06,Vestuario,Chaqueta,7,935207,269307
6971,729,2023-10-21,Vestuario,Zapatillas,4,20000,7148
6972,1380,2023-10-20,Deportes,Pesas,1,52454,14745
6973,1284,2024-11-07,Deportes,Bicicleta,1,119331,37640
6974,764,2024-10-22,Vestuario,Zapatillas,1,96413,20828
6975,889,2023-07-12,Vestuario,Pantalon,1,106454,28195
6976,93,2023-12-24,Electrodomesticos,Lavadora,1,34730,8148
6977,216,2023-03-14,Vestuario,Zapatillas,1,131237,33562
6978,996,2023-03-11,Tecnologia,Monitor,1,150147,34546
6979,510,2024-08-28,Hogar,Lampara,1,41071,8695
6980,1,2024-10-19,Vestuario,Zapatillas,1,112185,41477
6981,1027,2023-07-22,Tecnologia,Tablet,5,487695,137068
6982,461,2023-11-07,Tecnologia,Monitor,2,131972,46153
6983,1237,2023-09-12,Vestuario,Chaqueta,1,59488,13016
6984,1199,2023-01-05,Tecnologia,Notebook,2,164384,41267
6985,981,2023-04-10,Hogar,Mesa,1,125647,36174
6986,192,2024-03-15,Hogar,Lampara,1,115500,38141
6987,480,2024-10-05,Deportes,Bicicleta,2,123708,42261
6988,666,2024-12-10,Hogar,Lampara,2,311246,113904
6989,414,2024-12-19,Vestuario,Zapatillas,1,118481,35202
6990,280,2024-04-09,Hogar,Lampara,4,288780,95577
6991,1200,2024-04-09,Deportes,Raqueta,1,120714,43328
6992,59,2024-08-28,Deportes,Pesas,3,427383,120879
6993,1065,2023-09-06,Vestuario,Pantalon,1,83919,16201
6994,198,2023-12-16,Tecnologia,Monitor,1,120435,44752
6995,235,2023-12-21,Hogar,Mesa,2,232224,44354
6996,467,2023-04-08,Hogar,Silla,2,303892,79341
6997,666,2024-11-15,Deportes,Bicicleta,2,214646,60526
6998,136,2024-05-27,Tecnologia,Smartphone,2,155022,57270
6999,252,2024-12-10,Vestuario,Zapatillas,2,155880,52513
7000,1268,2023-11-09,Deportes,Pesas,3,48174,15290
7001,266,2023-09-29,Electrodomesticos,Lavadora,2,252378,51413
7002,680,2023-08-28,Vestuario,Pantalon,3,252303,69888
7003,468,2024-10-22,Tecnologia,Notebook,1,78501,16454
7004,830,2023-05-06,Deportes,Balon,1,91883,19576
7005,778,2024-06-14,Electrodomesticos,Microondas,3,248397,79693
7006,1078,2023-11-24,Vestuario,Chaqueta,2,184424,35672
7007,20,2024-12-08,Hogar,Mesa,1,157018,37122
7008,1363,2023-02-09,Tecnologia,Notebook,5,310670,65574
7009,274,2024-05-06,Tecnologia,Notebook,2,167098,46190
7010,992,2023-02-10,Hogar,Silla,5,656300,205750
7011,424,2024-04-20,Vestuario,Chaqueta,2,258316,84683
7012,1308,2023-11-07,Electrodomesticos,Aspiradora,4,222252,80699
7013,181,2024-04-18,Vestuario,Polera,5,286595,64594
7014,1474,2024-08-30,Deportes,Bicicleta,1,57990,12387
7015,953,2024-06-08,Vestuario,Polera,7,803236,235217
7016,1238,2023-07-27,Tecnologia,Monitor,1,5000,1437
7017,596,2024-08-27,Hogar,Sofa,1,96806,28218
7018,1164,2024-02-01,Hogar,Lampara,3,206691,73320
7019,1331,2024-12-28,Hogar,Sofa,1,113079,31291
7020,1481,2024-07-18,Hogar,Mesa,2,69332,24403
7021,461,2023-06-26,Electrodomesticos,Lavadora,4,305352,57038
7022,850,2023-06-04,Electrodomesticos,Refrigerador,1,82667,29881
7023,135,2023-01-09,Deportes,Balon,1,69291,17137
7024,266,2024-12-06,Hogar,Sofa,1,43234,10970
7025,455,2024-07-25,Deportes,Balon,2,271424,74697
7026,641,2023-10-12,Tecnologia,Smartphone,2,187024,38900
7027,185,2023-04-25,Electrodomesticos,Microondas,2,105292,39636
7028,1023,2024-04-02,Deportes,Raqueta,5,548480,174959
7029,798,2023-01-02,Deportes,Balon,3,218238,43001
7030,1377,2024-01-16,Hogar,Lampara,1,146735,28120
7031,1498,2023-09-21,Tecnologia,Monitor,5,443825,115043
7032,1075,2023-01-06,Deportes,Pesas,1,81844,22551
7033,1105,2024-10-31,Deportes,Raqueta,1,151951,34473
7034,363,2024-08-01,Vestuario,Zapatillas,1,65253,17490
7035,22,2023-02-05,Electrodomesticos,Refrigerador,6,487740,114643
7036,184,2023-03-02,Hogar,Mesa,1,154809,35010
7037,15,2024-09-28,Tecnologia,Monitor,2,167172,30856
7038,950,2023-06-06,Vestuario,Zapatillas,1,42551,14606
7039,1464,2023-07-11,Vestuario,Zapatillas,2,269396,61282
7040,462,2024-01-30,Tecnologia,Tablet,1,90827,24229
7041,512,2023-08-19,Tecnologia,Monitor,2,242028,78880
7042,944,2023-02-13,Electrodomesticos,Microondas,2,351810,118870
7043,1469,2024-04-20,Hogar,Sofa,1,94135,26967
7044,217,2024-12-29,Tecnologia,Monitor,5,204250,57914
7045,76,2024-02-06,Electrodomesticos,Lavadora,1,110522,23649
7046,1088,2023-10-12,Vestuario,Zapatillas,2,252740,76021
7047,1111,2023-09-11,Tecnologia,Tablet,1,91326,30328
7048,1238,2024-07-14,Electrodomesticos,Aspiradora,1,124623,31585
7049,1229,2024-02-19,Deportes,Pesas,3,194349,51373
7050,1242,2024-06-10,Deportes,Pesas,1,7702,1785
7051,42,2024-09-12,Hogar,Lampara,5,378595,142234
7052,653,2023-06-09,Deportes,Pesas,1,7265,2616
7053,856,2023-09-29,Tecnologia,Monitor,4,520964,183906
7054,435,2023-11-19,Hogar,Silla,2,259942,59586
7055,307,2024-04-24,Electrodomesticos,Aspiradora,4,163836,59303
7056,1156,2024-09-13,Electrodomesticos,Aspiradora,3,323532,78671
7057,936,2024-02-27,Tecnologia,Notebook,3,159375,58668
7058,1423,2023-01-18,Vestuario,Polera,2,175324,45875
7059,193,2023-05-24,Hogar,Lampara,1,43161,8016
7060,151,2024-05-21,Hogar,Mesa,4,460200,92507
7061,628,2024-12-31,Electrodomesticos,Microondas,4,357380,70673
7062,395,2023-02-22,Electrodomesticos,Aspiradora,2,119118,27129
7063,516,2023-03-29,Vestuario,Chaqueta,2,58684,20863
7064,1408,2024-03-10,Electrodomesticos,Aspiradora,1,113396,37772
7065,705,2023-08-11,Electrodomesticos,Microondas,2,126306,27174
7066,1225,2023-03-14,Vestuario,Zapatillas,4,387688,72104
7067,439,2024-09-18,Electrodomesticos,Aspiradora,3,131289,40274
7068,699,2023-01-24,Deportes,Balon,4,567452,147252
7069,1075,2023-01-31,Tecnologia,Monitor,2,84758,29369
7070,1206,2024-07-28,Tecnologia,Monitor,1,89765,29579
7071,236,2024-07-02,Deportes,Bicicleta,3,519597,167760
7072,310,2023-01-27,Tecnologia,Smartphone,2,203562,75948
7073,1445,2023-12-13,Electrodomesticos,Aspiradora,2,142136,52203
7074,1076,2024-12-27,Electrodomesticos,Microondas,1,116618,37720
7075,996,2023-08-08,Tecnologia,Notebook,1,119805,21625
7076,198,2023-04-21,Tecnologia,Tablet,1,85738,24186
7077,20,2024-11-26,Deportes,Raqueta,2,288302,70964
7078,1458,2024-07-20,Hogar,Lampara,1,55830,11908
7079,1105,2023-09-07,Hogar,Lampara,1,39405,7942
7080,1030,2023-08-28,Vestuario,Polera,2,10000,3439
7081,467,2024-02-04,Hogar,Silla,5,341175,81267
7082,563,2024-11-10,Electrodomesticos,Refrigerador,2,149106,39997
7083,784,2023-06-09,Tecnologia,Notebook,3,139965,48047
7084,1146,2024-11-16,Deportes,Pesas,1,172339,57309
7085,962,2023-04-20,Tecnologia,Smartphone,4,461828,115973
7086,1245,2023-11-24,Tecnologia,Smartphone,4,310300,68530
7087,335,2023-02-13,Deportes,Bicicleta,1,85416,16516
7088,716,2024-06-22,Tecnologia,Smartphone,2,164614,53434
7089,315,2023-12-16,Tecnologia,Notebook,1,83243,17433
7090,1339,2023-08-04,Tecnologia,Monitor,1,93906,31447
7091,1331,2023-08-15,Vestuario,Zapatillas,2,44992,10540
7092,540,2024-10-17,Deportes,Raqueta,3,367701,95517
7093,1418,2023-07-10,Tecnologia,Tablet,3,436773,92703
7094,1352,2024-12-31,Deportes,Raqueta,2,270464,50645
7095,1263,2024-06-30,Electrodomesticos,Microondas,4,370672,115176
7096,750,2024-08-14,Electrodomesticos,Refrigerador,1,91270,19984
7097,480,2024-12-26,Hogar,Silla,2,137170,51795
7098,298,2024-10-25,Electrodomesticos,Microondas,2,188444,58642
7099,732,2024-09-10,Electrodomesticos,Aspiradora,1,35023,7462
7100,159,2023-01-18,Vestuario,Polera,1,151048,38381
7101,673,2024-12-19,Electrodomesticos,Refrigerador,2,100674,27099
7102,464,2024-08-29,Deportes,Raqueta,3,176970,51344
7103,869,2024-03-07,Electrodomesticos,Refrigerador,3,422268,137752
7104,1224,2024-01-21,Tecnologia,Monitor,1,34344,7544
7105,714,2023-07-30,Tecnologia,Smartphone,5,240375,78888
7106,1431,2024-08-19,Vestuario,Polera,2,191448,70529
7107,1115,2024-06-25,Deportes,Balon,3,418629,146011
7108,751,2023-05-08,Deportes,Raqueta,3,181455,44872
7109,710,2023-09-05,Hogar,Sofa,4,157140,55868
7110,550,2023-09-04,Hogar,Mesa,2,216660,39965
7111,1004,2024-02-27,Deportes,Balon,1,125817,22841
7112,251,2023-12-11,Vestuario,Polera,1,94905,25899
7113,40,2024-12-04,Electrodomesticos,Aspiradora,4,715648,135442
7114,276,2024-04-27,Deportes,Bicicleta,1,101947,28480
7115,107,2023-04-02,Vestuario,Polera,1,120644,37884
7116,251,2023-09-18,Tecnologia,Monitor,1,147657,26596
7117,1007,2023-09-22,Deportes,Bicicleta,2,129396,30283
7118,204,2023-03-11,Hogar,Sofa,5,334085,61935
7119,37,2024-09-20,Electrodomesticos,Microondas,1,38336,12232
7120,100,2023-10-22,Deportes,Pesas,3,352731,108752
7121,1419,2024-02-14,Tecnologia,Smartphone,3,334641,80187
7122,285,2023-06-08,Vestuario,Zapatillas,2,317246,118233
7123,571,2023-10-17,Deportes,Raqueta,2,184342,35649
7124,823,2024-03-11,Deportes,Pesas,2,55194,10635
7125,646,2024-06-12,Hogar,Lampara,2,221654,65899
7126,890,2024-11-27,Hogar,Mesa,2,156092,51756
7127,1096,2024-08-26,Tecnologia,Monitor,1,123729,25160
7128,229,2024-06-10,Electrodomesticos,Aspiradora,4,126592,29851
7129,943,2024-04-18,Tecnologia,Tablet,1,66097,23831
7130,1273,2024-03-19,Vestuario,Chaqueta,2,308428,95956
7131,996,2024-03-08,Tecnologia,Notebook,3,104481,29076
7132,1001,2023-07-28,Hogar,Mesa,3,117117,21676
7133,502,2023-05-05,Electrodomesticos,Refrigerador,1,58276,12917
7134,1376,2024-03-22,Hogar,Sofa,3,281787,62326
7135,573,2023-08-25,Electrodomesticos,Microondas,5,836230,315880
7136,713,2023-10-21,Electrodomesticos,Refrigerador,2,255296,70975
7137,419,2023-03-20,Vestuario,Zapatillas,2,187658,62286
7138,274,2024-12-27,Electrodomesticos,Microondas,1,95868,28436
7139,175,2024-03-12,Deportes,Bicicleta,1,10360,3457
7140,534,2024-01-27,Deportes,Pesas,3,225216,50340
7141,905,2024-03-15,Deportes,Bicicleta,3,163095,34911
7142,742,2024-01-14,Deportes,Pesas,1,60631,13265
7143,619,2024-05-04,Deportes,Bicicleta,3,255639,89593
7144,930,2023-10-19,Deportes,Pesas,2,112944,28418
7145,419,2023-04-18,Deportes,Bicicleta,1,140805,41357
7146,488,2023-04-27,Electrodomesticos,Microondas,3,430398,132308
7147,495,2024-07-18,Electrodomesticos,Microondas,1,55758,14228
7148,616,2024-06-29,Deportes,Balon,2,233994,77553
7149,1351,2023-09-20,Tecnologia,Smartphone,1,79598,25197
7150,19,2024-12-06,Deportes,Balon,1,18130,4792
7151,745,2024-04-27,Electrodomesticos,Lavadora,6,690444,150176
7152,695,2023-09-08,Tecnologia,Notebook,1,62144,12440
7153,416,2024-12-14,Vestuario,Pantalon,1,102901,34733
7154,1297,2024-12-31,Electrodomesticos,Refrigerador,2,220820,58436
7155,868,2024-08-16,Deportes,Bicicleta,4,277484,87154
7156,646,2024-12-18,Hogar,Sofa,6,909828,259686
7157,863,2024-07-17,Tecnologia,Monitor,1,117561,28271
7158,6,2023-05-31,Vestuario,Zapatillas,3,214755,50845
7159,1377,2023-11-09,Hogar,Mesa,2,277760,60627
7160,748,2024-08-18,Electrodomesticos,Aspiradora,3,394341,97099
7161,50,2024-03-12,Vestuario,Chaqueta,1,80410,17172
7162,1139,2024-04-24,Electrodomesticos,Microondas,2,30050,8202
7163,545,2024-04-10,Hogar,Mesa,1,20691,4524
7164,1472,2023-07-17,Electrodomesticos,Microondas,3,165192,47345
7165,682,2023-04-05,Vestuario,Chaqueta,4,193084,63032
7166,864,2024-09-29,Tecnologia,Monitor,2,164676,30028
7167,826,2024-11-01,Electrodomesticos,Refrigerador,1,112997,31262
7168,1172,2023-10-06,Electrodomesticos,Microondas,4,379188,81904
7169,1226,2023-11-18,Tecnologia,Notebook,2,191404,36621
7170,1245,2024-10-11,Tecnologia,Tablet,1,87551,20502
7171,1264,2023-12-10,Tecnologia,Tablet,1,38785,8920
7172,6,2024-01-04,Electrodomesticos,Microondas,1,34636,10451
7173,512,2024-06-23,Hogar,Lampara,1,139326,34449
7174,945,2023-03-23,Deportes,Balon,1,156738,45542
7175,92,2024-04-02,Hogar,Sofa,2,27416,9533
7176,236,2024-02-12,Hogar,Silla,1,137684,47844
7177,490,2023-03-07,Tecnologia,Tablet,2,374502,109606
7178,494,2023-03-23,Hogar,Mesa,1,75277,23688
7179,1486,2024-01-12,Electrodomesticos,Microondas,1,74372,24830
7180,133,2024-08-23,Deportes,Pesas,1,75479,15942
7181,733,2024-12-23,Tecnologia,Monitor,2,77842,20158
7182,959,2023-02-24,Tecnologia,Smartphone,4,448084,96809
7183,532,2024-01-15,Vestuario,Zapatillas,4,252456,84919
7184,876,2023-02-18,Vestuario,Pantalon,3,469980,98107
7185,1369,2023-09-29,Deportes,Balon,2,246782,50586
7186,840,2024-03-31,Deportes,Balon,1,95491,33284
7187,694,2024-03-03,Tecnologia,Smartphone,1,176532,38925
7188,1121,2023-09-03,Hogar,Sofa,2,186818,44378
7189,216,2024-06-17,Hogar,Mesa,2,313006,70827
7190,1393,2024-10-18,Tecnologia,Smartphone,6,474036,144909
7191,681,2023-01-29,Vestuario,Chaqueta,1,88510,26574
7192,19,2023-05-24,Hogar,Sofa,1,123902,22809
7193,471,2024-03-13,Tecnologia,Monitor,2,227688,70228
7194,785,2024-06-25,Vestuario,Pantalon,3,210642,55038
7195,160,2024-03-18,Tecnologia,Smartphone,2,173364,48959
7196,322,2024-11-15,Tecnologia,Notebook,1,61204,21075
7197,1045,2024-09-17,Hogar,Sofa,3,249399,94181
7198,1311,2024-03-14,Deportes,Balon,6,460980,135225
7199,849,2024-12-24,Tecnologia,Notebook,2,173998,60836
7200,794,2024-09-21,Tecnologia,Tablet,1,124597,26749
7201,815,2023-02-19,Deportes,Raqueta,1,67234,12600
7202,1283,2024-07-06,Electrodomesticos,Microondas,3,345309,75774
7203,1370,2024-07-25,Hogar,Sofa,1,41245,12099
7204,582,2024-12-05,Deportes,Balon,1,76380,26026
7205,861,2024-10-30,Deportes,Raqueta,1,195261,60469
7206,1225,2023-02-01,Hogar,Silla,1,106166,37065
7207,1427,2023-08-11,Hogar,Lampara,1,118374,27436
7208,936,2024-06-14,Electrodomesticos,Refrigerador,5,531100,120519
7209,1311,2023-12-17,Vestuario,Polera,2,268610,81311
7210,383,2024-07-21,Tecnologia,Tablet,5,146770,31048
7211,804,2024-01-30,Vestuario,Pantalon,6,338514,77607
7212,1207,2024-09-13,Hogar,Lampara,1,103259,21911
7213,1478,2024-01-19,Deportes,Pesas,1,158036,30834
7214,521,2023-02-13,Tecnologia,Tablet,3,572577,120105
7215,615,2023-09-21,Deportes,Raqueta,4,301940,73926
7216,1497,2023-07-05,Electrodomesticos,Microondas,1,63245,15344
7217,765,2024-11-23,Electrodomesticos,Microondas,4,281888,82927
7218,955,2024-05-23,Vestuario,Zapatillas,1,130827,46461
7219,73,2023-08-01,Electrodomesticos,Microondas,1,106058,19629
7220,675,2024-09-27,Vestuario,Pantalon,7,174391,45848
7221,730,2023-06-26,Electrodomesticos,Aspiradora,2,184472,36145
7222,528,2023-05-10,Hogar,Lampara,3,80187,27049
7223,1259,2023-11-20,Vestuario,Polera,2,166120,45416
7224,253,2024-01-14,Deportes,Pesas,3,312405,70719
7225,575,2024-10-26,Electrodomesticos,Refrigerador,5,340765,105958
7226,42,2024-10-06,Vestuario,Polera,3,312159,115354
7227,1365,2024-11-08,Vestuario,Pantalon,1,76437,19330
7228,952,2023-11-18,Deportes,Raqueta,2,10000,2021
7229,437,2023-12-22,Hogar,Mesa,2,247088,56288
7230,331,2023-07-10,Deportes,Bicicleta,1,97766,30660
7231,510,2023-02-07,Tecnologia,Tablet,1,74222,25460
7232,841,2024-02-29,Deportes,Bicicleta,2,163572,50409
7233,1043,2023-09-27,Tecnologia,Notebook,1,97844,31216
7234,1279,2023-01-21,Electrodomesticos,Refrigerador,2,178920,55784
7235,946,2023-08-18,Deportes,Bicicleta,3,342303,63481
7236,229,2024-04-25,Deportes,Pesas,2,62222,19823
7237,710,2024-05-22,Vestuario,Zapatillas,1,129381,30038
7238,1161,2024-10-10,Electrodomesticos,Aspiradora,1,169362,45228
7239,897,2024-08-04,Hogar,Lampara,1,105948,21298
7240,914,2023-03-11,Electrodomesticos,Aspiradora,3,139479,27466
7241,1490,2023-12-18,Tecnologia,Smartphone,1,40585,14219
7242,471,2023-12-17,Vestuario,Polera,3,167859,47978
7243,790,2024-05-25,Hogar,Mesa,1,139890,27681
7244,63,2024-11-03,Tecnologia,Monitor,2,219570,60321
7245,673,2023-10-09,Electrodomesticos,Lavadora,2,152674,30500
7246,1492,2024-07-17,Vestuario,Pantalon,1,78317,27023
7247,166,2023-11-17,Vestuario,Zapatillas,1,106033,31070
7248,134,2024-03-29,Deportes,Pesas,4,293404,81941
7249,178,2023-03-05,Deportes,Raqueta,3,354342,73412
7250,1081,2023-06-28,Vestuario,Zapatillas,2,98854,20867
7251,691,2024-04-23,Vestuario,Polera,3,15000,3360
7252,879,2023-02-11,Hogar,Silla,3,285654,91834
7253,1204,2023-10-08,Electrodomesticos,Aspiradora,2,133290,46896
7254,115,2023-03-10,Hogar,Lampara,2,170618,38683
7255,503,2023-06-25,Tecnologia,Monitor,2,132988,35352
7256,329,2023-01-14,Vestuario,Chaqueta,1,28801,9676
7257,510,2023-01-14,Hogar,Silla,1,123403,44577
7258,1027,2024-06-25,Tecnologia,Smartphone,3,290142,84083
7259,57,2023-04-03,Electrodomesticos,Refrigerador,1,112343,39649
7260,423,2024-12-15,Tecnologia,Tablet,1,54994,14853
7261,1442,2024-03-18,Tecnologia,Smartphone,2,186400,38493
7262,622,2024-09-17,Deportes,Bicicleta,9,1027719,245269
7263,786,2024-06-26,Tecnologia,Notebook,3,295128,91208
7264,739,2023-08-16,Tecnologia,Tablet,7,352177,115783
7265,149,2023-05-01,Deportes,Balon,1,59980,22708
7266,1443,2023-04-13,Hogar,Mesa,2,208330,49084
7267,873,2023-08-17,Tecnologia,Notebook,3,251502,51182
7268,306,2024-08-25,Vestuario,Polera,1,49591,14824
7269,678,2024-10-20,Hogar,Silla,1,61858,17832
7270,1253,2024-11-28,Vestuario,Pantalon,1,66736,13256
7271,745,2024-09-09,Deportes,Bicicleta,2,177140,47150
7272,519,2023-10-05,Tecnologia,Notebook,1,50073,15993
7273,1138,2024-03-25,Hogar,Mesa,2,143576,33841
7274,547,2024-12-27,Deportes,Bicicleta,4,142380,54088
7275,862,2024-03-25,Tecnologia,Smartphone,4,265836,62942
7276,682,2023-06-10,Hogar,Sofa,1,109000,38480
7277,1425,2023-11-23,Hogar,Lampara,4,340964,71039
7278,489,2024-12-26,Tecnologia,Tablet,1,131547,41537
7279,1025,2024-11-21,Hogar,Silla,5,252290,57240
7280,763,2024-04-05,Electrodomesticos,Lavadora,2,227160,77837
7281,659,2023-08-22,Vestuario,Pantalon,1,28770,10125
7282,358,2024-07-29,Electrodomesticos,Microondas,5,335125,77574
7283,192,2024-07-11,Electrodomesticos,Lavadora,3,304647,97158
7284,772,2024-02-12,Tecnologia,Monitor,3,243057,78613
7285,644,2024-09-12,Deportes,Pesas,3,81669,17786
7286,872,2024-12-23,Vestuario,Pantalon,1,128903,39080
7287,557,2023-05-27,Vestuario,Chaqueta,1,100866,31327
7288,1451,2023-01-28,Hogar,Silla,4,141424,46608
7289,484,2024-03-05,Electrodomesticos,Aspiradora,3,408630,97417
7290,162,2023-12-28,Hogar,Lampara,1,56924,18244
7291,684,2023-02-05,Electrodomesticos,Refrigerador,2,156066,47723
7292,1143,2023-08-08,Vestuario,Chaqueta,1,95721,25882
7293,1393,2024-09-10,Electrodomesticos,Aspiradora,1,50681,18007
7294,779,2023-05-22,Vestuario,Pantalon,3,163206,52421
7295,1253,2024-12-17,Hogar,Sofa,1,99043,30884
7296,1354,2023-03-28,Deportes,Raqueta,1,15713,4241
7297,1271,2024-04-27,Tecnologia,Monitor,1,104426,33821
7298,103,2023-11-28,Deportes,Raqueta,1,65291,12199
7299,1335,2024-07-30,Electrodomesticos,Refrigerador,1,76881,20571
7300,6,2024-02-23,Tecnologia,Notebook,2,339920,84674
7301,619,2023-04-24,Hogar,Lampara,1,85642,21024
7302,1285,2023-11-24,Vestuario,Zapatillas,4,461212,126949
7303,238,2023-03-27,Electrodomesticos,Refrigerador,2,150944,35183
7304,1074,2023-02-25,Electrodomesticos,Aspiradora,5,602535,212645
7305,1199,2023-10-29,Vestuario,Chaqueta,3,351426,98789
7306,918,2024-06-18,Vestuario,Polera,3,150978,27706
7307,1007,2024-03-27,Tecnologia,Monitor,4,361816,97308
7308,557,2023-02-27,Vestuario,Pantalon,3,346257,77649
7309,714,2024-07-08,Hogar,Sofa,3,54417,19113
7310,1264,2024-05-09,Tecnologia,Tablet,5,460650,132627
7311,1207,2023-06-07,Vestuario,Chaqueta,1,96952,27454
7312,343,2024-11-17,Tecnologia,Smartphone,2,128148,47197
7313,1207,2023-11-26,Deportes,Raqueta,1,44101,14782
7314,763,2024-07-05,Hogar,Mesa,1,176147,35526
7315,1370,2024-07-07,Hogar,Sofa,5,599295,192685
7316,496,2023-01-18,Hogar,Sofa,2,63572,20032
7317,850,2023-06-14,Tecnologia,Tablet,3,413289,119140
7318,198,2024-12-28,Tecnologia,Tablet,1,124834,23695
7319,656,2023-06-15,Electrodomesticos,Microondas,3,360570,115590
7320,611,2024-08-28,Electrodomesticos,Refrigerador,2,194938,49219
7321,595,2023-05-21,Tecnologia,Notebook,1,105173,29455
7322,788,2024-03-14,Vestuario,Zapatillas,4,427256,143061
7323,1404,2023-06-27,Vestuario,Polera,1,164101,58892
7324,1074,2024-11-04,Vestuario,Chaqueta,2,210966,70961
7325,384,2024-02-05,Electrodomesticos,Refrigerador,5,229055,51791
7326,1025,2024-05-12,Hogar,Silla,5,122320,34200
7327,238,2023-09-29,Electrodomesticos,Aspiradora,2,172432,48430
7328,963,2024-02-15,Electrodomesticos,Aspiradora,3,21249,7435
7329,570,2024-09-12,Deportes,Pesas,2,138630,47763
7330,1273,2024-12-25,Electrodomesticos,Microondas,1,108057,28847
7331,378,2024-12-06,Vestuario,Zapatillas,3,400623,97075
7332,1206,2024-07-04,Tecnologia,Tablet,2,251256,77694
7333,831,2024-07-10,Electrodomesticos,Lavadora,1,113467,30806
7334,996,2023-10-30,Electrodomesticos,Refrigerador,1,118757,32272
7335,1084,2024-10-04,Tecnologia,Smartphone,2,196050,53664
7336,434,2024-03-22,Vestuario,Chaqueta,2,43022,11543
