fecha,categoria,region,segmento,ventas,beneficio
2023-12-16,Deportes,Centro,Empresa,51247,17356
2024-07-17,Hogar,Sur,Retail,102510,23413
2024-11-30,Hogar,Norte,Retail,114647,36206
2024-07-15,Tecnologia,Norte,Retail,200908,50067
2024-02-25,Tecnologia,Norte,Retail,73299,17685
2023-12-26,Deportes,Norte,Retail,23978,7737
2023-04-28,Vestuario,Centro,Empresa,28263,9259
2024-12-08,Electrodomesticos,Sur,Retail,150203,32661
2024-07-31,Electrodomesticos,Norte,Retail,202103,41065
2023-01-22,Tecnologia,Centro,Retail,169965,32512
2023-01-30,Tecnologia,Centro,Empresa,111828,20230
2024-05-26,Electrodomesticos,Centro,Retail,240447,41714
2024-11-21,Vestuario,Norte,Retail,63500,19577
2023-02-26,Electrodomesticos,Sur,Empresa,173547,26972
2024-08-16,Tecnologia,Centro,Empresa,201203,45358
2024-07-10,Vestuario,Sur,Empresa,31582,13322
2024-04-11,Tecnologia,Centro,Retail,215729,50708
2023-01-03,Electrodomesticos,Norte,Retail,155768,28430
2023-08-25,Deportes,Sur,Retail,93431,31007
2023-08-22,Electrodomesticos,Sur,Retail,152541,28875
2024-09-27,Deportes,Norte,Retail,79204,22478
2024-08-13,Electrodomesticos,Sur,Retail,162323,31536
2024-12-25,Vestuario,Centro,Retail,43248,12717
2024-07-21,Tecnologia,Norte,Empresa,158323,37652
2023-07-26,Hogar,Norte,Empresa,99614,24913
2023-02-13,Deportes,Sur,Empresa,75536,17292
2024-04-21,Hogar,Centro,Retail,123417,30717
2024-08-13,Tecnologia,Norte,Empresa,215242,48107
2023-03-17,Deportes,Sur,Empresa,96925,28663
2023-04-28,Tecnologia,Norte,Empresa,175889,41513
2024-11-02,Vestuario,Norte,Empresa,51243,16143
2023-09-22,Electrodomesticos,Norte,Retail,108907,19659
2024-03-04,Vestuario,Norte,Empresa,43304,17835
2024-05-18,Electrodomesticos,Sur,Empresa,206568,38042
2024-02-22,Hogar,Sur,Empresa,76685,19396
2024-12-10,Hogar,Sur,Empresa,98374,25761
2024-09-06,Tecnologia,Norte,Empresa,176134,38104
2024-10-19,Tecnologia,Centro,Retail,186987,40873
2023-08-06,Tecnologia,Sur,Retail,199288,44263
2023-06-01,Electrodomesticos,Centro,Retail,164230,24712
2024-10-17,Tecnologia,Centro,Empresa,166821,38449
2024-06-26,Deportes,Sur,Empresa,44484,12322
2023-07-06,Vestuario,Centro,Empresa,48593,11757
2023-02-07,Electrodomesticos,Centro,Retail,219811,38487
2024-05-26,Vestuario,Sur,Empresa,17725,6415
2023-10-03,Deportes,Sur,Retail,62619,16911
2023-11-29,Hogar,Centro,Empresa,94981,26749
2023-08-30,Electrodomesticos,Norte,Empresa,194242,37167
2024-02-22,Electrodomesticos,Sur,Retail,142367,22481
2023-11-02,Hogar,Sur,Empresa,98464,29431
2023-11-02,Hogar,Norte,Empresa,111949,34160
2023-01-31,Vestuario,Sur,Empresa,59247,22342
2023-01-21,Deportes,Norte,Empresa,34211,9349
2023-05-17,Vestuario,Centro,Empresa,46455,14023
2023-07-17,Hogar,Norte,Retail,153482,41261
2024-03-30,Hogar,Centro,Empresa,70906,18746
2023-10-08,Electrodomesticos,Norte,Retail,116856,19973
2023-04-07,Vestuario,Centro,Retail,33538,9467
2024-12-21,Tecnologia,Centro,Empresa,121381,33375
2023-12-29,Tecnologia,Norte,Retail,182968,49876
2024-03-13,Hogar,Centro,Empresa,71757,16982
2023-05-07,Deportes,Centro,Retail,50018,17795
2023-04-22,Vestuario,Norte,Empresa,60929,18176
2024-03-26,Vestuario,Norte,Empresa,55910,20606
2024-06-30,Vestuario,Sur,Empresa,59996,22241
2023-09-01,Deportes,Sur,Empresa,77599,22079
2023-10-11,Deportes,Centro,Empresa,60023,15081
2023-12-20,Electrodomesticos,Sur,Empresa,128007,22602
2023-04-15,Vestuario,Norte,Empresa,62836,22460
2023-06-02,Hogar,Norte,Empresa,116274,34915
2024-06-28,Hogar,Centro,Empresa,66476,17162
2024-04-14,Hogar,Sur,Retail,30185,8794
2024-08-26,Tecnologia,Centro,Empresa,186792,39821
2024-05-17,Electrodomesticos,Norte,Empresa,143409,23969
2024-10-03,Deportes,Norte,Empresa,67143,20384
2024-09-29,Hogar,Centro,Retail,83552,22924
2024-04-10,Hogar,Norte,Empresa,87807,20616
2023-05-21,Hogar,Sur,Retail,144983,43645
2023-07-17,Deportes,Norte,Empresa,99595,25661
2023-12-19,Tecnologia,Centro,Retail,196431,44130
2023-08-13,Hogar,Sur,Empresa,65709,19839
2023-12-29,Vestuario,Norte,Retail,39080,12314
2023-10-09,Deportes,Sur,Empresa,55247,14550
2023-01-18,Hogar,Norte,Empresa,85675,22389
2024-08-05,Electrodomesticos,Centro,Empresa,113715,20553
2023-08-19,Electrodomesticos,Centro,Empresa,228311,45898
2024-05-13,Vestuario,Centro,Empresa,50718,20269
2024-10-18,Electrodomesticos,Norte,Empresa,90458,16103
2024-01-26,Tecnologia,Norte,Retail,200768,44678
2024-02-01,Tecnologia,Centro,Empresa,305167,52199
2023-02-27,Electrodomesticos,Centro,Retail,110041,23604
2024-06-14,Hogar,Sur,Empresa,95601,25812
2024-06-21,Deportes,Centro,Empresa,55091,18270
2024-05-02,Tecnologia,Centro,Empresa,262110,61255
2023-03-05,Vestuario,Norte,Retail,39967,13791
2023-06-11,Electrodomesticos,Sur,Empresa,128116,21399
2024-03-18,Tecnologia,Sur,Retail,187431,43726
2024-11-21,Tecnologia,Norte,Retail,252081,60707
2024-08-03,Tecnologia,Sur,Retail,198441,39293
2024-03-13,Deportes,Sur,Empresa,58795,16074
2023-03-23,Electrodomesticos,Centro,Retail,172799,26460
2023-03-11,Hogar,Norte,Retail,112578,29532
2024-01-30,Hogar,Norte,Retail,44822,14529
2024-10-23,Vestuario,Sur,Retail,59207,21033
2023-07-13,Deportes,Centro,Empresa,76222,24027
2024-11-13,Deportes,Sur,Empresa,45001,14677
2024-06-23,Tecnologia,Norte,Retail,78610,15044
2024-12-03,Vestuario,Norte,Empresa,61570,24908
2023-04-30,Deportes,Norte,Empresa,43349,12044
2023-02-03,Hogar,Centro,Empresa,120056,34419
2024-01-30,Vestuario,Sur,Retail,25513,10767
2024-10-23,Tecnologia,Sur,Empresa,177611,48339
2023-03-10,Hogar,Centro,Empresa,105943,35027
2024-05-23,Tecnologia,Sur,Retail,144068,29886
2024-08-07,Hogar,Centro,Retail,51104,15793
2024-09-03,Deportes,Centro,Empresa,56320,16796
2024-01-06,Vestuario,Sur,Empresa,44560,14758
2023-05-10,Electrodomesticos,Centro,Retail,118827,23533
2024-06-30,Deportes,Sur,Empresa,28855,8539
2024-01-10,Tecnologia,Norte,Retail,279812,54727
2023-12-05,Electrodomesticos,Centro,Retail,81912,14268
2023-12-28,Vestuario,Norte,Retail,10000,3072
2024-04-01,Hogar,Norte,Retail,78008,17339
2023-09-16,Tecnologia,Sur,Empresa,215050,48405
2024-07-16,Deportes,Norte,Empresa,66194,18794
2023-08-06,Vestuario,Centro,Retail,57039,18673
2024-01-27,Tecnologia,Norte,Retail,39411,8508
2024-12-21,Hogar,Centro,Retail,101730,22774
2024-04-07,Tecnologia,Sur,Retail,167625,36581
2024-11-09,Tecnologia,Sur,Retail,185895,40660
2024-07-29,Deportes,Centro,Retail,64754,22770
2024-03-31,Tecnologia,Centro,Empresa,142119,30015
2024-05-01,Tecnologia,Sur,Empresa,221572,53401
2024-03-11,Tecnologia,Norte,Retail,182830,45221
2024-05-28,Tecnologia,Centro,Empresa,210521,43021
2024-12-09,Vestuario,Sur,Empresa,59238,22070
2023-06-27,Electrodomesticos,Sur,Empresa,240611,39217
2023-05-20,Vestuario,Norte,Empresa,59067,18766
2023-03-31,Vestuario,Centro,Retail,34440,12811
2023-03-31,Deportes,Centro,Retail,77717,25750
2023-09-12,Vestuario,Centro,Empresa,45649,16535
2024-01-26,Tecnologia,Sur,Empresa,90721,17668
2023-08-04,Deportes,Sur,Empresa,70072,22509
2023-01-28,Deportes,Norte,Retail,57985,17141
2023-06-19,Deportes,Norte,Empresa,48240,13221
2023-06-14,Tecnologia,Norte,Empresa,213690,48289
2024-12-15,Vestuario,Sur,Empresa,51384,16556
2023-10-14,Vestuario,Norte,Retail,65609,21397
2024-01-04,Vestuario,Norte,Retail,41531,11594
2024-07-21,Hogar,Centro,Retail,82701,23239
2024-12-29,Hogar,Centro,Empresa,84973,27045
2024-01-27,Tecnologia,Norte,Retail,170603,26506
2024-08-27,Vestuario,Sur,Empresa,32464,12436
2024-12-18,Deportes,Norte,Empresa,68476,22532
2023-02-28,Electrodomesticos,Centro,Empresa,195760,34809
2024-07-20,Hogar,Norte,Empresa,115463,33695
2023-12-31,Deportes,Norte,Retail,57953,15744
2024-07-21,Hogar,Centro,Retail,89376,26490
2023-10-26,Vestuario,Sur,Empresa,53320,21880
2023-11-18,Deportes,Norte,Empresa,66182,22930
2024-11-17,Hogar,Norte,Retail,160429,49062
2023-06-02,Tecnologia,Centro,Empresa,167955,35559
2024-10-05,Hogar,Centro,Retail,90445,27740
2023-05-05,Electrodomesticos,Norte,Retail,174101,35918
2024-06-13,Hogar,Centro,Empresa,97445,28103
2023-12-24,Vestuario,Norte,Empresa,44885,16549
2023-02-21,Electrodomesticos,Centro,Retail,222592,32149
2024-08-15,Vestuario,Sur,Empresa,47622,15270
2024-09-20,Vestuario,Sur,Retail,32144,13515
2023-11-13,Vestuario,Centro,Retail,51213,15333
2023-03-31,Vestuario,Norte,Retail,31219,11457
2023-12-17,Vestuario,Sur,Empresa,44474,16233
2024-11-25,Hogar,Centro,Empresa,93802,26236
2023-09-30,Vestuario,Norte,Empresa,38307,12366
2023-01-26,Vestuario,Sur,Empresa,46074,17750
2024-11-01,Tecnologia,Norte,Empresa,193480,39972
2024-05-28,Deportes,Sur,Retail,96810,23784
2023-02-24,Deportes,Norte,Retail,46310,14947
2024-10-07,Deportes,Centro,Retail,102721,31627
2024-12-23,Hogar,Sur,Empresa,54285,15015
2024-03-01,Tecnologia,Sur,Empresa,63880,14498
2024-04-18,Vestuario,Sur,Retail,40561,12858
2024-11-17,Hogar,Centro,Empresa,120081,33570
2024-06-10,Hogar,Norte,Empresa,120731,27630
2024-03-23,Electrodomesticos,Centro,Empresa,196157,38293
2024-02-26,Hogar,Norte,Retail,50258,14629
2024-01-04,Vestuario,Centro,Empresa,45560,15903
2024-11-11,Hogar,Centro,Empresa,129227,38216
2024-03-14,Tecnologia,Centro,Retail,152182,36211
2024-03-08,Tecnologia,Centro,Empresa,40502,8223
2023-05-11,Vestuario,Centro,Empresa,42645,15991
2024-03-05,Deportes,Norte,Retail,47250,14691
2023-06-09,Hogar,Norte,Empresa,131847,31188
2023-05-08,Hogar,Norte,Retail,64572,17840
2024-11-10,Deportes,Sur,Retail,84300,29322
2024-08-22,Vestuario,Norte,Retail,33264,11907
2024-12-14,Tecnologia,Sur,Empresa,133389,34047
2024-05-14,Deportes,Norte,Retail,63059,16389
2023-04-27,Tecnologia,Norte,Retail,159696,38350
2023-05-24,Hogar,Centro,Empresa,114704,30529
2023-10-14,Electrodomesticos,Sur,Retail,81093,14141
2024-02-26,Hogar,Sur,Empresa,51789,16234
2023-04-05,Tecnologia,Norte,Empresa,272757,62944
2024-01-04,Hogar,Norte,Retail,82191,21026
2024-10-08,Vestuario,Sur,Retail,56866,20502
2023-01-21,Electrodomesticos,Norte,Retail,212549,30026
2023-02-04,Vestuario,Norte,Retail,51554,20985
2024-08-16,Electrodomesticos,Norte,Empresa,188393,31887
2023-12-01,Deportes,Norte,Empresa,87760,25125
2024-11-26,Deportes,Norte,Empresa,60156,21630
2023-02-01,Deportes,Centro,Empresa,64090,18342
2024-07-30,Tecnologia,Norte,Retail,102478,21107
2023-10-29,Tecnologia,Centro,Empresa,181107,44137
2024-07-19,Deportes,Norte,Empresa,41326,12878
2023-10-29,Vestuario,Norte,Retail,47519,15972
2023-08-03,Electrodomesticos,Sur,Retail,138152,27064
2023-05-13,Electrodomesticos,Norte,Retail,142112,23449
2023-12-05,Electrodomesticos,Sur,Empresa,168987,35297
2023-06-15,Tecnologia,Centro,Retail,98380,17950
2023-07-19,Tecnologia,Centro,Retail,229669,48029
2024-07-23,Electrodomesticos,Centro,Retail,140029,24613
2024-05-24,Hogar,Sur,Retail,90983,26980
2024-02-25,Hogar,Centro,Empresa,100045,31493
2024-08-12,Tecnologia,Norte,Retail,151198,37472
2023-09-01,Vestuario,Sur,Empresa,29156,8509
2023-11-23,Hogar,Centro,Empresa,66669,17062
2023-02-03,Hogar,Norte,Empresa,45770,12842
2024-09-11,Electrodomesticos,Norte,Retail,156159,31221
2023-04-29,Vestuario,Norte,Retail,37248,12577
2024-03-20,Electrodomesticos,Sur,Retail,243454,36347
2024-03-21,Hogar,Norte,Empresa,135450,36302
2023-09-25,Tecnologia,Centro,Empresa,112031,27106
2024-08-15,Deportes,Centro,Empresa,56498,16596
2024-01-27,Deportes,Sur,Empresa,97401,33409
2023-05-23,Tecnologia,Sur,Empresa,219701,50464
2024-01-19,Deportes,Centro,Retail,76361,25311
2023-01-16,Electrodomesticos,Sur,Retail,168708,25177
2023-06-02,Deportes,Sur,Retail,78049,27122
2024-08-15,Electrodomesticos,Centro,Retail,138185,28182
2023-11-02,Deportes,Centro,Empresa,87635,25579
2023-03-15,Deportes,Sur,Retail,48361,14183
2024-05-30,Vestuario,Centro,Empresa,25427,9202
2024-01-26,Vestuario,Sur,Empresa,44958,13440
2024-05-31,Deportes,Sur,Retail,70841,23165
2023-05-09,Electrodomesticos,Centro,Retail,152540,23871
2024-09-09,Vestuario,Centro,Empresa,62307,22635
2023-10-27,Electrodomesticos,Norte,Empresa,157899,31540
2023-03-23,Deportes,Sur,Retail,82820,26355
2024-02-25,Hogar,Sur,Empresa,154133,44130
2024-09-27,Tecnologia,Norte,Retail,41204,9571
2024-03-03,Electrodomesticos,Centro,Retail,157541,29027
2023-05-26,Tecnologia,Sur,Retail,260438,61435
2024-12-13,Tecnologia,Centro,Retail,179343,39845
2023-07-07,Tecnologia,Norte,Retail,189864,46046
2023-05-21,Vestuario,Norte,Retail,66784,19918
2023-06-28,Deportes,Centro,Retail,41861,12304
2023-04-05,Electrodomesticos,Sur,Empresa,88904,18791
2023-07-22,Hogar,Norte,Retail,130785,40968
2024-06-21,Electrodomesticos,Sur,Empresa,169373,33044
2023-06-05,Electrodomesticos,Norte,Empresa,48874,10325
2023-07-11,Tecnologia,Sur,Retail,19495,4493
2023-09-02,Hogar,Norte,Retail,91424,25488
2024-06-30,Hogar,Centro,Retail,119378,33579
2024-05-25,Vestuario,Sur,Empresa,64293,21232
2023-12-18,Vestuario,Norte,Empresa,32373,10596
2023-11-27,Hogar,Centro,Retail,70858,19069
2024-02-23,Vestuario,Sur,Empresa,26424,10458
2023-08-03,Vestuario,Centro,Empresa,54026,19406
2024-01-11,Tecnologia,Sur,Empresa,146626,37179
2024-10-28,Vestuario,Centro,Empresa,43836,13452
2023-11-08,Electrodomesticos,Norte,Empresa,92717,18257
2023-04-13,Hogar,Sur,Empresa,143927,36984
2024-06-23,Vestuario,Norte,Retail,55918,22636
2024-08-20,Hogar,Sur,Retail,111867,34944
2023-09-07,Deportes,Centro,Retail,39325,12464
2023-01-27,Deportes,Sur,Empresa,79239,23951
2023-08-12,Electrodomesticos,Sur,Empresa,75313,15018
2023-10-18,Tecnologia,Centro,Retail,208352,42043
2023-11-01,Electrodomesticos,Sur,Empresa,204831,37354
2024-02-25,Hogar,Sur,Empresa,51739,11995
2024-08-19,Tecnologia,Norte,Retail,249778,64776
2023-12-01,Deportes,Norte,Retail,43534,12127
2023-12-11,Hogar,Centro,Empresa,87088,25955
2024-09-13,Electrodomesticos,Sur,Empresa,203249,46566
2024-03-25,Tecnologia,Centro,Empresa,212014,50689
2024-01-19,Vestuario,Sur,Retail,20391,5289
2024-08-26,Hogar,Sur,Empresa,67148,14207
2023-07-20,Deportes,Sur,Retail,82162,28236
2024-04-04,Vestuario,Norte,Retail,49062,15472
2024-07-06,Hogar,Norte,Empresa,64962,20066
2024-07-18,Vestuario,Norte,Retail,65689,25661
2023-06-13,Deportes,Sur,Empresa,31855,8999
2024-04-21,Hogar,Sur,Retail,71803,23000
2023-11-15,Electrodomesticos,Norte,Empresa,201105,31325
2024-09-15,Tecnologia,Centro,Empresa,282615,57884
2023-09-08,Hogar,Centro,Retail,75357,21477
2023-02-10,Deportes,Norte,Empresa,52595,13769
2023-08-12,Electrodomesticos,Centro,Retail,245583,47304
2023-03-11,Electrodomesticos,Norte,Retail,126862,26878
2024-10-27,Hogar,Centro,Retail,103768,26753
2024-06-10,Vestuario,Norte,Retail,22086,7231
2024-01-25,Electrodomesticos,Norte,Retail,117203,22283
2023-05-29,Electrodomesticos,Sur,Retail,115233,18356
2024-02-05,Deportes,Norte,Retail,79644,21383
2023-07-29,Electrodomesticos,Centro,Retail,108993,21165
2024-07-22,Deportes,Norte,Empresa,42162,12280
2023-12-02,Electrodomesticos,Norte,Retail,216085,45821
2023-01-27,Tecnologia,Sur,Empresa,137123,32214
2024-07-12,Hogar,Norte,Retail,81821,22389
2024-01-21,Hogar,Centro,Empresa,39443,12380
2023-01-31,Electrodomesticos,Norte,Empresa,165120,26672
2024-02-25,Electrodomesticos,Norte,Retail,141911,32099
2024-03-10,Deportes,Sur,Retail,81627,23048
2023-03-09,Electrodomesticos,Norte,Retail,218671,36174
2023-03-15,Tecnologia,Sur,Empresa,232428,55817
2024-10-23,Electrodomesticos,Norte,Retail,167375,29317
2024-12-06,Tecnologia,Centro,Empresa,307312,58144
2023-12-27,Electrodomesticos,Centro,Empresa,247944,37251
2023-12-25,Hogar,Centro,Empresa,96214,26464
2024-05-09,Deportes,Centro,Retail,93638,24385
2023-07-02,Electrodomesticos,Centro,Empresa,142684,21226
2024-07-21,Vestuario,Sur,Empresa,35439,12379
2023-08-31,Tecnologia,Sur,Retail,191971,48584
2023-01-14,Tecnologia,Centro,Retail,101414,21919
2023-10-07,Deportes,Norte,Empresa,103810,26526
2024-02-02,Electrodomesticos,Norte,Empresa,91844,15339
2023-03-31,Hogar,Sur,Retail,113251,30574
2023-06-30,Hogar,Centro,Retail,131059,37699
2024-10-25,Vestuario,Centro,Retail,25119,8787
2023-06-22,Vestuario,Norte,Empresa,29649,9220
2023-11-07,Tecnologia,Norte,Retail,237935,56521
2023-02-11,Hogar,Sur,Empresa,101659,28910
2023-07-06,Deportes,Sur,Empresa,87389,27299
2024-12-01,Electrodomesticos,Norte,Empresa,262815,43676
2024-02-06,Vestuario,Sur,Empresa,51469,18608
2024-06-08,Vestuario,Sur,Empresa,30358,11161
2024-01-30,Tecnologia,Sur,Empresa,160955,35241
2024-09-14,Deportes,Centro,Empresa,73122,21587
2024-03-16,Deportes,Norte,Empresa,65643,16625
2023-02-19,Electrodomesticos,Sur,Empresa,189867,30745
2024-09-09,Vestuario,Norte,Empresa,43296,13661
2024-05-25,Deportes,Sur,Empresa,28812,9490
2023-06-19,Deportes,Centro,Empresa,141173,41707
2023-08-09,Hogar,Sur,Retail,131439,38375
2023-04-24,Hogar,Centro,Retail,93431,30268
2024-03-17,Hogar,Sur,Empresa,95332,29418
2023-04-20,Hogar,Sur,Retail,160005,41462
2024-04-26,Electrodomesticos,Norte,Empresa,244172,38360
2023-01-16,Hogar,Sur,Retail,51575,14214
2024-08-21,Electrodomesticos,Sur,Retail,191797,35385
2023-04-23,Deportes,Sur,Empresa,46591,14935
2024-10-25,Vestuario,Centro,Retail,34813,11256
2024-06-12,Vestuario,Norte,Retail,45927,17594
2024-02-02,Deportes,Norte,Empresa,72334,23718
2023-04-18,Vestuario,Sur,Empresa,52501,14686
2023-07-21,Hogar,Sur,Empresa,83998,21237
2023-01-26,Tecnologia,Norte,Empresa,140757,32524
2023-05-29,Hogar,Centro,Empresa,81414,24197
2023-11-15,Electrodomesticos,Centro,Retail,87248,14500
2024-09-10,Vestuario,Norte,Empresa,45579,15355
2024-03-25,Hogar,Sur,Retail,102480,32694
2024-02-25,Tecnologia,Sur,Empresa,145064,26287
2023-01-30,Hogar,Centro,Empresa,75329,23090
2023-10-11,Electrodomesticos,Sur,Empresa,282072,48601
2023-05-10,Electrodomesticos,Sur,Retail,217110,40054
2023-11-04,Vestuario,Centro,Empresa,52056,17756
2024-07-09,Electrodomesticos,Centro,Retail,136700,27338
2024-06-29,Tecnologia,Sur,Empresa,166889,36536
2024-10-15,Deportes,Sur,Retail,59715,20378
2023-04-12,Deportes,Sur,Retail,51436,16274
2024-07-05,Hogar,Centro,Retail,97814,27257
2023-03-28,Tecnologia,Sur,Empresa,275125,66810
2024-09-30,Hogar,Centro,Retail,61398,17831
2024-04-08,Tecnologia,Norte,Retail,81922,19376
2023-03-06,Vestuario,Sur,Retail,33600,10745
2023-06-18,Vestuario,Norte,Empresa,44325,14302
2023-05-17,Deportes,Centro,Empresa,37005,11229
2024-09-24,Electrodomesticos,Norte,Retail,61241,10627
2024-11-24,Deportes,Centro,Retail,53259,15491
2024-12-31,Hogar,Norte,Empresa,133879,33159
2024-11-14,Hogar,Centro,Empresa,128407,36879
2023-09-21,Hogar,Norte,Retail,81911,22900
2024-07-21,Vestuario,Norte,Retail,72072,26804
2023-03-13,Deportes,Norte,Empresa,34077,11935
2023-08-23,Electrodomesticos,Centro,Empresa,69627,14371
2024-06-03,Deportes,Sur,Empresa,68657,22533
2023-12-20,Deportes,Centro,Retail,69772,17760
2023-08-10,Vestuario,Sur,Retail,56822,19473
2023-01-31,Electrodomesticos,Centro,Retail,154543,30703
2024-11-30,Electrodomesticos,Sur,Empresa,255877,44106
2023-02-24,Tecnologia,Norte,Retail,89876,19959
2023-05-04,Vestuario,Sur,Retail,12459,4103
2023-12-23,Electrodomesticos,Sur,Empresa,224407,42351
2024-03-05,Deportes,Sur,Empresa,82349,27831
2024-08-16,Tecnologia,Norte,Empresa,264689,59519
2024-05-17,Hogar,Sur,Empresa,123771,34779
2024-08-04,Deportes,Centro,Retail,60656,19090
2023-09-12,Tecnologia,Centro,Retail,147014,30933
2024-01-08,Tecnologia,Sur,Empresa,231998,58862
2023-11-18,Electrodomesticos,Sur,Empresa,140945,28382
2024-03-14,Hogar,Sur,Retail,138586,42919
2023-02-16,Vestuario,Sur,Empresa,50724,16104
2023-04-16,Vestuario,Centro,Retail,74292,24912
2023-07-27,Deportes,Centro,Empresa,74710,18582
2024-01-16,Vestuario,Centro,Retail,38562,12130
2023-05-02,Hogar,Norte,Retail,64166,19347
2023-09-07,Tecnologia,Norte,Empresa,192300,45922
2024-12-15,Tecnologia,Centro,Retail,177615,32226
2024-02-13,Vestuario,Sur,Retail,24701,8200
2023-11-09,Hogar,Sur,Retail,66112,19443
2024-06-21,Tecnologia,Centro,Empresa,48435,9453
2023-09-07,Hogar,Norte,Retail,109819,34230
2024-06-05,Electrodomesticos,Centro,Empresa,233701,38298
2024-03-16,Hogar,Norte,Empresa,104476,27603
2024-09-01,Tecnologia,Norte,Empresa,191199,46190
2023-06-21,Deportes,Norte,Empresa,57964,17963
2023-04-13,Electrodomesticos,Norte,Retail,281058,53652
2024-09-15,Hogar,Centro,Retail,95844,28600
2023-12-29,Tecnologia,Norte,Empresa,233991,39134
2024-01-06,Hogar,Sur,Empresa,82090,26674
2023-11-30,Deportes,Sur,Empresa,48434,14756
2024-11-23,Tecnologia,Centro,Empresa,80742,15554
2024-08-30,Hogar,Norte,Retail,63137,18205
2024-07-10,Vestuario,Sur,Retail,41168,14061
2023-04-24,Vestuario,Sur,Empresa,42034,13888
2023-03-28,Electrodomesticos,Sur,Empresa,156613,29700
2023-03-24,Tecnologia,Sur,Empresa,237676,46860
2023-02-02,Hogar,Sur,Empresa,136602,34842
2023-07-28,Electrodomesticos,Sur,Empresa,166711,25659
2024-10-24,Deportes,Norte,Empresa,52486,11655
2024-10-08,Tecnologia,Norte,Retail,109487,21175
2023-05-17,Electrodomesticos,Norte,Retail,203776,36252
2023-03-16,Electrodomesticos,Sur,Empresa,230169,38845
2023-10-14,Electrodomesticos,Centro,Empresa,107228,21196
2023-05-19,Hogar,Norte,Retail,100585,30977
2023-06-25,Vestuario,Sur,Retail,38279,13529
2023-03-04,Electrodomesticos,Sur,Empresa,187987,35662
2023-10-20,Hogar,Sur,Empresa,114877,28400
2023-11-27,Electrodomesticos,Centro,Empresa,199526,43650
2024-01-21,Vestuario,Sur,Retail,53522,20639
2023-06-19,Electrodomesticos,Centro,Empresa,179135,26385
2024-11-30,Vestuario,Centro,Retail,41748,14257
2023-10-30,Vestuario,Norte,Retail,47102,15395
2023-08-22,Tecnologia,Centro,Empresa,84255,18024
2023-09-01,Electrodomesticos,Centro,Empresa,130424,25235
2024-02-02,Electrodomesticos,Sur,Retail,210648,38548
2024-11-04,Hogar,Sur,Retail,163568,44946
2023-06-18,Vestuario,Sur,Empresa,36624,15520
2024-09-26,Electrodomesticos,Norte,Empresa,184832,31448
2024-12-05,Hogar,Sur,Retail,91552,25096
2023-08-04,Deportes,Norte,Retail,43562,15363
2023-11-23,Electrodomesticos,Centro,Retail,148887,29243
2023-03-02,Deportes,Sur,Retail,47747,15207
2024-01-19,Hogar,Sur,Retail,140576,40670
2024-08-20,Hogar,Centro,Empresa,138193,39352
2024-02-03,Tecnologia,Norte,Retail,219570,47805
2023-11-09,Hogar,Norte,Retail,98773,27139
2023-09-01,Electrodomesticos,Sur,Empresa,146912,28367
2023-03-11,Hogar,Sur,Retail,110235,33551
2024-05-06,Deportes,Norte,Empresa,74030,25604
2023-09-27,Hogar,Centro,Retail,109062,29499
2024-07-21,Deportes,Centro,Empresa,61344,17036
2023-12-19,Tecnologia,Norte,Empresa,126080,31906
2024-07-12,Tecnologia,Sur,Empresa,258377,63105
2024-01-01,Vestuario,Norte,Empresa,16572,5670
2024-10-19,Hogar,Centro,Retail,90413,26998
2024-07-14,Deportes,Norte,Retail,50791,16691
2023-12-23,Tecnologia,Norte,Retail,136176,34704
2023-02-24,Hogar,Sur,Empresa,180924,46377
2023-12-03,Hogar,Sur,Retail,79983,23157
2024-06-21,Deportes,Sur,Retail,73477,22606
2024-10-21,Electrodomesticos,Norte,Retail,181175,31695
2024-07-28,Hogar,Centro,Retail,80582,22779
2023-07-17,Electrodomesticos,Norte,Empresa,208893,33494
2023-02-28,Hogar,Sur,Retail,66247,16541
2024-08-05,Electrodomesticos,Centro,Empresa,129823,24656
2023-05-04,Tecnologia,Norte,Retail,188353,38558
2024-01-04,Tecnologia,Centro,Retail,190983,44090
2024-02-18,Vestuario,Sur,Retail,36315,12537
2024-05-29,Tecnologia,Norte,Empresa,167705,28382
2024-11-10,Hogar,Centro,Empresa,118141,33606
2024-01-10,Deportes,Norte,Empresa,87311,26592
2024-01-15,Vestuario,Norte,Empresa,63684,20034
2023-03-07,Hogar,Norte,Retail,117142,31557
2023-08-06,Tecnologia,Centro,Empresa,195711,45058
2024-04-07,Tecnologia,Sur,Empresa,161688,38003
2024-06-02,Vestuario,Sur,Empresa,37432,13554
2023-06-11,Tecnologia,Centro,Empresa,163008,35583
2024-05-01,Electrodomesticos,Centro,Empresa,208578,33238
2023-02-18,Vestuario,Centro,Empresa,31703,11586
2024-12-18,Hogar,Sur,Empresa,122070,32714
2024-09-27,Deportes,Norte,Empresa,83039,28491
2023-02-15,Deportes,Norte,Empresa,113969,33980
2024-03-12,Vestuario,Centro,Retail,61750,23061
2023-11-26,Hogar,Centro,Retail,114699,31107
2023-12-27,Hogar,Centro,Retail,50035,14433
2024-11-17,Hogar,Centro,Retail,79643,20531
2024-05-23,Electrodomesticos,Centro,Retail,142244,29649
2023-11-17,Electrodomesticos,Norte,Empresa,206116,35207
2023-12-21,Vestuario,Centro,Retail,76144,26224
