fecha,region,categoria,canal,dispositivo,segmento_cliente,sessions,conversions,conversion_rate,unidades_vendidas,precio_promedio,ventas_monto,nps
2024-09-03,Sur,Vestuario,Pago,Desktop,Nuevo,1015,15,0.0148,24,48194,722910,39
2024-04-27,Sur,Electrodomesticos,Social,Mobile,Nuevo,689,13,0.0189,22,133660,1737580,21
2024-03-18,Norte,Deportes,Referido,Tablet,Recurrente,265,4,0.0151,4,74095,296378,43
2025-03-03,Sur,Tecnologia,Pago,Tablet,Nuevo,939,24,0.0256,24,189983,4559599,43
2025-07-12,Centro,Electrodomesticos,Email,Tablet,Recurrente,524,13,0.0248,16,158489,2060358,50
2024-07-04,Centro,Deportes,Email,Mobile,Recurrente,527,11,0.0209,19,70230,772533,48
2025-09-27,Sur,Vestuario,Email,Desktop,Recurrente,754,31,0.0411,45,49435,1532482,37
2025-10-31,Centro,Hogar,Pago,Mobile,Nuevo,1091,17,0.0156,17,83023,1411398,10
2025-09-16,Centro,Tecnologia,Social,Desktop,Nuevo,1083,20,0.0185,27,229755,4595093,40
2024-10-25,Norte,Deportes,Organico,Desktop,Recurrente,445,15,0.0337,15,72374,1085609,39
2024-01-28,Centro,Vestuario,Pago,Mobile,Recurrente,1488,29,0.0195,41,52274,1515952,24
2025-09-08,Sur,Hogar,Social,Mobile,Nuevo,827,15,0.0181,22,88258,1323872,41
2024-06-21,Centro,Hogar,Social,Mobile,Nuevo,1939,27,0.0139,27,73897,1995217,37
2025-07-23,Sur,Electrodomesticos,Social,Mobile,Nuevo,556,20,0.036,22,160577,3211538,29
2024-02-14,Centro,Electrodomesticos,Social,Desktop,Recurrente,1459,33,0.0226,40,182006,6006190,59
2024-08-25,Centro,Vestuario,Organico,Tablet,Nuevo,617,21,0.034,25,40319,846705,36
2024-04-12,Centro,Electrodomesticos,Pago,Mobile,Recurrente,1693,32,0.0189,32,152416,4877319,39
2025-04-06,Centro,Tecnologia,Pago,Mobile,Recurrente,1439,39,0.0271,39,204121,7960717,49
2025-09-14,Centro,Hogar,Referido,Desktop,Recurrente,327,9,0.0275,10,105735,951614,38
2025-11-04,Norte,Hogar,Social,Desktop,Nuevo,922,18,0.0195,23,101321,1823772,51
2024-02-02,Norte,Deportes,Organico,Tablet,Recurrente,421,13,0.0309,16,53267,692468,23
2025-10-23,Sur,Electrodomesticos,Organico,Tablet,Recurrente,641,16,0.025,20,157220,2515527,45
2024-06-15,Sur,Hogar,Organico,Mobile,Nuevo,882,13,0.0147,13,89535,1163959,28
2024-07-16,Sur,Electrodomesticos,Social,Tablet,Recurrente,574,12,0.0209,18,168205,2018456,27
2025-04-07,Centro,Deportes,Email,Mobile,Recurrente,939,33,0.0351,35,58399,1927165,43
2025-09-12,Norte,Vestuario,Pago,Mobile,Recurrente,737,20,0.0271,25,41633,832655,48
2024-09-30,Norte,Hogar,Email,Tablet,Nuevo,397,6,0.0151,6,97349,584094,38
2024-08-19,Centro,Tecnologia,Pago,Mobile,Recurrente,1312,30,0.0229,40,180546,5416370,30
2025-05-25,Sur,Vestuario,Referido,Mobile,Recurrente,718,27,0.0376,37,48832,1318474,35
2025-10-22,Norte,Deportes,Organico,Tablet,Recurrente,652,16,0.0245,27,65365,1045833,54
2025-12-03,Sur,Deportes,Social,Desktop,Nuevo,1071,14,0.0131,14,62780,878922,30
2025-05-21,Norte,Electrodomesticos,Social,Desktop,Nuevo,683,7,0.0102,9,143944,1007610,31
2024-12-20,Norte,Tecnologia,Referido,Desktop,Recurrente,335,11,0.0328,12,157736,1735097,24
2025-03-06,Norte,Deportes,Email,Tablet,Nuevo,365,8,0.0219,12,60288,482303,56
2025-12-11,Sur,Hogar,Social,Mobile,Nuevo,879,28,0.0319,42,89272,2499607,23
2024-10-02,Norte,Tecnologia,Pago,Tablet,Recurrente,899,22,0.0245,22,168634,3709941,24
2025-11-19,Centro,Tecnologia,Social,Mobile,Nuevo,1157,22,0.019,26,215245,4735386,23
2025-12-28,Sur,Deportes,Email,Desktop,Nuevo,889,23,0.0259,26,58348,1342006,40
2025-04-17,Centro,Electrodomesticos,Referido,Mobile,Nuevo,836,13,0.0156,16,157245,2044185,18
2024-01-14,Centro,Electrodomesticos,Social,Tablet,Recurrente,508,10,0.0197,10,159029,1590290,23
2024-12-20,Centro,Tecnologia,Pago,Tablet,Recurrente,919,19,0.0207,26,201113,3821153,36
2025-02-12,Sur,Deportes,Pago,Desktop,Nuevo,500,9,0.018,15,52559,473030,25
2025-02-27,Sur,Tecnologia,Email,Tablet,Recurrente,394,14,0.0355,25,171736,2404302,47
2025-12-14,Sur,Hogar,Pago,Mobile,Recurrente,825,14,0.017,15,106672,1493406,57
2025-10-16,Centro,Electrodomesticos,Social,Mobile,Nuevo,952,17,0.0179,17,163354,2777023,42
2025-07-17,Sur,Electrodomesticos,Email,Mobile,Recurrente,862,21,0.0244,31,158632,3331277,29
2025-05-14,Centro,Deportes,Social,Mobile,Nuevo,980,13,0.0133,13,56407,733285,43
2025-03-17,Centro,Vestuario,Social,Desktop,Recurrente,808,16,0.0198,19,57846,925532,32
2024-06-19,Centro,Electrodomesticos,Pago,Mobile,Recurrente,1144,22,0.0192,22,147226,3238980,40
2024-09-15,Centro,Vestuario,Email,Mobile,Recurrente,813,24,0.0295,35,45853,1100482,23
2024-07-17,Centro,Vestuario,Organico,Mobile,Recurrente,952,20,0.021,22,51068,1021368,29
2025-01-12,Norte,Electrodomesticos,Email,Desktop,Recurrente,639,16,0.025,16,191292,3060666,39
2025-10-31,Centro,Electrodomesticos,Email,Tablet,Nuevo,538,8,0.0149,9,171728,1373827,35
2025-01-20,Norte,Hogar,Pago,Mobile,Nuevo,678,11,0.0162,14,72886,801743,52
2024-03-19,Centro,Vestuario,Email,Mobile,Recurrente,1215,35,0.0288,35,55688,1949089,37
2025-01-03,Sur,Tecnologia,Email,Desktop,Nuevo,319,6,0.0188,11,156637,939822,29
2025-09-15,Norte,Electrodomesticos,Pago,Mobile,Nuevo,674,6,0.0089,6,155284,931704,42
2025-11-10,Sur,Electrodomesticos,Pago,Desktop,Recurrente,515,11,0.0214,16,156630,1722925,43
2024-03-17,Norte,Electrodomesticos,Referido,Desktop,Nuevo,431,7,0.0162,7,132583,928078,25
2024-12-01,Sur,Electrodomesticos,Email,Desktop,Nuevo,300,4,0.0133,4,138534,554134,32
2024-05-21,Sur,Hogar,Pago,Tablet,Recurrente,857,33,0.0385,36,92181,3041977,41
2024-11-24,Sur,Hogar,Pago,Desktop,Recurrente,450,8,0.0178,8,110486,883885,53
2024-09-16,Centro,Hogar,Referido,Desktop,Recurrente,465,9,0.0194,16,96289,866598,42
2025-09-27,Norte,Electrodomesticos,Social,Desktop,Recurrente,694,7,0.0101,10,145058,1015404,23
2024-02-23,Norte,Vestuario,Pago,Tablet,Nuevo,778,21,0.027,21,38591,810420,32
2024-12-21,Norte,Deportes,Referido,Mobile,Recurrente,347,8,0.0231,9,64614,516913,38
2024-09-24,Norte,Electrodomesticos,Referido,Mobile,Nuevo,492,7,0.0142,14,158153,1107072,22
2024-07-21,Norte,Hogar,Organico,Mobile,Nuevo,539,4,0.0074,4,111211,444844,32
2024-06-14,Sur,Hogar,Social,Tablet,Recurrente,444,10,0.0225,11,112206,1122060,62
2024-10-19,Norte,Vestuario,Social,Tablet,Recurrente,408,10,0.0245,13,36935,369348,31
2025-02-19,Centro,Hogar,Pago,Desktop,Recurrente,1094,27,0.0247,27,107927,2914018,51
2025-02-07,Norte,Deportes,Email,Desktop,Recurrente,255,6,0.0235,7,62932,377590,67
2024-06-14,Centro,Vestuario,Social,Desktop,Recurrente,919,24,0.0261,31,45688,1096511,28
2024-05-02,Centro,Electrodomesticos,Organico,Tablet,Recurrente,887,23,0.0259,26,165904,3815802,47
2025-08-10,Centro,Vestuario,Organico,Mobile,Recurrente,937,24,0.0256,27,54388,1305321,30
2025-09-20,Centro,Hogar,Organico,Mobile,Nuevo,926,17,0.0184,25,113398,1927772,31
2025-07-10,Norte,Tecnologia,Social,Mobile,Nuevo,985,24,0.0244,33,192620,4622873,52
2025-05-25,Centro,Hogar,Referido,Mobile,Nuevo,715,13,0.0182,16,88043,1144554,45
2025-06-12,Norte,Deportes,Pago,Tablet,Nuevo,846,21,0.0248,28,52916,1111235,33
2024-06-23,Centro,Tecnologia,Social,Tablet,Recurrente,385,10,0.026,10,153989,1539890,33
2024-10-18,Centro,Tecnologia,Referido,Mobile,Recurrente,688,8,0.0116,11,201937,1615492,46
2025-12-28,Sur,Electrodomesticos,Referido,Mobile,Recurrente,663,17,0.0256,17,170987,2906772,45
2024-01-12,Norte,Deportes,Referido,Tablet,Recurrente,365,7,0.0192,7,75420,527942,21
2024-12-12,Sur,Hogar,Referido,Tablet,Nuevo,439,12,0.0273,13,93080,1116960,34
2024-08-02,Centro,Hogar,Pago,Mobile,Nuevo,1146,22,0.0192,22,75375,1658247,49
2024-10-19,Sur,Hogar,Organico,Tablet,Recurrente,685,18,0.0263,20,90658,1631851,28
2024-09-18,Sur,Vestuario,Social,Desktop,Recurrente,891,26,0.0292,32,42851,1114121,21
2024-11-10,Centro,Electrodomesticos,Social,Mobile,Recurrente,1136,23,0.0202,29,149701,3443115,27
2024-02-10,Centro,Tecnologia,Email,Tablet,Recurrente,640,16,0.025,16,182062,2912992,50
2025-04-26,Centro,Vestuario,Organico,Desktop,Recurrente,857,25,0.0292,33,46068,1151708,26
2025-02-25,Sur,Vestuario,Email,Tablet,Nuevo,168,8,0.0476,8,47699,381589,24
2024-08-08,Norte,Vestuario,Pago,Tablet,Recurrente,841,19,0.0226,25,56663,1076592,35
2025-11-10,Centro,Deportes,Referido,Tablet,Nuevo,584,4,0.0068,5,54919,219677,46
2024-07-17,Sur,Hogar,Referido,Desktop,Recurrente,138,5,0.0362,6,93311,466556,43
2025-06-15,Norte,Tecnologia,Pago,Mobile,Nuevo,966,15,0.0155,17,168945,2534181,24
2025-10-21,Norte,Electrodomesticos,Organico,Tablet,Recurrente,744,10,0.0134,13,143162,1431615,10
2024-02-08,Sur,Electrodomesticos,Referido,Mobile,Recurrente,698,15,0.0215,20,113400,1701000,37
2024-09-17,Sur,Vestuario,Social,Desktop,Nuevo,340,7,0.0206,7,41251,288757,28
2025-11-29,Sur,Deportes,Referido,Tablet,Recurrente,255,4,0.0157,4,66462,265847,16
2024-02-15,Norte,Deportes,Organico,Desktop,Nuevo,813,19,0.0234,19,75400,1432592,28
2025-09-05,Sur,Vestuario,Pago,Tablet,Nuevo,360,11,0.0306,17,42155,463702,40
2025-01-28,Norte,Deportes,Organico,Tablet,Nuevo,465,7,0.0151,10,73069,511482,41
2024-09-14,Norte,Hogar,Email,Desktop,Nuevo,428,7,0.0164,7,106706,746944,35
2025-03-21,Norte,Vestuario,Email,Mobile,Recurrente,366,4,0.0109,4,39298,157190,36
2025-10-13,Centro,Vestuario,Email,Desktop,Nuevo,994,19,0.0191,22,39432,749211,35
2024-06-11,Centro,Vestuario,Organico,Mobile,Recurrente,1202,23,0.0191,35,58861,1353800,29
2024-04-09,Norte,Tecnologia,Email,Desktop,Recurrente,504,13,0.0258,17,210351,2734563,44
2024-01-13,Norte,Hogar,Referido,Mobile,Recurrente,485,11,0.0227,17,91196,1003160,43
2025-03-21,Norte,Tecnologia,Referido,Tablet,Nuevo,186,4,0.0215,7,177396,709582,27
2025-09-27,Norte,Electrodomesticos,Pago,Desktop,Recurrente,665,15,0.0226,15,184022,2760332,51
2024-06-02,Norte,Hogar,Referido,Desktop,Recurrente,321,7,0.0218,7,106286,744003,42
2024-02-17,Centro,Vestuario,Organico,Tablet,Recurrente,901,26,0.0289,36,43936,1142344,25
2024-11-18,Centro,Deportes,Social,Desktop,Nuevo,888,16,0.018,23,48732,779708,29
2024-11-07,Sur,Vestuario,Email,Desktop,Nuevo,348,6,0.0172,7,50900,305402,34
2024-06-27,Norte,Vestuario,Organico,Desktop,Nuevo,930,19,0.0204,21,39310,746895,40
2025-06-26,Norte,Electrodomesticos,Social,Mobile,Recurrente,1000,21,0.021,22,140708,2954873,52
2025-04-07,Norte,Hogar,Organico,Tablet,Recurrente,730,13,0.0178,13,94311,1226038,38
2025-11-01,Sur,Tecnologia,Email,Tablet,Recurrente,635,18,0.0283,27,199372,3588701,44
2025-05-26,Centro,Vestuario,Email,Tablet,Nuevo,697,23,0.033,23,54493,1253342,4
2025-02-24,Centro,Vestuario,Organico,Mobile,Nuevo,1319,25,0.019,32,48822,1220549,24
2025-06-15,Centro,Vestuario,Pago,Desktop,Nuevo,1482,24,0.0162,39,41882,1005157,46
2025-02-25,Centro,Vestuario,Referido,Mobile,Nuevo,614,16,0.0261,30,39682,634911,24
2025-10-27,Centro,Deportes,Referido,Mobile,Recurrente,825,11,0.0133,14,59961,659575,49
2025-12-23,Sur,Vestuario,Referido,Mobile,Recurrente,603,15,0.0249,15,37521,562808,18
2024-11-27,Sur,Electrodomesticos,Organico,Mobile,Nuevo,1352,22,0.0163,24,130784,2877256,10
2025-12-22,Norte,Electrodomesticos,Organico,Mobile,Recurrente,1117,16,0.0143,16,152531,2440500,33
2024-01-23,Sur,Hogar,Pago,Desktop,Nuevo,1297,21,0.0162,21,89544,1880421,60
2024-07-14,Centro,Hogar,Organico,Desktop,Nuevo,605,10,0.0165,10,96333,963325,32
2024-12-23,Sur,Tecnologia,Referido,Desktop,Recurrente,433,10,0.0231,13,175434,1754335,38
2025-01-30,Sur,Hogar,Pago,Desktop,Recurrente,783,15,0.0192,15,85980,1289699,47
2024-02-06,Norte,Electrodomesticos,Email,Desktop,Recurrente,599,15,0.025,15,141843,2127651,39
2025-03-31,Centro,Electrodomesticos,Social,Desktop,Recurrente,868,16,0.0184,16,174355,2789674,50
2025-05-25,Centro,Hogar,Social,Tablet,Nuevo,680,15,0.0221,18,96282,1444226,33
2025-01-29,Sur,Tecnologia,Email,Tablet,Nuevo,532,10,0.0188,11,243000,2430000,28
2025-06-11,Centro,Vestuario,Referido,Desktop,Nuevo,305,5,0.0164,8,55266,276330,29
2025-07-09,Centro,Vestuario,Organico,Mobile,Recurrente,1370,30,0.0219,40,48281,1448429,43
2024-09-24,Centro,Tecnologia,Social,Mobile,Nuevo,1223,25,0.0204,32,159370,3984253,36
2025-01-14,Sur,Vestuario,Organico,Tablet,Recurrente,676,18,0.0266,24,53402,961228,39
2024-11-29,Norte,Deportes,Organico,Mobile,Recurrente,936,20,0.0214,32,67605,1352106,54
2025-12-08,Centro,Hogar,Referido,Tablet,Recurrente,436,13,0.0298,15,87853,1142087,36
2025-04-17,Sur,Deportes,Email,Desktop,Nuevo,559,8,0.0143,15,51144,409150,32
2024-07-02,Sur,Deportes,Pago,Desktop,Nuevo,1250,17,0.0136,17,43701,742922,41
2025-09-25,Sur,Hogar,Social,Desktop,Nuevo,761,4,0.0053,4,82137,328549,56
2025-11-04,Norte,Deportes,Referido,Tablet,Recurrente,318,7,0.022,11,63185,442292,26
2024-01-10,Norte,Electrodomesticos,Social,Tablet,Nuevo,726,13,0.0179,13,141388,1838043,28
2025-11-04,Centro,Hogar,Social,Mobile,Recurrente,1191,33,0.0277,35,90884,2999165,50
2025-08-27,Norte,Electrodomesticos,Organico,Desktop,Nuevo,837,7,0.0084,8,151793,1062548,49
2025-02-21,Sur,Electrodomesticos,Organico,Tablet,Nuevo,631,18,0.0285,27,186238,3352289,22
2024-10-13,Norte,Electrodomesticos,Email,Desktop,Nuevo,352,6,0.017,6,148677,892064,38
2024-09-23,Sur,Hogar,Referido,Tablet,Recurrente,313,9,0.0288,9,106442,957974,55
2025-11-24,Norte,Deportes,Referido,Mobile,Nuevo,660,10,0.0152,10,69169,691693,40
2025-10-14,Sur,Hogar,Pago,Desktop,Nuevo,630,13,0.0206,20,83943,1091255,36
2025-12-17,Norte,Electrodomesticos,Email,Tablet,Nuevo,370,6,0.0162,8,144321,865928,34
2024-04-17,Sur,Vestuario,Social,Mobile,Recurrente,746,12,0.0161,12,43111,517330,52
2024-06-16,Sur,Tecnologia,Email,Mobile,Recurrente,333,7,0.021,9,163202,1142414,56
2025-02-03,Sur,Tecnologia,Email,Tablet,Nuevo,306,12,0.0392,12,188049,2256585,21
2025-07-02,Norte,Electrodomesticos,Organico,Mobile,Recurrente,1134,16,0.0141,26,146090,2337436,36
2025-12-09,Sur,Tecnologia,Pago,Desktop,Recurrente,1138,36,0.0316,42,160629,5782639,30
2024-10-25,Norte,Vestuario,Organico,Tablet,Recurrente,851,22,0.0259,22,45938,1010633,24
2024-01-03,Sur,Electrodomesticos,Referido,Desktop,Nuevo,468,10,0.0214,11,153108,1531079,33
2024-08-15,Centro,Vestuario,Pago,Desktop,Recurrente,370,13,0.0351,25,41007,533097,34
2024-06-21,Sur,Hogar,Email,Mobile,Nuevo,607,13,0.0214,17,76469,994092,23
2024-02-03,Sur,Deportes,Email,Tablet,Nuevo,252,3,0.0119,6,56903,170710,57
2025-11-04,Sur,Tecnologia,Pago,Mobile,Nuevo,1864,29,0.0156,33,137221,3979400,30
2025-04-26,Sur,Deportes,Social,Mobile,Recurrente,1007,19,0.0189,19,67372,1280072,55
2025-06-02,Centro,Tecnologia,Organico,Desktop,Nuevo,903,18,0.0199,18,197053,3546947,31
2024-05-17,Sur,Tecnologia,Organico,Tablet,Recurrente,778,18,0.0231,20,231134,4160418,35
2024-08-30,Sur,Electrodomesticos,Pago,Desktop,Nuevo,891,18,0.0202,24,169671,3054077,19
2025-03-26,Sur,Tecnologia,Email,Desktop,Recurrente,745,25,0.0336,25,212072,5301799,38
2025-11-08,Norte,Tecnologia,Social,Mobile,Recurrente,383,9,0.0235,11,196774,1770967,31
2024-02-02,Centro,Electrodomesticos,Email,Tablet,Nuevo,646,5,0.0077,9,125461,627303,24
2024-10-18,Sur,Hogar,Email,Mobile,Recurrente,700,17,0.0243,20,83235,1414990,43
2025-09-23,Sur,Electrodomesticos,Pago,Mobile,Recurrente,1360,26,0.0191,26,182395,4742282,49
2024-05-20,Sur,Tecnologia,Email,Desktop,Recurrente,469,15,0.032,28,207343,3110139,42
2025-11-11,Norte,Electrodomesticos,Pago,Desktop,Recurrente,758,17,0.0224,18,154377,2624402,49
2025-03-27,Centro,Electrodomesticos,Referido,Tablet,Recurrente,478,13,0.0272,13,134731,1751497,36
2024-06-14,Centro,Vestuario,Organico,Tablet,Nuevo,856,20,0.0234,21,53293,1065864,50
2025-02-14,Sur,Vestuario,Organico,Tablet,Nuevo,425,5,0.0118,7,43983,219914,36
2024-11-23,Sur,Tecnologia,Email,Mobile,Nuevo,696,13,0.0187,13,189327,2461247,24
2024-05-23,Centro,Tecnologia,Referido,Desktop,Recurrente,448,21,0.0469,27,252233,5296891,58
2024-06-12,Norte,Electrodomesticos,Email,Tablet,Nuevo,594,12,0.0202,14,157176,1886116,22
2025-12-14,Norte,Deportes,Referido,Tablet,Nuevo,129,1,0.0078,1,64808,64807,34
2025-06-05,Norte,Deportes,Referido,Mobile,Nuevo,347,5,0.0144,11,66353,331766,34
2024-05-28,Norte,Vestuario,Pago,Tablet,Recurrente,816,27,0.0331,33,49455,1335281,31
2024-12-25,Norte,Vestuario,Pago,Desktop,Recurrente,499,12,0.024,12,44102,529222,39
2025-09-26,Norte,Vestuario,Email,Mobile,Recurrente,595,16,0.0269,19,57998,927968,26
2025-03-11,Sur,Deportes,Referido,Tablet,Recurrente,503,4,0.008,7,45360,181440,35
2025-02-13,Norte,Tecnologia,Referido,Tablet,Recurrente,406,7,0.0172,8,195397,1367780,39
2024-11-11,Sur,Hogar,Email,Tablet,Recurrente,441,13,0.0295,13,102014,1326184,35
2025-07-14,Sur,Deportes,Pago,Tablet,Nuevo,712,12,0.0169,12,45885,550614,50
2025-05-23,Sur,Hogar,Organico,Tablet,Recurrente,600,8,0.0133,9,109028,872223,36
2025-02-22,Norte,Tecnologia,Referido,Mobile,Recurrente,258,4,0.0155,4,169972,679886,43
2024-05-31,Sur,Deportes,Organico,Mobile,Recurrente,713,15,0.021,22,56677,850161,37
2024-01-02,Centro,Vestuario,Organico,Tablet,Recurrente,1160,41,0.0353,52,53114,2177671,28
2024-12-05,Centro,Vestuario,Social,Tablet,Recurrente,683,20,0.0293,24,56104,1122085,35
2025-05-13,Centro,Electrodomesticos,Organico,Tablet,Recurrente,1325,27,0.0204,30,184525,4982188,28
2025-01-17,Sur,Tecnologia,Email,Tablet,Recurrente,327,9,0.0275,10,136080,1224720,43
2024-06-26,Norte,Deportes,Referido,Tablet,Nuevo,519,12,0.0231,12,54825,657897,37
2025-12-05,Norte,Hogar,Pago,Tablet,Nuevo,720,11,0.0153,14,95138,1046515,49
2025-07-02,Centro,Vestuario,Social,Mobile,Recurrente,657,14,0.0213,14,50924,712938,34
2025-10-13,Sur,Deportes,Referido,Desktop,Nuevo,527,7,0.0133,12,46867,328070,42
2024-12-20,Norte,Electrodomesticos,Organico,Desktop,Recurrente,592,11,0.0186,15,135068,1485744,21
2024-03-28,Centro,Electrodomesticos,Referido,Tablet,Recurrente,479,11,0.023,11,164310,1807411,50
2025-06-11,Norte,Tecnologia,Email,Desktop,Nuevo,245,7,0.0286,7,181847,1272926,27
2025-07-30,Norte,Hogar,Social,Tablet,Recurrente,489,19,0.0389,19,116542,2214303,45
2025-06-14,Norte,Vestuario,Referido,Tablet,Recurrente,216,6,0.0278,6,48977,293861,33
2024-04-26,Norte,Vestuario,Organico,Desktop,Recurrente,641,22,0.0343,30,53607,1179348,34
2025-04-19,Centro,Deportes,Organico,Tablet,Nuevo,828,15,0.0181,19,62098,931473,37
2025-10-15,Centro,Tecnologia,Referido,Tablet,Nuevo,166,4,0.0241,4,197471,789885,36
2024-12-30,Centro,Tecnologia,Referido,Desktop,Recurrente,638,29,0.0455,34,142011,4118314,42
2025-12-07,Sur,Hogar,Pago,Desktop,Recurrente,1029,14,0.0136,16,107087,1499215,51
2025-07-19,Centro,Deportes,Organico,Mobile,Nuevo,288,5,0.0174,5,64842,324208,51
2024-06-17,Sur,Deportes,Organico,Desktop,Nuevo,669,8,0.012,12,65429,523432,16
2024-04-09,Centro,Tecnologia,Social,Tablet,Recurrente,777,10,0.0129,12,193449,1934491,51
2025-06-04,Sur,Deportes,Referido,Desktop,Nuevo,653,15,0.023,17,51839,777586,24
2024-05-31,Norte,Deportes,Referido,Mobile,Nuevo,383,2,0.0052,2,75309,150618,36
2024-09-11,Sur,Electrodomesticos,Social,Desktop,Nuevo,411,7,0.017,7,162599,1138191,41
2025-12-31,Centro,Deportes,Organico,Mobile,Nuevo,1461,18,0.0123,27,62608,1126946,46
2025-07-22,Sur,Hogar,Social,Desktop,Nuevo,622,7,0.0113,11,75450,528149,33
2025-02-06,Sur,Vestuario,Organico,Mobile,Nuevo,1708,55,0.0322,68,50595,2782720,17
2025-02-14,Centro,Electrodomesticos,Organico,Tablet,Recurrente,307,10,0.0326,13,151408,1514075,17
2024-02-10,Centro,Hogar,Social,Tablet,Recurrente,707,23,0.0325,30,111434,2562978,32
2025-08-29,Centro,Hogar,Pago,Mobile,Nuevo,1806,22,0.0122,29,80369,1768127,29
2024-06-24,Norte,Hogar,Pago,Mobile,Nuevo,1382,21,0.0152,21,112434,2361116,38
2024-02-02,Centro,Electrodomesticos,Referido,Desktop,Recurrente,433,9,0.0208,14,118644,1067800,29
2025-12-19,Sur,Hogar,Email,Desktop,Recurrente,856,21,0.0245,21,105240,2210033,24
2025-06-29,Centro,Electrodomesticos,Organico,Mobile,Nuevo,1482,22,0.0148,22,168169,3699726,32
2025-11-02,Centro,Electrodomesticos,Email,Desktop,Recurrente,881,10,0.0114,13,176352,1763517,53
2025-07-30,Centro,Tecnologia,Email,Desktop,Nuevo,748,14,0.0187,17,194468,2722553,41
2025-03-07,Sur,Tecnologia,Organico,Desktop,Nuevo,993,24,0.0242,33,190527,4572650,25
2025-10-16,Norte,Electrodomesticos,Referido,Desktop,Recurrente,499,8,0.016,8,142943,1143543,39
2025-08-11,Centro,Deportes,Email,Tablet,Nuevo,598,10,0.0167,10,61240,612402,43
2025-04-16,Centro,Electrodomesticos,Organico,Mobile,Recurrente,1765,37,0.021,37,131436,4863123,34
2024-12-25,Norte,Tecnologia,Referido,Tablet,Recurrente,558,12,0.0215,21,188118,2257420,36
2024-11-10,Centro,Deportes,Social,Desktop,Nuevo,1206,15,0.0124,15,59964,899465,32
2024-01-31,Centro,Electrodomesticos,Organico,Mobile,Recurrente,1174,25,0.0213,26,145565,3639124,14
2024-02-01,Sur,Hogar,Organico,Desktop,Recurrente,606,14,0.0231,19,82112,1149563,47
2025-05-28,Sur,Electrodomesticos,Referido,Desktop,Recurrente,416,9,0.0216,9,185930,1673370,28
2024-07-29,Norte,Deportes,Social,Tablet,Nuevo,497,8,0.0161,11,71349,570791,14
2025-09-17,Norte,Tecnologia,Referido,Tablet,Nuevo,368,14,0.038,14,163327,2286580,26
2025-07-07,Norte,Hogar,Organico,Desktop,Nuevo,568,11,0.0194,13,82851,911364,55
2025-03-05,Centro,Tecnologia,Email,Tablet,Nuevo,624,9,0.0144,9,138666,1247995,46
2024-06-17,Centro,Deportes,Social,Desktop,Recurrente,401,8,0.02,10,45360,362880,46
2024-07-12,Centro,Deportes,Pago,Mobile,Recurrente,1374,19,0.0138,19,71357,1355789,53
2025-02-06,Norte,Hogar,Referido,Desktop,Recurrente,298,5,0.0168,7,100198,500992,32
2024-05-04,Norte,Hogar,Referido,Mobile,Nuevo,466,7,0.015,7,95837,670861,62
2025-11-25,Centro,Vestuario,Email,Mobile,Nuevo,1032,23,0.0223,23,51848,1192495,33
2025-07-16,Norte,Deportes,Social,Desktop,Recurrente,561,17,0.0303,22,64872,1102817,23
2024-10-22,Norte,Hogar,Social,Mobile,Nuevo,875,17,0.0194,17,77268,1313548,27
2024-05-11,Sur,Hogar,Referido,Mobile,Recurrente,426,11,0.0258,11,99923,1099151,77
2024-10-29,Centro,Hogar,Email,Tablet,Nuevo,493,4,0.0081,4,73966,295863,45
2024-06-14,Sur,Tecnologia,Pago,Tablet,Recurrente,460,11,0.0239,12,184942,2034366,54
2024-05-13,Norte,Electrodomesticos,Email,Desktop,Recurrente,502,10,0.0199,11,152194,1521940,28
2024-07-06,Centro,Vestuario,Referido,Desktop,Nuevo,643,16,0.0249,16,50382,806116,41
2024-09-13,Sur,Vestuario,Social,Mobile,Recurrente,449,17,0.0379,17,35165,597808,50
2025-01-22,Norte,Electrodomesticos,Social,Mobile,Recurrente,568,9,0.0158,10,178461,1606147,33
2024-07-08,Sur,Electrodomesticos,Social,Mobile,Nuevo,792,10,0.0126,18,178357,1783566,16
2024-04-25,Norte,Electrodomesticos,Social,Mobile,Recurrente,922,18,0.0195,18,153673,2766113,20
2024-11-28,Sur,Deportes,Pago,Mobile,Recurrente,1325,33,0.0249,33,67572,2229869,60
2025-08-22,Centro,Vestuario,Pago,Mobile,Recurrente,1317,21,0.0159,21,49164,1032452,26
2025-02-12,Sur,Deportes,Email,Tablet,Nuevo,350,6,0.0171,6,69088,414525,25
2025-04-24,Centro,Electrodomesticos,Email,Mobile,Nuevo,767,13,0.0169,20,139042,1807545,36
2024-09-23,Norte,Electrodomesticos,Organico,Desktop,Nuevo,1332,25,0.0188,33,141777,3544434,27
2024-06-16,Norte,Vestuario,Social,Desktop,Recurrente,715,14,0.0196,20,44862,628069,34
2025-09-05,Centro,Hogar,Email,Tablet,Nuevo,817,19,0.0233,19,83535,1587167,48
2025-09-05,Centro,Tecnologia,Social,Tablet,Nuevo,524,9,0.0172,9,171269,1541418,34
2025-09-04,Centro,Hogar,Social,Desktop,Recurrente,683,16,0.0234,22,89065,1425040,34
2024-09-19,Centro,Vestuario,Social,Desktop,Nuevo,1065,21,0.0197,31,47017,987365,45
2025-04-23,Norte,Vestuario,Social,Desktop,Recurrente,1008,35,0.0347,35,45635,1597241,47
